name	logFC	P.Value	t
ZKSCAN4	1.075	1	7.43669
SNRNP70	1.068	1	7.38827
KIAA0100	1.064	1	7.3606
OTUD4	1.051	1	7.27066
KRT6C	1.051	1	7.27066
PDP2	1.048	1	7.24991
VAPA	1.027	1	7.10464
LIMA1	1.006	1	6.95936
TP53I11	0.984	1	6.80717
AGPAT4	0.979	1	6.77258
TBC1D10B	0.969	1	6.7034
BAT2	0.953	1	6.59271
TP53	0.948	1	6.55813
RPL32	0.945	1	6.53737
KRT9	0.943	1	6.52354
SON	0.94	1	6.50278
DULLARD	0.922	1	6.37826
SUN2	0.917	1	6.34367
USP5	0.899	1	6.21915
RPL37	0.894	1	6.18456
BUB1	0.886	1	6.12922
DYNLRB1	0.886	1	6.12922
MAP4	0.884	1	6.11538
ETV3	0.883	1	6.10847
ZNF195	0.869	1	6.01162
CDKN2AIP	0.86	1	5.94935
CAMLG	0.849	1	5.87326
GSG2	0.845	1	5.84559
SEC61B	0.841	1	5.81792
ZNF76	0.838	1	5.79716
TAZ	0.821	1	5.67956
LUC7L	0.801	1	5.5412
ISCU	0.793	1	5.48586
ZNF3	0.787	1	5.44435
NME4	0.778	1	5.38209
RIOK1	0.775	1	5.36134
MAN1A2	0.765	1	5.29216
TSPO	0.762	1	5.2714
POM121C	0.744	1	5.14688
CCDC59	0.739	1	5.11229
POP1	0.735	1	5.08462
RPL29	0.729	1	5.04312
PRR12	0.726	1	5.02236
SLC22A18	0.721	1	4.98777
CDKN2A	0.717	1	4.9601
LMNB2	0.695	1	4.80791
KBTBD11	0.693	1	4.79407
ACTA2	0.682	1	4.71798
ZNF316	0.681	1	4.71106
SMG7	0.671	1	4.64188
TAB1	0.666	1	4.60729
DUSP11	0.666	1	4.60729
FNDC3B	0.663	1	4.58654
TSGA14	0.662	1	4.57962
ZNF22	0.656	1	4.53811
KIAA0406	0.654	1	4.52428
NGDN	0.653	1	4.51736
CXXC1	0.649	1	4.48969
ABCF1	0.647	1	4.47585
PNKD	0.645	1	4.46202
EFTUD2	0.642	1	4.44126
IRF2BP1	0.621	1	4.29599
TBC1D22B	0.62	1	4.28907
PLEKHA7	0.619	1	4.28215
VRK3	0.619	1	4.28215
FSD1	0.618	1	4.27523
GRAMD1A	0.61	1	4.21989
SEC61A1	0.598	1	4.13688
CDC34	0.597	1	4.12996
MRPS14	0.596	1	4.12304
ZXDC	0.583	1	4.03311
HDDC3	0.579	1	4.00544
ZNF295	0.574	1	3.97085
ADO	0.57	1	3.94318
PCNT	0.569	1	3.93626
ZNF724P	0.56	1	3.874
RPL28	0.56	1	3.874
REEP4	0.553	1	3.82557
KIF23	0.551	1	3.81174
KIF1B	0.548	1	3.79098
NCKIPSD	0.548	1	3.79098
SERBP1	0.545	1	3.77023
SPNS1	0.541	1	3.74256
ZNF598	0.533	1	3.68722
CCDC109B	0.531	1	3.67338
ARHGEF11	0.526	1	3.63879
SRRM2	0.519	1	3.59037
RNF138	0.517	1	3.57653
RPL18A	0.509	1	3.52119
ACTC1	0.509	1	3.52119
SCAMP2	0.508	1	3.51427
TCOF1	0.507	1	3.50735
CYP20A1	0.502	1	3.47276
LSG1	0.494	1	3.41742
CIT	0.493	1	3.4105
GATAD2A	0.489	1	3.38283
ZC3H18	0.484	1	3.34824
PAPD7	0.483	1	3.34132
RBM14	0.483	1	3.34132
TAP1	0.482	1	3.33441
LETMD1	0.482	1	3.33441
PGM1	0.48	1	3.32057
MAZ	0.479	1	3.31365
CDC42	0.477	1	3.29982
ARPC4	0.47	1	3.25139
MAP7D1	0.469	1	3.24447
RPAP1	0.464	1	3.20988
ZNF250	0.463	1	3.20297
CLIC4	0.456	1	3.15454
STYX	0.456	1	3.15454
ZIC3	0.455	1	3.14762
SMEK2	0.445	1	3.07845
ZNF354A	0.442	1	3.05769
RPS5	0.434	1	3.00235
RBMS2	0.433	1	2.99543
DNAJC16	0.43	1	2.97468
LUC7L2	0.43	1	2.97468
COQ6	0.43	1	2.97468
KIF18A	0.429	1	2.96776
MLF2	0.428	1	2.96084
RACGAP1	0.423	1	2.92625
FOXRED2	0.422	1	2.91933
ERCC4	0.42	1	2.9055
SLC25A42	0.42	1	2.9055
FAM120B	0.419	1	2.89858
NUBPL	0.419	1	2.89858
PTPRF	0.414	1	2.86399
ZNF214	0.413	1	2.85707
ABCB8	0.411	1	2.84324
MBOAT7	0.41	1	2.83632
KIAA0892	0.41	1	2.83632
TSC2	0.409	1	2.8294
RPS26	0.407	1	2.81557
MYH9	0.403	1	2.7879
GLTSCR2	0.402	1	2.78098
TAP2	0.402	1	2.78098
RPL19	0.4	1	2.76714
KIAA1012	0.4	1	2.76714
HIST1H3A	0.4	1	2.76714
BIRC6	0.4	1	2.76714
RPS20	0.399	1	2.76022
PRPF4B	0.399	1	2.76022
CLPTM1	0.397	1	2.74639
GTPBP3	0.394	1	2.72563
ATP2C1	0.394	1	2.72563
CYP2S1	0.388	1	2.68413
U2AF1	0.387	1	2.67721
RAB11FIP2	0.385	1	2.66337
JUP	0.382	1	2.64262
RFC3	0.381	1	2.6357
XRCC1	0.379	1	2.62187
GALNT1	0.379	1	2.62187
HERC2	0.378	1	2.61495
ETHE1	0.375	1	2.5942
PSMA1	0.375	1	2.5942
CDC123	0.374	1	2.58728
DUT	0.373	1	2.58036
HTATSF1	0.372	1	2.57344
ORMDL1	0.372	1	2.57344
TH1L	0.371	1	2.56652
NUMB	0.37	1	2.55961
LARP1B	0.369	1	2.55269
MYH10	0.368	1	2.54577
VCPIP1	0.368	1	2.54577
SRRM1	0.368	1	2.54577
GNS	0.365	1	2.52502
MRPL47	0.364	1	2.5181
VIM	0.363	1	2.51118
SUCLG1	0.361	1	2.49735
ZFR	0.361	1	2.49735
MRPL18	0.36	1	2.49043
NOLC1	0.36	1	2.49043
AGPAT1	0.358	1	2.47659
CTNNB1	0.357	1	2.46967
SPTAN1	0.357	1	2.46967
RPL10	0.354	1	2.44892
POLR3E	0.354	1	2.44892
ATL2	0.353	1	2.442
ELMO2	0.352	1	2.43508
HNRNPA1	0.35	1	2.42125
HM13	0.348	1	2.40741
IMP3	0.343	1	2.37282
BRP44L	0.342	1	2.36591
PAN3	0.341	1	2.35899
ADD1	0.34	1	2.35207
MRPS26	0.335	1	2.31748
GPR50	0.334	1	2.31056
ERH	0.334	1	2.31056
TOP3A	0.333	1	2.30365
MON2	0.333	1	2.30365
VPS52	0.333	1	2.30365
HUS1	0.332	1	2.29673
ZBTB24	0.331	1	2.28981
SSR1	0.329	1	2.27597
ATP5C1	0.328	1	2.26906
SARS2	0.327	1	2.26214
MAP3K7	0.323	1	2.23447
NDUFA4	0.323	1	2.23447
C2ORF47	0.321	1	2.22063
ZW10	0.319	1	2.2068
RBM28	0.318	1	2.19988
PRPF40A	0.318	1	2.19988
SAMD1	0.317	1	2.19296
TOP2A	0.317	1	2.19296
FAM57A	0.316	1	2.18604
C20ORF24	0.315	1	2.17912
UTP3	0.314	1	2.17221
POM121	0.313	1	2.16529
LSM12	0.312	1	2.15837
CUL7	0.311	1	2.15145
MTA2	0.311	1	2.15145
CPSF7	0.31	1	2.14453
ADNP	0.304	1	2.10303
PYCR2	0.304	1	2.10303
UTRN	0.303	1	2.09611
GNPAT	0.303	1	2.09611
ATP5A1	0.302	1	2.08919
SEC61A2	0.301	1	2.08227
TRAF3IP2	0.298	1	2.06152
SLC7A1	0.298	1	2.06152
RPL22L1	0.295	1	2.04077
SMG8	0.293	1	2.02693
VCP	0.291	1	2.0131
BCLAF1	0.289	1	1.99926
SLC30A7	0.289	1	1.99926
UBR1	0.287	1	1.98542
MBNL3	0.286	1	1.97851
NUMA1	0.286	1	1.97851
NEFM	0.285	1	1.97159
NCDN	0.285	1	1.97159
GPS1	0.284	1	1.96467
C1ORF124	0.284	1	1.96467
WRN	0.282	1	1.95083
CPVL	0.282	1	1.95083
NOMO1	0.281	1	1.94392
AUP1	0.28	1	1.937
C18ORF55	0.28	1	1.937
SDHA	0.28	1	1.937
RAB22A	0.28	1	1.937
AGPAT2	0.279	1	1.93008
RAB31	0.279	1	1.93008
KRT8	0.277	1	1.91625
NUP37	0.277	1	1.91625
ZNF362	0.276	1	1.90933
GINS1	0.275	1	1.90241
SLC16A1	0.272	1	1.88166
DSG2	0.271	1	1.87474
MRPL27	0.271	1	1.87474
ACTB	0.271	1	1.87474
PHC1	0.269	1	1.8609
SUCLG2	0.269	1	1.8609
RBM12B	0.268	1	1.85398
ATP5H	0.268	1	1.85398
MAP4K4	0.267	1	1.84707
OXA1L	0.266	1	1.84015
DNAJA2	0.263	1	1.8194
MBLAC2	0.262	1	1.81248
MRPS25	0.261	1	1.80556
MPV17	0.261	1	1.80556
PPP1CA	0.26	1	1.79864
GPATCH8	0.26	1	1.79864
TRMT112	0.26	1	1.79864
ORMDL3	0.259	1	1.79172
GSTCD	0.259	1	1.79172
TCF25	0.258	1	1.78481
ANXA5	0.257	1	1.77789
CDC20	0.256	1	1.77097
PKMYT1	0.255	1	1.76405
COX7A2	0.255	1	1.76405
ERBB2IP	0.253	1	1.75022
MBNL1	0.251	1	1.73638
SLC25A46	0.251	1	1.73638
CEP192	0.25	1	1.72946
ZNF143	0.25	1	1.72946
AP2S1	0.25	1	1.72946
CRNKL1	0.25	1	1.72946
DDX20	0.249	1	1.72255
ADAP1	0.248	1	1.71563
POLR2J	0.247	1	1.70871
RP9	0.246	1	1.70179
SFPQ	0.246	1	1.70179
RER1	0.246	1	1.70179
SMG6	0.246	1	1.70179
PDXDC1	0.246	1	1.70179
KIF5C	0.245	1	1.69487
CTSA	0.245	1	1.69487
RSU1	0.245	1	1.69487
DDX51	0.244	1	1.68796
ATP2B4	0.244	1	1.68796
KIF5B	0.243	1	1.68104
RPF1	0.242	1	1.67412
PDHA1	0.241	1	1.6672
RFT1	0.241	1	1.6672
FUS	0.241	1	1.6672
SCMH1	0.24	1	1.66028
KDM2A	0.24	1	1.66028
TMED5	0.239	1	1.65337
SLC25A1	0.238	1	1.64645
POLDIP2	0.238	1	1.64645
MRPL44	0.237	1	1.63953
RAD51L1	0.234	1	1.61878
TMED2	0.233	1	1.61186
MRPS28	0.233	1	1.61186
PAPSS1	0.233	1	1.61186
PPM1G	0.233	1	1.61186
VPS18	0.232	1	1.60494
NOP14	0.232	1	1.60494
AHCY	0.232	1	1.60494
XAB2	0.232	1	1.60494
ECSIT	0.232	1	1.60494
MOXD1	0.231	1	1.59802
RPS25	0.231	1	1.59802
TMUB1	0.229	1	1.58419
TTN	0.228	1	1.57727
STK39	0.228	1	1.57727
SLC30A6	0.228	1	1.57727
MRPL19	0.227	1	1.57035
RFC4	0.227	1	1.57035
SUMO1	0.226	1	1.56343
CAP1	0.226	1	1.56343
DEGS1	0.226	1	1.56343
SNX33	0.225	1	1.55652
ZNF480	0.224	1	1.5496
NIPBL	0.223	1	1.54268
ATM	0.222	1	1.53576
FAM126A	0.222	1	1.53576
RMI2	0.221	1	1.52885
LBR	0.22	1	1.52193
GRPEL2	0.219	1	1.51501
CLCN7	0.218	1	1.50809
PTPLB	0.218	1	1.50809
PIP5K1A	0.218	1	1.50809
TRUB2	0.218	1	1.50809
RHOA	0.217	1	1.50117
PPIL2	0.217	1	1.50117
KIAA1543	0.216	1	1.49426
NUPL1	0.216	1	1.49426
FMNL2	0.216	1	1.49426
ATP5B	0.215	1	1.48734
LRRC1	0.215	1	1.48734
TANC1	0.214	1	1.48042
EXOC8	0.214	1	1.48042
TARSL2	0.213	1	1.4735
PELO	0.213	1	1.4735
THADA	0.212	1	1.46659
KIF3B	0.211	1	1.45967
SH3BP4	0.211	1	1.45967
CSNK1E	0.211	1	1.45967
FBXO22	0.21	1	1.45275
ASNSD1	0.21	1	1.45275
SEC23B	0.209	1	1.44583
GTF3C3	0.209	1	1.44583
NME2	0.208	1	1.43891
RPS29	0.207	1	1.432
RPS12	0.207	1	1.432
WDTC1	0.206	1	1.42508
ZNF629	0.206	1	1.42508
C14ORF102	0.206	1	1.42508
ZKSCAN1	0.204	1	1.41124
OAT	0.204	1	1.41124
YTHDC1	0.203	1	1.40432
MRPL4	0.203	1	1.40432
PEX11B	0.203	1	1.40432
RBM4	0.203	1	1.40432
RBM4B	0.203	1	1.40432
EXOC6	0.203	1	1.40432
DCD	0.202	1	1.39741
CEP55	0.2	1	1.38357
DNAJB1	0.2	1	1.38357
EMD	0.199	1	1.37665
SUN1	0.199	1	1.37665
GGH	0.199	1	1.37665
KDELR1	0.199	1	1.37665
DDX5	0.199	1	1.37665
DEF	0.198	1	1.36974
EIF6	0.197	1	1.36282
MGST1	0.196	1	1.3559
RBMS1	0.196	1	1.3559
FKBP8	0.196	1	1.3559
HNRNPA3	0.195	1	1.34898
SPATA5	0.195	1	1.34898
ECHDC1	0.195	1	1.34898
CS	0.195	1	1.34898
MDN1	0.195	1	1.34898
SATB2	0.194	1	1.34206
SLC7A5	0.194	1	1.34206
ANO10	0.194	1	1.34206
INA	0.192	1	1.32823
OSTC	0.191	1	1.32131
SLC2A1	0.191	1	1.32131
RRP12	0.19	1	1.31439
ABHD11	0.19	1	1.31439
EXD2	0.19	1	1.31439
SLC25A30	0.19	1	1.31439
EIF2AK4	0.188	1	1.30056
NEFL	0.187	1	1.29364
POLR1E	0.187	1	1.29364
PYCR1	0.187	1	1.29364
IDH3G	0.187	1	1.29364
NUDT19	0.186	1	1.28672
CDC7	0.185	1	1.2798
LPCAT1	0.184	1	1.27289
HDDC2	0.184	1	1.27289
PPTC7	0.183	1	1.26597
SMG5	0.183	1	1.26597
HLA-A	0.183	1	1.26597
SMARCAD1	0.182	1	1.25905
TOMM40	0.182	1	1.25905
MFN2	0.182	1	1.25905
GPN1	0.181	1	1.25213
RAB39	0.181	1	1.25213
GSK3B	0.181	1	1.25213
LRCH3	0.181	1	1.25213
IMPACT	0.18	1	1.24521
LEMD3	0.18	1	1.24521
CRAT	0.179	1	1.2383
ZC3H14	0.178	1	1.23138
GPR180	0.178	1	1.23138
NUDT1	0.178	1	1.23138
FUK	0.178	1	1.23138
DYNLL1	0.177	1	1.22446
MTA1	0.177	1	1.22446
SLC12A6	0.177	1	1.22446
ZNF192	0.177	1	1.22446
SLC25A10	0.177	1	1.22446
ERAP1	0.177	1	1.22446
TOP2B	0.176	1	1.21754
TARS2	0.176	1	1.21754
SMYD3	0.176	1	1.21754
A8MWD9	0.176	1	1.21754
ARL6IP5	0.175	1	1.21062
ADCK1	0.174	1	1.20371
ARMC10	0.174	1	1.20371
APPL1	0.174	1	1.20371
C1QBP	0.174	1	1.20371
CWF19L1	0.173	1	1.19679
ECT2	0.173	1	1.19679
TKT	0.173	1	1.19679
DHX8	0.173	1	1.19679
RAB3B	0.172	1	1.18987
HIST1H1C	0.172	1	1.18987
SRP9	0.172	1	1.18987
VDAC1	0.172	1	1.18987
MTCH1	0.172	1	1.18987
USP36	0.171	1	1.18295
HLA-B	0.171	1	1.18295
MSH2	0.171	1	1.18295
MIB2	0.17	1	1.17604
SEC24C	0.17	1	1.17604
DAD1	0.17	1	1.17604
TAF1C	0.17	1	1.17604
MRPS30	0.17	1	1.17604
NME7	0.169	1	1.16912
ARL6IP6	0.169	1	1.16912
RANBP2	0.168	1	1.1622
STT3A	0.168	1	1.1622
CTBP2	0.167	1	1.15528
ITCH	0.167	1	1.15528
LMAN1	0.166	1	1.14836
TRNAU1AP	0.166	1	1.14836
RBBP6	0.166	1	1.14836
OSBPL8	0.166	1	1.14836
PARL	0.166	1	1.14836
HNRNPH2	0.164	1	1.13453
GTF2H2	0.164	1	1.13453
SLC25A20	0.163	1	1.12761
ATAD5	0.162	1	1.12069
ACLY	0.162	1	1.12069
COX15	0.162	1	1.12069
DERL1	0.162	1	1.12069
GLT8D1	0.162	1	1.12069
PLS3	0.161	1	1.11377
TAF2	0.161	1	1.11377
NDNL2	0.16	1	1.10686
FDXR	0.16	1	1.10686
AKAP10	0.16	1	1.10686
INF2	0.16	1	1.10686
SMG1	0.159	1	1.09994
ZNF828	0.159	1	1.09994
NDUFS7	0.158	1	1.09302
MSI2	0.158	1	1.09302
NOSIP	0.158	1	1.09302
ARHGAP8	0.156	1	1.07919
RAB10	0.156	1	1.07919
ESYT1	0.156	1	1.07919
ILF2	0.156	1	1.07919
RAB43	0.156	1	1.07919
GBAS	0.156	1	1.07919
LMF2	0.154	1	1.06535
HPS6	0.154	1	1.06535
NDUFC2	0.153	1	1.05843
GPX1	0.153	1	1.05843
PTPN1	0.153	1	1.05843
RBM6	0.153	1	1.05843
SLC30A9	0.153	1	1.05843
ATP5F1	0.152	1	1.05151
ZWILCH	0.152	1	1.05151
ARL6IP4	0.152	1	1.05151
PTPLAD1	0.152	1	1.05151
HNRNPAB	0.151	1	1.0446
RAB33B	0.151	1	1.0446
KIF2A	0.151	1	1.0446
YTHDF2	0.151	1	1.0446
RCC2	0.151	1	1.0446
NBEA	0.151	1	1.0446
PYCRL	0.15	1	1.03768
RPLP2	0.15	1	1.03768
LAS1L	0.15	1	1.03768
MLLT11	0.15	1	1.03768
ELAVL1	0.149	1	1.03076
MEX3A	0.149	1	1.03076
DDX39	0.149	1	1.03076
PAPSS2	0.149	1	1.03076
ALAS1	0.149	1	1.03076
C19ORF25	0.149	1	1.03076
DNAH5	0.148	1	1.02384
CTSC	0.148	1	1.02384
AHCYL1	0.148	1	1.02384
SRRT	0.147	1	1.01692
UTP15	0.147	1	1.01692
CCBL2	0.147	1	1.01692
MFSD10	0.147	1	1.01692
DDX18	0.147	1	1.01692
ABR	0.147	1	1.01692
MT-ND4	0.146	1	1.01001
GTF2H3	0.146	1	1.01001
TMEM70	0.146	1	1.01001
ZNF326	0.146	1	1.01001
CRTC2	0.146	1	1.01001
YTHDC2	0.146	1	1.01001
FMNL3	0.146	1	1.01001
CDC42BPA	0.145	1	1.00309
METT11D1	0.145	1	1.00309
ANKRD17	0.145	1	1.00309
MSH6	0.145	1	1.00309
DSP	0.143	1	0.989253
FTSJ2	0.143	1	0.989253
PPIB	0.143	1	0.989253
ZC3H11A	0.142	1	0.982335
MAGT1	0.142	1	0.982335
STK11IP	0.142	1	0.982335
DHRS7B	0.142	1	0.982335
HP1BP3	0.141	1	0.975417
SPATA5L1	0.141	1	0.975417
SEC16A	0.14	1	0.9685
DHTKD1	0.14	1	0.9685
PARK7	0.14	1	0.9685
SCML2	0.139	1	0.961582
MAP2K7	0.139	1	0.961582
WDR6	0.139	1	0.961582
RAB1B	0.139	1	0.961582
PPP1CB	0.139	1	0.961582
ATAD3B	0.139	1	0.961582
DAZAP1	0.139	1	0.961582
CBX3	0.139	1	0.961582
GET4	0.139	1	0.961582
AGAP3	0.138	1	0.954664
ELOVL1	0.138	1	0.954664
U2AF2	0.137	1	0.947746
RAB35	0.136	1	0.940828
TPP1	0.136	1	0.940828
THOC3	0.136	1	0.940828
ZNF121	0.136	1	0.940828
TRIP12	0.136	1	0.940828
ATP6V0D1	0.135	1	0.93391
ZBTB10	0.134	1	0.926992
GLRX3	0.134	1	0.926992
DRG1	0.134	1	0.926992
SCO2	0.134	1	0.926992
TOMM40L	0.133	1	0.920075
ALDH6A1	0.133	1	0.920075
DMXL2	0.133	1	0.920075
DPY19L1	0.132	1	0.913157
MTHFD1L	0.132	1	0.913157
FLOT2	0.132	1	0.913157
CDS2	0.131	1	0.906239
HEATR3	0.131	1	0.906239
SDHB	0.131	1	0.906239
PRPF6	0.13	1	0.899321
RAB8B	0.13	1	0.899321
SPATA2	0.13	1	0.899321
ARPC3	0.13	1	0.899321
CHTF18	0.13	1	0.899321
CNOT1	0.13	1	0.899321
PGAM5	0.129	1	0.892403
TECR	0.129	1	0.892403
NUSAP1	0.129	1	0.892403
RRP7A	0.129	1	0.892403
TUBE1	0.129	1	0.892403
APTX	0.129	1	0.892403
MED18	0.129	1	0.892403
POLR2H	0.129	1	0.892403
TOR1AIP2	0.128	1	0.885485
RAB8A	0.128	1	0.885485
ZZEF1	0.128	1	0.885485
DCLK1	0.128	1	0.885485
EXOC4	0.127	1	0.878567
GXYLT1	0.127	1	0.878567
LATS1	0.127	1	0.878567
BCKDHA	0.127	1	0.878567
CTBP1	0.126	1	0.87165
RAB12	0.126	1	0.87165
PGRMC1	0.126	1	0.87165
DDX17	0.126	1	0.87165
CIZ1	0.126	1	0.87165
MRPS15	0.126	1	0.87165
BAZ1B	0.126	1	0.87165
CSNK2B	0.125	1	0.864732
ACOT9	0.125	1	0.864732
BCR	0.125	1	0.864732
KDM3B	0.125	1	0.864732
UTP18	0.125	1	0.864732
MAPK3	0.125	1	0.864732
TAF5	0.124	1	0.857814
IRS4	0.124	1	0.857814
VRK1	0.124	1	0.857814
LGMN	0.124	1	0.857814
TIMM50	0.124	1	0.857814
HNRNPC	0.123	1	0.850896
C10ORF76	0.123	1	0.850896
PHF3	0.123	1	0.850896
ZNF24	0.123	1	0.850896
METTL13	0.123	1	0.850896
RPLP1	0.123	1	0.850896
RTN3	0.122	1	0.843978
AK3L1	0.122	1	0.843978
NEK7	0.122	1	0.843978
CLPP	0.122	1	0.843978
TOMM7	0.121	1	0.83706
RPS27A	0.12	1	0.830142
NUP155	0.12	1	0.830142
TMEM85	0.12	1	0.830142
KHDRBS1	0.119	1	0.823225
L3MBTL3	0.119	1	0.823225
HARS2	0.118	1	0.816307
PHLDA3	0.118	1	0.816307
MED20	0.118	1	0.816307
VPS4B	0.118	1	0.816307
UBAC2	0.118	1	0.816307
UBE2E1	0.117	1	0.809389
RPS19	0.117	1	0.809389
MRPS6	0.117	1	0.809389
MTCH2	0.117	1	0.809389
CTR9	0.117	1	0.809389
C4ORF14	0.117	1	0.809389
DHX16	0.117	1	0.809389
RPS6	0.116	1	0.802471
NSUN4	0.116	1	0.802471
RAB9A	0.116	1	0.802471
RNASEH2A	0.116	1	0.802471
CDK5RAP1	0.116	1	0.802471
PARD3	0.115	1	0.795553
PDF	0.115	1	0.795553
EI24	0.115	1	0.795553
RAB13	0.115	1	0.795553
DDX21	0.114	1	0.788635
C10ORF119	0.114	1	0.788635
SHMT2	0.114	1	0.788635
SNTA1	0.114	1	0.788635
CHMP2B	0.113	1	0.781717
ASCC3	0.113	1	0.781717
SETD1A	0.112	1	0.7748
GRWD1	0.112	1	0.7748
CELF1	0.112	1	0.7748
FASTKD5	0.112	1	0.7748
NOB1	0.112	1	0.7748
MCM7	0.112	1	0.7748
PREP	0.112	1	0.7748
DPCD	0.111	1	0.767882
ACSF3	0.111	1	0.767882
CENPM	0.111	1	0.767882
HMBS	0.111	1	0.767882
LCLAT1	0.11	1	0.760964
MUT	0.11	1	0.760964
COMMD2	0.11	1	0.760964
CPSF6	0.11	1	0.760964
KIN	0.11	1	0.760964
ENOPH1	0.11	1	0.760964
EDC3	0.109	1	0.754046
RHOG	0.109	1	0.754046
DDX31	0.109	1	0.754046
CTDP1	0.109	1	0.754046
PSMD1	0.109	1	0.754046
FYTTD1	0.108	1	0.747128
NOP16	0.108	1	0.747128
MEN1	0.108	1	0.747128
PCNA	0.108	1	0.747128
WWP2	0.108	1	0.747128
FUBP3	0.107	1	0.74021
PIGU	0.107	1	0.74021
ACAD9	0.107	1	0.74021
REXO4	0.106	1	0.733293
ZNF703	0.106	1	0.733293
PSMC4	0.106	1	0.733293
TIGAR	0.106	1	0.733293
NDUFA13	0.106	1	0.733293
ZNF503	0.106	1	0.733293
HAX1	0.105	1	0.726375
SF3B1	0.105	1	0.726375
SDAD1	0.105	1	0.726375
SLC25A21	0.105	1	0.726375
PRPSAP2	0.105	1	0.726375
NUDT21	0.105	1	0.726375
FANCG	0.105	1	0.726375
PDS5A	0.105	1	0.726375
ZNF148	0.105	1	0.726375
DHCR24	0.104	1	0.719457
VDAC2	0.104	1	0.719457
EIF2B3	0.104	1	0.719457
LENG8	0.104	1	0.719457
MCM6	0.104	1	0.719457
PFN1	0.103	1	0.712539
TAOK2	0.103	1	0.712539
ACADM	0.102	1	0.705621
PSMD2	0.102	1	0.705621
RANBP1	0.102	1	0.705621
PUM2	0.102	1	0.705621
BTAF1	0.102	1	0.705621
PCCA	0.102	1	0.705621
TYMS	0.102	1	0.705621
EDC4	0.101	1	0.698703
KIF3A	0.101	1	0.698703
MORC2	0.101	1	0.698703
RBM45	0.101	1	0.698703
TAF6	0.101	1	0.698703
ABCF3	0.101	1	0.698703
ZMYND8	0.101	1	0.698703
YIPF5	0.1	1	0.691785
YY1	0.1	1	0.691785
CLPB	0.1	1	0.691785
SIN3A	0.1	1	0.691785
PTCD3	0.1	1	0.691785
SEC11A	0.1	1	0.691785
RAB1A	0.1	1	0.691785
PSMC1	0.1	1	0.691785
C16ORF62	0.1	1	0.691785
CABC1	0.1	1	0.691785
SMAD3	0.1	1	0.691785
NSF	0.099	1	0.684868
TTC37	0.099	1	0.684868
KRT18	0.098	1	0.67795
EFHD1	0.098	1	0.67795
PIPSL	0.098	1	0.67795
IMMT	0.098	1	0.67795
RPS27	0.097	1	0.671032
SLC37A4	0.097	1	0.671032
RPS27L	0.097	1	0.671032
TACO1	0.097	1	0.671032
POLG	0.097	1	0.671032
DNA2	0.097	1	0.671032
RPL26	0.096	1	0.664114
MEMO1	0.096	1	0.664114
HNRNPA2B1	0.096	1	0.664114
LRPPRC	0.096	1	0.664114
MCM3	0.096	1	0.664114
