name	logFC	P.Value	t
SSRP1	0.115	1	0.657343
NUP205	0.115	1	0.657343
ATP2A2	0.115	1	0.657343
IDE	0.115	1	0.657343
ADNP	0.114	1	0.651627
ATG9A	0.114	1	0.651627
DHX9	0.114	1	0.651627
NDRG1	0.114	1	0.651627
ILK	0.114	1	0.651627
AIFM1	0.114	1	0.651627
EIF2B1	0.114	1	0.651627
PRKRA	0.114	1	0.651627
GPR180	0.113	1	0.645911
WWP2	0.113	1	0.645911
MKRN2	0.113	1	0.645911
NLRX1	0.113	1	0.645911
CDC16	0.112	1	0.640195
MDN1	0.112	1	0.640195
YARS2	0.112	1	0.640195
ETFB	0.112	1	0.640195
KIF2C	0.112	1	0.640195
USP16	0.112	1	0.640195
STEAP3	0.112	1	0.640195
SEC61A2	0.111	1	0.634479
TH1L	0.111	1	0.634479
NOMO1	0.111	1	0.634479
ATAD3B	0.111	1	0.634479
SEC23B	0.111	1	0.634479
NR2F2	0.111	1	0.634479
DHRS7B	0.11	1	0.628763
TTLL12	0.11	1	0.628763
MTX1	0.11	1	0.628763
FNDC3B	0.109	1	0.623047
ILF2	0.109	1	0.623047
SPG20	0.109	1	0.623047
TRIM25	0.109	1	0.623047
AKAP10	0.109	1	0.623047
KIF1A	0.109	1	0.623047
MAPRE2	0.109	1	0.623047
C4ORF27	0.109	1	0.623047
CS	0.108	1	0.617331
RG9MTD1	0.108	1	0.617331
POLE	0.108	1	0.617331
CPT1A	0.108	1	0.617331
PLEKHA5	0.107	1	0.611615
AKAP8L	0.107	1	0.611615
MRPL39	0.107	1	0.611615
HSPA5	0.107	1	0.611615
SNRPD1	0.107	1	0.611615
PIGS	0.107	1	0.611615
TP53	0.106	1	0.605898
NUP160	0.106	1	0.605898
MFN1	0.106	1	0.605898
FANCI	0.106	1	0.605898
C19ORF68	0.106	1	0.605898
PYGB	0.106	1	0.605898
CRNKL1	0.105	1	0.600182
MCCC2	0.105	1	0.600182
PRDX3	0.105	1	0.600182
FXR2	0.105	1	0.600182
UCK2	0.105	1	0.600182
COG7	0.105	1	0.600182
NEFM	0.104	1	0.594466
INA	0.104	1	0.594466
FANCG	0.104	1	0.594466
PARN	0.104	1	0.594466
PPP1CA	0.103	1	0.58875
NME2	0.103	1	0.58875
PPP1CB	0.103	1	0.58875
ELMO2	0.103	1	0.58875
PTDSS2	0.103	1	0.58875
UBAC2	0.103	1	0.58875
DDX55	0.103	1	0.58875
PON2	0.103	1	0.58875
FAM49A	0.103	1	0.58875
YTHDC1	0.102	1	0.583034
CHD4	0.102	1	0.583034
RPN2	0.102	1	0.583034
AP4S1	0.102	1	0.583034
PRPF6	0.101	1	0.577318
KPNA3	0.101	1	0.577318
ZMYND8	0.101	1	0.577318
SCD	0.1	1	0.571602
LYN	0.1	1	0.571602
TMEM126B	0.1	1	0.571602
FAM108B1	0.1	1	0.571602
CDKAL1	0.1	1	0.571602
ZNF223	0.099	1	0.565886
ZNF234	0.099	1	0.565886
GLRX3	0.099	1	0.565886
TRAM1	0.099	1	0.565886
CTSB	0.099	1	0.565886
CAPN1	0.099	1	0.565886
RAB5A	0.099	1	0.565886
SCAMP2	0.098	1	0.56017
HSD17B10	0.098	1	0.56017
SLC30A6	0.098	1	0.56017
STT3A	0.098	1	0.56017
HSP90B1	0.098	1	0.56017
GLUD1	0.098	1	0.56017
42249	0.098	1	0.56017
ATP6AP1	0.098	1	0.56017
DNAJB6	0.098	1	0.56017
MAP4	0.097	1	0.554454
REEP4	0.097	1	0.554454
CYP2S1	0.097	1	0.554454
NCLN	0.097	1	0.554454
GTF2H4	0.097	1	0.554454
RARS2	0.097	1	0.554454
TTC37	0.097	1	0.554454
LEPRE1	0.097	1	0.554454
STAT3	0.097	1	0.554454
POLR1C	0.096	1	0.548738
DNAJA1	0.096	1	0.548738
KDM4A	0.096	1	0.548738
FIP1L1	0.096	1	0.548738
CFL1	0.096	1	0.548738
RAB7L1	0.096	1	0.548738
ITM2C	0.096	1	0.548738
GNPAT	0.095	1	0.543022
ACOT9	0.095	1	0.543022
DDX50	0.095	1	0.543022
HIST1H2BK	0.095	1	0.543022
BCKDHB	0.095	1	0.543022
SFRS14	0.095	1	0.543022
NOL11	0.095	1	0.543022
ARF5	0.095	1	0.543022
CLIC4	0.094	1	0.537306
ATL2	0.094	1	0.537306
KRT8	0.094	1	0.537306
ZBTB10	0.094	1	0.537306
VDAC1	0.094	1	0.537306
PCCA	0.094	1	0.537306
MED24	0.094	1	0.537306
OXCT1	0.094	1	0.537306
MAPK3	0.094	1	0.537306
PRKD1	0.093	1	0.53159
DHTKD1	0.093	1	0.53159
SETX	0.093	1	0.53159
NAA50	0.093	1	0.53159
CFL2	0.093	1	0.53159
SLC16A1	0.092	1	0.525874
NUP155	0.092	1	0.525874
BTAF1	0.092	1	0.525874
TFIP11	0.092	1	0.525874
TOMM22	0.092	1	0.525874
CCDC47	0.092	1	0.525874
PDHA1	0.091	1	0.520158
RANBP2	0.091	1	0.520158
CNN2	0.091	1	0.520158
MTR	0.091	1	0.520158
SLC30A9	0.09	1	0.514442
TPT1	0.09	1	0.514442
LAP3	0.09	1	0.514442
UBXN1	0.09	1	0.514442
XPO5	0.09	1	0.514442
ISYNA1	0.09	1	0.514442
CHMP2B	0.089	1	0.508726
SRP9	0.089	1	0.508726
SHMT2	0.089	1	0.508726
MCM3	0.089	1	0.508726
HUWE1	0.089	1	0.508726
GTPBP4	0.088	1	0.50301
CAPZA1	0.088	1	0.50301
DAD1	0.088	1	0.50301
ABCB10	0.088	1	0.50301
CDC73	0.088	1	0.50301
NET1	0.088	1	0.50301
USP11	0.088	1	0.50301
RAB39	0.087	1	0.497294
MAPK14	0.087	1	0.497294
GTF2B	0.087	1	0.497294
EMD	0.086	1	0.491578
NAT10	0.086	1	0.491578
CCT6A	0.086	1	0.491578
DAGLB	0.086	1	0.491578
EI24	0.085	1	0.485862
KIF11	0.085	1	0.485862
MACROD1	0.085	1	0.485862
ABT1	0.085	1	0.485862
SCAMP3	0.085	1	0.485862
PAFAH1B2	0.085	1	0.485862
ERI1	0.085	1	0.485862
PGS1	0.085	1	0.485862
RRP12	0.084	1	0.480146
KIF3A	0.084	1	0.480146
MRPS6	0.084	1	0.480146
TAF9	0.084	1	0.480146
EIF3A	0.084	1	0.480146
NDUFV1	0.084	1	0.480146
PSMA5	0.084	1	0.480146
TARSL2	0.083	1	0.47443
RPL11	0.083	1	0.47443
ERLIN2	0.083	1	0.47443
TMTC3	0.083	1	0.47443
CPSF2	0.083	1	0.47443
NUP133	0.083	1	0.47443
MRPL28	0.083	1	0.47443
H2AFZ	0.082	1	0.468714
RBBP6	0.082	1	0.468714
PTPN23	0.082	1	0.468714
SUMO1	0.081	1	0.462998
POLR1A	0.081	1	0.462998
MCM2	0.081	1	0.462998
PIR	0.081	1	0.462998
HELLS	0.08	1	0.457282
MSH2	0.08	1	0.457282
HEATR1	0.08	1	0.457282
NR2F6	0.08	1	0.457282
KIAA0391	0.079	1	0.451566
EIF2B3	0.079	1	0.451566
SFRS3	0.079	1	0.451566
SC4MOL	0.079	1	0.451566
SMARCAD1	0.078	1	0.44585
PSME4	0.078	1	0.44585
PDHB	0.078	1	0.44585
WARS	0.078	1	0.44585
ZNF354A	0.077	1	0.440134
ZNF480	0.077	1	0.440134
MCM6	0.077	1	0.440134
OCRL	0.077	1	0.440134
UBE3A	0.077	1	0.440134
DIAPH1	0.077	1	0.440134
HNRNPU	0.076	1	0.434418
SLC25A25	0.076	1	0.434418
TAF4	0.076	1	0.434418
INTS5	0.076	1	0.434418
TOE1	0.076	1	0.434418
SRP54	0.076	1	0.434418
CCT3	0.076	1	0.434418
HBS1L	0.075	1	0.428702
PRDX1	0.075	1	0.428702
ARCN1	0.075	1	0.428702
PRDX5	0.075	1	0.428702
GNAS	0.075	1	0.428702
GPSM1	0.075	1	0.428702
TMLHE	0.075	1	0.428702
NRAS	0.074	1	0.422986
ARMCX3	0.074	1	0.422986
KPNA6	0.074	1	0.422986
HADHA	0.074	1	0.422986
AARS	0.074	1	0.422986
NVL	0.074	1	0.422986
GAK	0.074	1	0.422986
GXYLT1	0.073	1	0.41727
LMNB1	0.073	1	0.41727
NOM1	0.073	1	0.41727
GPX8	0.073	1	0.41727
CEBPZ	0.073	1	0.41727
CTSD	0.073	1	0.41727
EFHD2	0.073	1	0.41727
PSMF1	0.072	1	0.411554
PSMD12	0.072	1	0.411554
ATAD3A	0.072	1	0.411554
METTL8	0.072	1	0.411554
RUVBL2	0.071	1	0.405838
ACLY	0.071	1	0.405838
JAK1	0.071	1	0.405838
FUBP3	0.071	1	0.405838
ALG5	0.071	1	0.405838
ABHD13	0.071	1	0.405838
PRMT3	0.071	1	0.405838
SF1	0.071	1	0.405838
TECR	0.07	1	0.400122
PLCG1	0.07	1	0.400122
DPM1	0.07	1	0.400122
POLR2A	0.07	1	0.400122
OTUB1	0.069	1	0.394406
G6PD	0.069	1	0.394406
PRKD2	0.068	1	0.38869
ZNF24	0.068	1	0.38869
TARDBP	0.068	1	0.38869
RAB2A	0.068	1	0.38869
EDC3	0.067	1	0.382974
ATP6V1H	0.067	1	0.382974
TAF6	0.067	1	0.382974
PCNA	0.067	1	0.382974
NSDHL	0.067	1	0.382974
SLC38A2	0.067	1	0.382974
RPL19	0.066	1	0.377258
HAX1	0.066	1	0.377258
MPDU1	0.066	1	0.377258
ASCC3	0.066	1	0.377258
HIST1H2BJ	0.066	1	0.377258
PNKP	0.066	1	0.377258
PSMD13	0.066	1	0.377258
MYO19	0.066	1	0.377258
EIF4ENIF1	0.066	1	0.377258
SMG5	0.065	1	0.371542
HSDL1	0.065	1	0.371542
L2HGDH	0.065	1	0.371542
ZNF76	0.064	1	0.365825
CLPB	0.064	1	0.365825
SRRT	0.064	1	0.365825
ERBB2IP	0.064	1	0.365825
NUP210	0.064	1	0.365825
NUP93	0.064	1	0.365825
CSE1L	0.064	1	0.365825
CTR9	0.064	1	0.365825
NCAPG2	0.064	1	0.365825
RPL18	0.064	1	0.365825
SKP2	0.064	1	0.365825
ELAVL1	0.063	1	0.360109
DDX3X	0.063	1	0.360109
SLC25A5	0.063	1	0.360109
RNASEH2A	0.063	1	0.360109
SBNO1	0.063	1	0.360109
TBK1	0.063	1	0.360109
C22ORF28	0.063	1	0.360109
ELP3	0.063	1	0.360109
TP53BP2	0.063	1	0.360109
HNRNPM	0.062	1	0.354393
INPP5K	0.062	1	0.354393
GNL2	0.062	1	0.354393
ACTR5	0.062	1	0.354393
NXF1	0.061	1	0.348677
RAB2B	0.061	1	0.348677
MED16	0.061	1	0.348677
MRI1	0.061	1	0.348677
DDX1	0.061	1	0.348677
DGKE	0.061	1	0.348677
SLC30A7	0.06	1	0.342961
MARK1	0.06	1	0.342961
TBL2	0.06	1	0.342961
RPUSD3	0.06	1	0.342961
LRPPRC	0.06	1	0.342961
FOXRED1	0.06	1	0.342961
PARVA	0.06	1	0.342961
RPL12	0.06	1	0.342961
BAT2L1	0.06	1	0.342961
BCLAF1	0.059	1	0.337245
CBX4	0.059	1	0.337245
INTS7	0.059	1	0.337245
SEC24A	0.059	1	0.337245
HSPB1	0.058	1	0.331529
BCKDHA	0.058	1	0.331529
RNPEP	0.058	1	0.331529
METTL13	0.057	1	0.325813
ADI1	0.057	1	0.325813
HEATR2	0.057	1	0.325813
RAB6A	0.057	1	0.325813
SYMPK	0.057	1	0.325813
ACSF3	0.056	1	0.320097
STAG2	0.056	1	0.320097
ACAD9	0.056	1	0.320097
CDK18	0.056	1	0.320097
SLC25A4	0.055	1	0.314381
TYMS	0.055	1	0.314381
CKAP5	0.055	1	0.314381
ABCD3	0.055	1	0.314381
GLDC	0.054	1	0.308665
STARD9	0.054	1	0.308665
FARS2	0.054	1	0.308665
VPS35	0.054	1	0.308665
IRAK1	0.054	1	0.308665
C6ORF211	0.054	1	0.308665
TTC28	0.053	1	0.302949
MBD3	0.053	1	0.302949
PHB	0.053	1	0.302949
OPA1	0.053	1	0.302949
DNPEP	0.053	1	0.302949
ARL8B	0.052	1	0.297233
SND1	0.052	1	0.297233
PSMD14	0.052	1	0.297233
NOL6	0.052	1	0.297233
NUDCD2	0.052	1	0.297233
ERCC4	0.051	1	0.291517
RB1	0.051	1	0.291517
LAS1L	0.051	1	0.291517
SFRS17A	0.051	1	0.291517
THOC2	0.051	1	0.291517
NUDT1	0.051	1	0.291517
SEC24B	0.051	1	0.291517
MTOR	0.051	1	0.291517
NBEA	0.051	1	0.291517
FN1	0.051	1	0.291517
RPL18A	0.05	1	0.285801
ATP2C1	0.05	1	0.285801
CDK4	0.05	1	0.285801
GGH	0.049	1	0.280085
CTNND1	0.049	1	0.280085
PAXIP1	0.049	1	0.280085
CDK11B	0.049	1	0.280085
AURKB	0.048	1	0.274369
SAPS3	0.048	1	0.274369
RIC8A	0.047	1	0.268653
NFS1	0.047	1	0.268653
VPS4B	0.047	1	0.268653
NDUFA6	0.047	1	0.268653
PRPF31	0.047	1	0.268653
FAIM	0.047	1	0.268653
UQCRC1	0.047	1	0.268653
XPOT	0.047	1	0.268653
MST4	0.047	1	0.268653
HIP1	0.046	1	0.262937
NDUFA10	0.046	1	0.262937
HSPH1	0.046	1	0.262937
SAR1A	0.046	1	0.262937
DDX52	0.045	1	0.257221
UBA5	0.045	1	0.257221
ERH	0.044	1	0.251505
PDS5B	0.044	1	0.251505
DHX36	0.044	1	0.251505
TNPO1	0.044	1	0.251505
MSH3	0.044	1	0.251505
CLINT1	0.044	1	0.251505
DCAF7	0.044	1	0.251505
HERC2	0.043	1	0.245789
AKAP8	0.043	1	0.245789
TUFM	0.043	1	0.245789
SRBD1	0.043	1	0.245789
OSBPL11	0.043	1	0.245789
OLA1	0.042	1	0.240073
ATP5F1	0.042	1	0.240073
TBC1D22B	0.041	1	0.234357
STXBP1	0.041	1	0.234357
SFXN1	0.041	1	0.234357
LARS2	0.041	1	0.234357
ATRX	0.041	1	0.234357
TBC1D4	0.041	1	0.234357
POLR1B	0.041	1	0.234357
NR2F1	0.04	1	0.228641
NCAPH	0.04	1	0.228641
RPLP0	0.04	1	0.228641
MRPS35	0.04	1	0.228641
NKAP	0.039	1	0.222925
METT5D1	0.039	1	0.222925
SBF1	0.039	1	0.222925
IPO8	0.039	1	0.222925
ADSL	0.039	1	0.222925
MTPAP	0.039	1	0.222925
GAPDH	0.039	1	0.222925
RBM5	0.039	1	0.222925
MRPL47	0.038	1	0.217209
NIPBL	0.038	1	0.217209
ADD1	0.038	1	0.217209
SLC25A11	0.038	1	0.217209
RPL3	0.038	1	0.217209
ALDH18A1	0.038	1	0.217209
ENO1	0.038	1	0.217209
PKN2	0.038	1	0.217209
MAP2K7	0.037	1	0.211493
MRTO4	0.037	1	0.211493
MSI1	0.037	1	0.211493
RAPGEF2	0.037	1	0.211493
NAMPT	0.037	1	0.211493
PWP2	0.037	1	0.211493
LARP4	0.037	1	0.211493
MPI	0.037	1	0.211493
NUDT2	0.037	1	0.211493
ZNF295	0.036	1	0.205777
ORMDL1	0.036	1	0.205777
YWHAQ	0.036	1	0.205777
FRYL	0.036	1	0.205777
THNSL1	0.036	1	0.205777
MRPL18	0.035	1	0.200061
SUCLG2	0.035	1	0.200061
ECHS1	0.035	1	0.200061
RPL15	0.035	1	0.200061
SMC1A	0.035	1	0.200061
SLC25A6	0.035	1	0.200061
RBM7	0.035	1	0.200061
FYN	0.035	1	0.200061
GNAI3	0.035	1	0.200061
RTKN	0.035	1	0.200061
CDK12	0.035	1	0.200061
CDK6	0.035	1	0.200061
PLEKHA1	0.035	1	0.200061
GLA	0.035	1	0.200061
VPRBP	0.035	1	0.200061
SNX6	0.035	1	0.200061
FAHD1	0.035	1	0.200061
DDX49	0.035	1	0.200061
ZBTB33	0.035	1	0.200061
PTPMT1	0.035	1	0.200061
LCMT2	0.035	1	0.200061
ALDH6A1	0.034	1	0.194345
FAM98B	0.034	1	0.194345
TRAP1	0.034	1	0.194345
ARF4	0.034	1	0.194345
EXOC4	0.033	1	0.188629
GTPBP8	0.033	1	0.188629
ARL8A	0.033	1	0.188629
COPG	0.033	1	0.188629
SDR39U1	0.033	1	0.188629
DLAT	0.033	1	0.188629
NT5C3L	0.033	1	0.188629
JUP	0.032	1	0.182913
MRPL37	0.032	1	0.182913
TRPC4AP	0.032	1	0.182913
GYS1	0.032	1	0.182913
DGKA	0.032	1	0.182913
THAP11	0.032	1	0.182913
MRPL11	0.031	1	0.177197
ELOVL4	0.031	1	0.177197
PTOV1	0.031	1	0.177197
STXBP3	0.031	1	0.177197
TFRC	0.031	1	0.177197
STOML1	0.031	1	0.177197
PDK1	0.031	1	0.177197
HNRNPK	0.031	1	0.177197
IQSEC1	0.031	1	0.177197
BRE	0.031	1	0.177197
INPP4A	0.031	1	0.177197
C2ORF47	0.03	1	0.171481
IRS4	0.03	1	0.171481
MYBBP1A	0.03	1	0.171481
STOM	0.03	1	0.171481
ATP6V0A1	0.03	1	0.171481
ANXA7	0.03	1	0.171481
RARS	0.03	1	0.171481
PRKAB1	0.03	1	0.171481
KIN	0.029	1	0.165765
SLC35F2	0.029	1	0.165765
INADL	0.029	1	0.165765
TTC19	0.029	1	0.165765
EPPK1	0.029	1	0.165765
PIAS1	0.029	1	0.165765
MT-CO2	0.029	1	0.165765
FSD1	0.028	1	0.160049
IDH3G	0.028	1	0.160049
PKMYT1	0.028	1	0.160049
SFRS6	0.028	1	0.160049
SCRIB	0.028	1	0.160049
CCNB1	0.028	1	0.160049
DCTN1	0.028	1	0.160049
MTX3	0.028	1	0.160049
RPS18	0.027	1	0.154333
ADRM1	0.027	1	0.154333
KPNA4	0.027	1	0.154333
SLC25A32	0.027	1	0.154333
DDX27	0.027	1	0.154333
PPP2R2A	0.027	1	0.154333
CNNM3	0.027	1	0.154333
DHRS1	0.026	1	0.148617
IQCB1	0.026	1	0.148617
NRM	0.026	1	0.148617
ATP6V1A	0.026	1	0.148617
GSTK1	0.026	1	0.148617
SMPD4	0.026	1	0.148617
PFAS	0.026	1	0.148617
SLC35E1	0.025	1	0.142901
LCLAT1	0.025	1	0.142901
ATP1A1	0.025	1	0.142901
HSD17B11	0.025	1	0.142901
MRPS9	0.025	1	0.142901
EIF2S3	0.025	1	0.142901
ARL2	0.025	1	0.142901
RGPD3	0.024	1	0.137185
ZYG11B	0.024	1	0.137185
HYOU1	0.024	1	0.137185
TST	0.024	1	0.137185
PEF1	0.024	1	0.137185
USP24	0.024	1	0.137185
STT3B	0.024	1	0.137185
PPP2R1A	0.024	1	0.137185
RPS20	0.023	1	0.131469
AGAP3	0.023	1	0.131469
VPS26A	0.023	1	0.131469
RAPGEF6	0.023	1	0.131469
VIPAR	0.023	1	0.131469
NT5C3	0.023	1	0.131469
BAAT1	0.023	1	0.131469
IRF2BP1	0.022	1	0.125753
SPTBN1	0.022	1	0.125753
GPN1	0.022	1	0.125753
CSNK1E	0.022	1	0.125753
NEK7	0.022	1	0.125753
APIP	0.022	1	0.125753
TSEN34	0.022	1	0.125753
BAT1	0.021	1	0.120036
DHX40	0.021	1	0.120036
USP7	0.021	1	0.120036
TLN1	0.021	1	0.120036
DHX30	0.02	1	0.11432
CDK13	0.02	1	0.11432
PIGK	0.02	1	0.11432
NARS	0.02	1	0.11432
UCKL1	0.02	1	0.11432
PSMC2	0.019	1	0.108604
PRIM1	0.019	1	0.108604
DDOST	0.019	1	0.108604
CSNK2B	0.018	1	0.102888
GOSR2	0.018	1	0.102888
EIF3C	0.018	1	0.102888
AAAS	0.018	1	0.102888
SNX30	0.018	1	0.102888
MRPL19	0.017	1	0.0971724
POLDIP2	0.017	1	0.0971724
VRK1	0.017	1	0.0971724
RRAGC	0.017	1	0.0971724
PLEC1	0.016	1	0.0914564
EXOC8	0.016	1	0.0914564
RAB5B	0.016	1	0.0914564
NDUFA4	0.016	1	0.0914564
EEF1B2	0.016	1	0.0914564
WIZ	0.016	1	0.0914564
IARS2	0.016	1	0.0914564
PYGL	0.016	1	0.0914564
FYTTD1	0.015	1	0.0857404
CLCN3	0.015	1	0.0857404
MEN1	0.015	1	0.0857404
KPNA1	0.015	1	0.0857404
VDAC3	0.015	1	0.0857404
MYEF2	0.015	1	0.0857404
SLC25A19	0.015	1	0.0857404
ALG1	0.015	1	0.0857404
GNB2L1	0.015	1	0.0857404
TIMM44	0.015	1	0.0857404
KIAA0196	0.015	1	0.0857404
GTPBP3	0.014	1	0.0800243
EEF2	0.014	1	0.0800243
AKT2	0.014	1	0.0800243
LONP1	0.014	1	0.0800243
NT5DC2	0.014	1	0.0800243
ORC5L	0.014	1	0.0800243
ANXA2	0.014	1	0.0800243
UTP3	0.013	1	0.0743083
RPL22L1	0.013	1	0.0743083
C18ORF55	0.013	1	0.0743083
RAB33B	0.013	1	0.0743083
PSMD3	0.013	1	0.0743083
HMBS	0.013	1	0.0743083
CTBP1	0.012	1	0.0685923
PYCRL	0.012	1	0.0685923
DEK	0.012	1	0.0685923
GTPBP6	0.012	1	0.0685923
C3ORF38	0.012	1	0.0685923
CDK9	0.011	1	0.0628763
EIF5B	0.011	1	0.0628763
CCT5	0.011	1	0.0628763
TFB2M	0.011	1	0.0628763
PPTC7	0.01	1	0.0571602
GRHPR	0.01	1	0.0571602
VDAC2	0.01	1	0.0571602
ARAF	0.01	1	0.0571602
SNRNP200	0.01	1	0.0571602
RAF1	0.01	1	0.0571602
TARS	0.01	1	0.0571602
DICER1	0.01	1	0.0571602
POLE2	0.01	1	0.0571602
PGM1	0.009	1	0.0514442
TUBE1	0.009	1	0.0514442
RDH11	0.009	1	0.0514442
ITCH	0.009	1	0.0514442
SAE1	0.009	1	0.0514442
EXOSC10	0.009	1	0.0514442
MARS	0.009	1	0.0514442
RPSA	0.009	1	0.0514442
RAC1	0.009	1	0.0514442
MOCS2	0.009	1	0.0514442
AHCY	0.008	1	0.0457282
PRKCI	0.008	1	0.0457282
PPT1	0.008	1	0.0457282
SRP72	0.008	1	0.0457282
ABCE1	0.008	1	0.0457282
FIBP	0.008	1	0.0457282
CPNE1	0.008	1	0.0457282
GMPS	0.008	1	0.0457282
C8ORF38	0.008	1	0.0457282
RBM4	0.007	1	0.0400122
RBM4B	0.007	1	0.0400122
RPS16	0.007	1	0.0400122
RAC3	0.007	1	0.0400122
DYNC2LI1	0.007	1	0.0400122
MSTO1	0.007	1	0.0400122
TMEM209	0.006	1	0.0342961
COQ5	0.006	1	0.0342961
UBE2N	0.006	1	0.0342961
UPF1	0.006	1	0.0342961
DDX28	0.006	1	0.0342961
MRPL13	0.006	1	0.0342961
SDHA	0.005	1	0.0285801
SLC25A24	0.005	1	0.0285801
USO1	0.005	1	0.0285801
CLASP1	0.005	1	0.0285801
RAB6B	0.005	1	0.0285801
BPHL	0.005	1	0.0285801
AHR	0.005	1	0.0285801
GDI2	0.005	1	0.0285801
AHCYL1	0.004	1	0.0228641
DDX56	0.004	1	0.0228641
MCM5	0.004	1	0.0228641
GLT8D1	0.004	1	0.0228641
C11ORF83	0.004	1	0.0228641
ESPL1	0.004	1	0.0228641
NSUN6	0.004	1	0.0228641
BAT2	0.003	1	0.0171481
PFN2	0.003	1	0.0171481
IMPDH2	0.003	1	0.0171481
CPNE3	0.003	1	0.0171481
ETHE1	0.002	1	0.011432
CCBL2	0.002	1	0.011432
CAPZA2	0.002	1	0.011432
IPO7	0.002	1	0.011432
IGHMBP2	0.002	1	0.011432
DDX39	0.001	1	0.00571602
HIST1H2AB	0.001	1	0.00571602
HIST2H2AC	0.001	1	0.00571602
IMMT	0.001	1	0.00571602
ABCB7	0.001	1	0.00571602
FERMT2	0.001	1	0.00571602
KIAA0776	0.001	1	0.00571602
EIF4A1	0.001	1	0.00571602
RCC1	0.001	1	0.00571602
AK6	0.001	1	0.00571602
TTK	0.001	1	0.00571602
FDFT1	0.001	1	0.00571602
B3GALTL	0	1	0
GNAI2	0	1	0
SRR	0	1	0
C8ORF55	0	1	0
VPS45	0	1	0
ALDH2	0	1	0
CYFIP2	0	1	0
CDK17	0	1	0
PTPLAD1	0	1	0
NAB2	0	1	0
POM121	-0.001	1	-0.00571602
RFC1	-0.001	1	-0.00571602
RPS14	-0.001	1	-0.00571602
CENPM	-0.001	1	-0.00571602
RAP2A	-0.001	1	-0.00571602
GLIPR2	-0.001	1	-0.00571602
FAHD2A	-0.001	1	-0.00571602
POLR3C	-0.001	1	-0.00571602
NUBPL	-0.002	1	-0.011432
CDC42BPB	-0.002	1	-0.011432
RANGAP1	-0.002	1	-0.011432
LIG3	-0.002	1	-0.011432
PKN3	-0.002	1	-0.011432
KRR1	-0.002	1	-0.011432
TRNAU1AP	-0.003	1	-0.0171481
NARS2	-0.003	1	-0.0171481
PSMC1	-0.003	1	-0.0171481
GTF2H2	-0.003	1	-0.0171481
PRDX2	-0.003	1	-0.0171481
CAND1	-0.003	1	-0.0171481
PPM1F	-0.003	1	-0.0171481
CPS1	-0.003	1	-0.0171481
STAT1	-0.003	1	-0.0171481
DDX42	-0.003	1	-0.0171481
POLR1E	-0.004	1	-0.0228641
NUP98	-0.004	1	-0.0228641
RUSC1	-0.004	1	-0.0228641
ESYT2	-0.004	1	-0.0228641
PPIA	-0.004	1	-0.0228641
UCHL5	-0.004	1	-0.0228641
HADHB	-0.004	1	-0.0228641
ARPC4	-0.005	1	-0.0285801
MAP4K4	-0.005	1	-0.0285801
SLC25A22	-0.005	1	-0.0285801
DYNC1H1	-0.005	1	-0.0285801
PTBP1	-0.005	1	-0.0285801
KNTC1	-0.005	1	-0.0285801
RAP2C	-0.005	1	-0.0285801
MYL6	-0.005	1	-0.0285801
MPP1	-0.005	1	-0.0285801
MRPS2	-0.006	1	-0.0342961
POLG	-0.006	1	-0.0342961
MINA	-0.006	1	-0.0342961
AAMP	-0.006	1	-0.0342961
ATP6V0A2	-0.007	1	-0.0400122
IGF2BP1	-0.007	1	-0.0400122
LIMK2	-0.007	1	-0.0400122
NUP54	-0.007	1	-0.0400122
ARF6	-0.007	1	-0.0400122
FBXO22	-0.008	1	-0.0457282
CTPS2	-0.008	1	-0.0457282
TP53RK	-0.008	1	-0.0457282
CABC1	-0.008	1	-0.0457282
MRPL53	-0.008	1	-0.0457282
TAGLN2	-0.008	1	-0.0457282
GTF3C4	-0.008	1	-0.0457282
DNAJC11	-0.008	1	-0.0457282
RTCD1	-0.008	1	-0.0457282
PGRMC1	-0.009	1	-0.0514442
KHSRP	-0.009	1	-0.0514442
UQCC	-0.009	1	-0.0514442
PMPCB	-0.009	1	-0.0514442
UBA3	-0.009	1	-0.0514442
UBE3C	-0.009	1	-0.0514442
TUBB2C	-0.009	1	-0.0514442
TMEM48	-0.01	1	-0.0571602
CPSF3	-0.01	1	-0.0571602
RPN1	-0.01	1	-0.0571602
GATAD2A	-0.011	1	-0.0628763
PRKAR2A	-0.011	1	-0.0628763
NOP56	-0.011	1	-0.0628763
TTF2	-0.011	1	-0.0628763
CCT8	-0.011	1	-0.0628763
DHX29	-0.011	1	-0.0628763
ETF1	-0.011	1	-0.0628763
UTP20	-0.011	1	-0.0628763
NDUFA9	-0.011	1	-0.0628763
ANKRD17	-0.012	1	-0.0685923
KIAA0892	-0.012	1	-0.0685923
NONO	-0.012	1	-0.0685923
LPCAT3	-0.012	1	-0.0685923
CAND2	-0.012	1	-0.0685923
GFM1	-0.012	1	-0.0685923
PSMC5	-0.012	1	-0.0685923
FARSA	-0.012	1	-0.0685923
TCP1	-0.012	1	-0.0685923
EIF1AX	-0.012	1	-0.0685923
HSPA12A	-0.012	1	-0.0685923
LRRC47	-0.013	1	-0.0743083
SPAST	-0.013	1	-0.0743083
DEF	-0.014	1	-0.0800243
ZNF192	-0.014	1	-0.0800243
CAPZB	-0.014	1	-0.0800243
GART	-0.014	1	-0.0800243
