name	logFC	P.Value	t
HNRNPF	0.298	1	1.70337
RAB1B	0.297	1	1.69766
MRPS28	0.297	1	1.69766
KIF23	0.296	1	1.69194
A8MWD9	0.295	1	1.68623
FMNL2	0.294	1	1.68051
LPGAT1	0.294	1	1.68051
MBLAC2	0.293	1	1.67479
CDC123	0.291	1	1.66336
CDKN2A	0.29	1	1.65765
NUDT16	0.29	1	1.65765
ORMDL3	0.288	1	1.64621
ASNSD1	0.288	1	1.64621
RAB1A	0.288	1	1.64621
C1QBP	0.288	1	1.64621
GOLPH3	0.288	1	1.64621
SSR1	0.287	1	1.6405
ISCU	0.286	1	1.63478
ZNF326	0.286	1	1.63478
HNRNPH3	0.285	1	1.62907
GET4	0.281	1	1.6062
MORC3	0.28	1	1.60049
ABCF3	0.277	1	1.58334
STAT5B	0.276	1	1.57762
PRAF2	0.276	1	1.57762
VTA1	0.275	1	1.57191
TIMM50	0.275	1	1.57191
DNA2	0.274	1	1.56619
CHUK	0.273	1	1.56047
NUP85	0.273	1	1.56047
KATNA1	0.273	1	1.56047
PLEKHA7	0.272	1	1.55476
ARL10	0.272	1	1.55476
INPP1	0.271	1	1.54904
RRM2	0.27	1	1.54333
RAB3GAP1	0.27	1	1.54333
POM121C	0.268	1	1.53189
IMP4	0.268	1	1.53189
TRMT11	0.268	1	1.53189
EIF2B2	0.268	1	1.53189
VPS18	0.267	1	1.52618
EYA3	0.266	1	1.52046
TUBGCP3	0.266	1	1.52046
SENP8	0.266	1	1.52046
TAF6L	0.265	1	1.51475
MT-ND2	0.265	1	1.51475
MSI2	0.264	1	1.50903
UHRF1	0.264	1	1.50903
PXN	0.264	1	1.50903
NUBP2	0.264	1	1.50903
KIAA1033	0.263	1	1.50331
CPVL	0.262	1	1.4976
U2AF2	0.262	1	1.4976
SMARCD1	0.262	1	1.4976
CDC34	0.261	1	1.49188
RAB11FIP2	0.261	1	1.49188
ACAT1	0.261	1	1.49188
PPP1CC	0.259	1	1.48045
MKI67IP	0.258	1	1.47473
DUSP11	0.257	1	1.46902
HDDC3	0.257	1	1.46902
AK1	0.257	1	1.46902
LATS1	0.256	1	1.4633
TBC1D7	0.256	1	1.4633
TIMM23	0.255	1	1.45759
TNPO3	0.255	1	1.45759
NCAPG	0.255	1	1.45759
MRPS21	0.254	1	1.45187
PUS1	0.254	1	1.45187
LRCH3	0.254	1	1.45187
KCMF1	0.254	1	1.45187
PGAM5	0.253	1	1.44615
C14ORF102	0.253	1	1.44615
STUB1	0.253	1	1.44615
WDTC1	0.252	1	1.44044
LRWD1	0.252	1	1.44044
UBXN7	0.252	1	1.44044
MYH10	0.251	1	1.43472
PAPSS2	0.251	1	1.43472
NEFL	0.25	1	1.42901
DDX5	0.249	1	1.42329
ERCC2	0.248	1	1.41757
ATG3	0.248	1	1.41757
KIF1C	0.247	1	1.41186
MPG	0.247	1	1.41186
TNRC6B	0.247	1	1.41186
CDC45	0.247	1	1.41186
FTSJ3	0.246	1	1.40614
TAP2	0.244	1	1.39471
RPRD2	0.244	1	1.39471
CDC7	0.243	1	1.38899
PBRM1	0.243	1	1.38899
HEATR6	0.243	1	1.38899
AGPS	0.242	1	1.38328
RSU1	0.242	1	1.38328
PCCB	0.241	1	1.37756
ACO2	0.241	1	1.37756
ZNF624	0.24	1	1.37185
ZNF286A	0.24	1	1.37185
ZNF184	0.24	1	1.37185
HPS6	0.24	1	1.37185
BRP44L	0.239	1	1.36613
VPS16	0.239	1	1.36613
PATZ1	0.238	1	1.36041
PTGES3	0.237	1	1.3547
NME4	0.236	1	1.34898
GPR50	0.236	1	1.34898
ZKSCAN1	0.236	1	1.34898
MYH9	0.235	1	1.34327
TAB1	0.235	1	1.34327
EIF2AK2	0.235	1	1.34327
STK19	0.235	1	1.34327
ARL6IP5	0.234	1	1.33755
RAB7A	0.234	1	1.33755
LIG1	0.234	1	1.33755
CCDC109B	0.233	1	1.33183
NDUFA13	0.233	1	1.33183
TAF9B	0.233	1	1.33183
HEATR3	0.23	1	1.31469
PPP2R1B	0.23	1	1.31469
TTRAP	0.23	1	1.31469
HNRNPA3	0.229	1	1.30897
LSM4	0.229	1	1.30897
LUC7L2	0.228	1	1.30325
CWC22	0.227	1	1.29754
SLC2A1	0.227	1	1.29754
ATIC	0.225	1	1.28611
COX7A2	0.225	1	1.28611
RANBP6	0.225	1	1.28611
UBE4A	0.225	1	1.28611
STOML2	0.224	1	1.28039
PNPLA6	0.224	1	1.28039
RBM17	0.224	1	1.28039
ARL1	0.222	1	1.26896
GLYR1	0.221	1	1.26324
NOP58	0.221	1	1.26324
SKIV2L	0.221	1	1.26324
TFDP1	0.221	1	1.26324
DDX20	0.22	1	1.25753
UTP15	0.22	1	1.25753
POLR2E	0.22	1	1.25753
RBM12B	0.219	1	1.25181
ZW10	0.219	1	1.25181
ATP5A1	0.219	1	1.25181
DDX17	0.219	1	1.25181
CDC37	0.219	1	1.25181
SLC33A1	0.219	1	1.25181
QIL1	0.219	1	1.25181
TMEM126A	0.218	1	1.24609
PAPOLG	0.218	1	1.24609
HAGH	0.218	1	1.24609
MCM7	0.218	1	1.24609
FDXR	0.217	1	1.24038
ERAP1	0.217	1	1.24038
EXOC1	0.217	1	1.24038
RPL10	0.216	1	1.23466
LPCAT1	0.216	1	1.23466
SNX33	0.216	1	1.23466
AHCTF1	0.216	1	1.23466
MYO1E	0.216	1	1.23466
RHOG	0.215	1	1.22895
TTC13	0.215	1	1.22895
SMCHD1	0.215	1	1.22895
PPP2R5C	0.215	1	1.22895
DOLPP1	0.215	1	1.22895
CLPP	0.214	1	1.22323
DULLARD	0.213	1	1.21751
ATPAF2	0.213	1	1.21751
SMARCB1	0.213	1	1.21751
SQLE	0.212	1	1.2118
GTF2H1	0.212	1	1.2118
KIF5C	0.211	1	1.20608
LARP1	0.211	1	1.20608
ATP2B4	0.21	1	1.20036
MDC1	0.21	1	1.20036
ETFA	0.21	1	1.20036
DNM1L	0.21	1	1.20036
TMEM97	0.209	1	1.19465
PCGF5	0.209	1	1.19465
CDC20	0.208	1	1.18893
XPNPEP1	0.208	1	1.18893
DSG2	0.207	1	1.18322
VRK3	0.207	1	1.18322
BCR	0.207	1	1.18322
HAT1	0.207	1	1.18322
PTPRF	0.206	1	1.1775
TBCD	0.206	1	1.1775
SLC1A5	0.206	1	1.1775
MUT	0.205	1	1.17178
PDIA6	0.205	1	1.17178
MCM4	0.204	1	1.16607
APEX1	0.204	1	1.16607
TRMT112	0.203	1	1.16035
DAK	0.203	1	1.16035
IFRD2	0.203	1	1.16035
HNRPLL	0.202	1	1.15464
HNRNPD	0.202	1	1.15464
PC	0.202	1	1.15464
PSMD1	0.202	1	1.15464
DKC1	0.201	1	1.14892
TIGAR	0.199	1	1.13749
UQCRFS1	0.199	1	1.13749
EIF3M	0.199	1	1.13749
PIGN	0.199	1	1.13749
VIM	0.198	1	1.13177
NUP37	0.198	1	1.13177
CEP55	0.197	1	1.12606
PRKAR2B	0.197	1	1.12606
DHX57	0.196	1	1.12034
RPAP1	0.195	1	1.11462
KIF13B	0.195	1	1.11462
EIF6	0.195	1	1.11462
C17ORF42	0.195	1	1.11462
NAA40	0.194	1	1.10891
ATM	0.193	1	1.10319
RPS29	0.193	1	1.10319
MED23	0.193	1	1.10319
CBX3	0.193	1	1.10319
NUPL2	0.193	1	1.10319
RPL37	0.192	1	1.09748
LBR	0.192	1	1.09748
RAB8A	0.192	1	1.09748
MON2	0.192	1	1.09748
RBM6	0.192	1	1.09748
TSFM	0.192	1	1.09748
SNX8	0.192	1	1.09748
SARS2	0.191	1	1.09176
ATP2B1	0.191	1	1.09176
RAD50	0.191	1	1.09176
MTA1	0.19	1	1.08604
PAN3	0.19	1	1.08604
C16ORF62	0.19	1	1.08604
ACTB	0.189	1	1.08033
COX4NB	0.189	1	1.08033
G3BP1	0.189	1	1.08033
DYNLT1	0.189	1	1.08033
ZNF385A	0.189	1	1.08033
GNL1	0.188	1	1.07461
AHSA1	0.188	1	1.07461
KIAA0100	0.187	1	1.0689
KIAA1012	0.187	1	1.0689
FBXO7	0.187	1	1.0689
UBXN6	0.187	1	1.0689
SEC61A1	0.186	1	1.06318
TTC39A	0.186	1	1.06318
SPATA2	0.185	1	1.05746
RAP1A	0.185	1	1.05746
GSK3B	0.185	1	1.05746
PRDX4	0.185	1	1.05746
TRAF3IP2	0.184	1	1.05175
PRDX6	0.184	1	1.05175
BYSL	0.183	1	1.04603
ACACA	0.183	1	1.04603
GRB10	0.183	1	1.04603
ARVCF	0.183	1	1.04603
TTC21B	0.183	1	1.04603
KIF5B	0.182	1	1.04032
GPX1	0.182	1	1.04032
ZNF828	0.181	1	1.0346
ARMC10	0.181	1	1.0346
TYK2	0.181	1	1.0346
PPP4C	0.181	1	1.0346
GPR89A	0.18	1	1.02888
STK11IP	0.179	1	1.02317
ATP6AP2	0.179	1	1.02317
GCDH	0.179	1	1.02317
FUS	0.178	1	1.01745
CYFIP1	0.178	1	1.01745
PHLDB2	0.177	1	1.01174
VPS52	0.177	1	1.01174
KIF18B	0.177	1	1.01174
TBC1D10B	0.176	1	1.00602
GPS1	0.176	1	1.00602
UBE2L3	0.176	1	1.00602
ARHGDIA	0.176	1	1.00602
SNAP47	0.176	1	1.00602
DUT	0.175	1	1.0003
UBE2E1	0.175	1	1.0003
MAGT1	0.174	1	0.994588
PDXDC1	0.174	1	0.994588
RAB3D	0.174	1	0.994588
RAB9A	0.173	1	0.988872
YME1L1	0.173	1	0.988872
PDS5A	0.173	1	0.988872
SEC23A	0.172	1	0.983156
ANAPC1	0.172	1	0.983156
AP2S1	0.171	1	0.97744
ZNHIT6	0.17	1	0.971724
FAM48A	0.17	1	0.971724
OXSR1	0.17	1	0.971724
HECTD3	0.17	1	0.971724
RAB22A	0.169	1	0.966008
RHOA	0.169	1	0.966008
MED20	0.169	1	0.966008
DDX54	0.169	1	0.966008
RPS8	0.169	1	0.966008
WDR75	0.169	1	0.966008
GFPT1	0.169	1	0.966008
EPT1	0.169	1	0.966008
DDX21	0.168	1	0.960292
PPIB	0.168	1	0.960292
RMND1	0.168	1	0.960292
ADPRHL2	0.167	1	0.954576
GRAMD1A	0.166	1	0.94886
ZNF362	0.166	1	0.94886
LEMD3	0.166	1	0.94886
RAB11B	0.166	1	0.94886
TAF1C	0.166	1	0.94886
PIK3R4	0.166	1	0.94886
YWHAZ	0.165	1	0.943144
PTCD3	0.165	1	0.943144
PRIM2	0.165	1	0.943144
IPO5	0.165	1	0.943144
NDUFS8	0.165	1	0.943144
FRMD6	0.165	1	0.943144
PAPD7	0.164	1	0.937428
RFC4	0.164	1	0.937428
EPB41L5	0.164	1	0.937428
SNTA1	0.164	1	0.937428
MCM3AP	0.164	1	0.937428
FASTKD2	0.164	1	0.937428
CLCN7	0.163	1	0.931712
GRWD1	0.163	1	0.931712
THUMPD2	0.163	1	0.931712
POLR2C	0.162	1	0.925996
FLOT2	0.162	1	0.925996
RICTOR	0.162	1	0.925996
RAB8B	0.161	1	0.92028
OAT	0.161	1	0.92028
PARK7	0.161	1	0.92028
CCT2	0.161	1	0.92028
HTATSF1	0.16	1	0.914564
GLTSCR2	0.16	1	0.914564
HNRNPC	0.16	1	0.914564
NUPL1	0.16	1	0.914564
RFX1	0.16	1	0.914564
DCLK1	0.16	1	0.914564
ERGIC2	0.16	1	0.914564
PET112L	0.16	1	0.914564
PDE12	0.16	1	0.914564
CBX8	0.159	1	0.908848
FAR1	0.159	1	0.908848
MRPS30	0.159	1	0.908848
KPNA5	0.159	1	0.908848
C7ORF10	0.159	1	0.908848
ZNF195	0.158	1	0.903132
CDC42BPA	0.158	1	0.903132
ZC3H11A	0.158	1	0.903132
RPS27L	0.158	1	0.903132
HSPA2	0.158	1	0.903132
NXN	0.158	1	0.903132
ZMYM1	0.158	1	0.903132
RAP2B	0.157	1	0.897416
SNRPD3	0.157	1	0.897416
DALRD3	0.156	1	0.8917
PIGU	0.156	1	0.8917
PHF8	0.156	1	0.8917
KIAA0664	0.156	1	0.8917
MARS2	0.156	1	0.8917
C14ORF166	0.156	1	0.8917
MBNL3	0.155	1	0.885984
SRRM2	0.155	1	0.885984
MBNL1	0.155	1	0.885984
RBM39	0.155	1	0.885984
EHD4	0.155	1	0.885984
HIBCH	0.154	1	0.880268
SFPQ	0.154	1	0.880268
PIP5K1A	0.154	1	0.880268
URB1	0.154	1	0.880268
HNRNPAB	0.153	1	0.874552
CARS	0.153	1	0.874552
JAGN1	0.153	1	0.874552
LMNA	0.152	1	0.868836
SKIV2L2	0.152	1	0.868836
SCFD1	0.152	1	0.868836
PALLD	0.152	1	0.868836
SF3B1	0.151	1	0.86312
DDX18	0.151	1	0.86312
KPNB1	0.151	1	0.86312
RPLP1	0.151	1	0.86312
POLR3B	0.15	1	0.857404
CLPTM1L	0.15	1	0.857404
GNA13	0.15	1	0.857404
AARS2	0.15	1	0.857404
UGGT1	0.15	1	0.857404
NDUFS7	0.149	1	0.851687
ECHDC1	0.149	1	0.851687
IPO4	0.149	1	0.851687
SLC25A20	0.148	1	0.845971
SMC3	0.148	1	0.845971
EIF4G1	0.148	1	0.845971
KIF3B	0.147	1	0.840255
EIF2AK4	0.147	1	0.840255
EIF4E	0.147	1	0.840255
FOXK1	0.147	1	0.840255
LONP2	0.147	1	0.840255
RPL31	0.146	1	0.834539
ATPAF1	0.146	1	0.834539
PSMC4	0.146	1	0.834539
CANX	0.146	1	0.834539
RAB5C	0.146	1	0.834539
ATP5C1	0.145	1	0.828823
NPM1	0.145	1	0.828823
LENG8	0.145	1	0.828823
TBC1D9B	0.145	1	0.828823
MTHFD1L	0.144	1	0.823107
NSF	0.144	1	0.823107
CECR5	0.144	1	0.823107
PEX3	0.143	1	0.817391
SEC11A	0.143	1	0.817391
PIGA	0.143	1	0.817391
GCAT	0.143	1	0.817391
ARHGEF11	0.142	1	0.811675
PEX11B	0.142	1	0.811675
UTP6	0.142	1	0.811675
PRPF3	0.142	1	0.811675
BUB1B	0.142	1	0.811675
AUP1	0.141	1	0.805959
NME7	0.141	1	0.805959
HARS2	0.141	1	0.805959
CPSF7	0.141	1	0.805959
GINS1	0.141	1	0.805959
FHOD1	0.141	1	0.805959
HSDL2	0.141	1	0.805959
DPCD	0.14	1	0.800243
SETD1A	0.14	1	0.800243
YIF1A	0.14	1	0.800243
ATP5B	0.14	1	0.800243
RAB38	0.14	1	0.800243
VCPIP1	0.139	1	0.794527
ZIC3	0.139	1	0.794527
SEC16A	0.139	1	0.794527
RFK	0.139	1	0.794527
KDM3B	0.139	1	0.794527
HSPA1A	0.139	1	0.794527
DNAJA3	0.139	1	0.794527
RPLP2	0.138	1	0.788811
ERCC1	0.138	1	0.788811
ECSIT	0.138	1	0.788811
SERBP1	0.137	1	0.783095
THADA	0.137	1	0.783095
CDC25C	0.137	1	0.783095
NOSIP	0.137	1	0.783095
ABCC4	0.137	1	0.783095
FLAD1	0.137	1	0.783095
GFM2	0.137	1	0.783095
PCGF1	0.137	1	0.783095
FUCA2	0.137	1	0.783095
DRG2	0.137	1	0.783095
RAB34	0.137	1	0.783095
BAZ1A	0.136	1	0.777379
HLA-B	0.136	1	0.777379
NDUFC2	0.136	1	0.777379
RAB10	0.136	1	0.777379
PTPRS	0.136	1	0.777379
MAZ	0.135	1	0.771663
YTHDF2	0.135	1	0.771663
PAPSS1	0.135	1	0.771663
TRIM28	0.135	1	0.771663
RAB14	0.135	1	0.771663
INTS10	0.135	1	0.771663
FNDC3A	0.135	1	0.771663
RNGTT	0.135	1	0.771663
VPS13C	0.135	1	0.771663
LDLRAP1	0.135	1	0.771663
RAB3B	0.134	1	0.765947
RAB12	0.134	1	0.765947
TMUB1	0.134	1	0.765947
PSMD2	0.134	1	0.765947
RAB43	0.134	1	0.765947
SNRPC	0.134	1	0.765947
GBA	0.134	1	0.765947
WASL	0.134	1	0.765947
YWHAB	0.133	1	0.760231
RPS27	0.133	1	0.760231
MSH6	0.133	1	0.760231
FLOT1	0.133	1	0.760231
ATXN10	0.133	1	0.760231
ARMC9	0.133	1	0.760231
COASY	0.133	1	0.760231
TSGA14	0.132	1	0.754515
DSP	0.132	1	0.754515
ECT2	0.132	1	0.754515
C1ORF103	0.132	1	0.754515
MCCC1	0.132	1	0.754515
NUP35	0.132	1	0.754515
CNDP2	0.132	1	0.754515
LARP4B	0.132	1	0.754515
GATAD2B	0.131	1	0.748799
ORC2L	0.131	1	0.748799
DNAJC7	0.131	1	0.748799
HSPA8	0.131	1	0.748799
TARS2	0.13	1	0.743083
MRPL22	0.13	1	0.743083
SRP68	0.13	1	0.743083
EIF4E2	0.13	1	0.743083
RAB35	0.129	1	0.737367
ESYT1	0.129	1	0.737367
INTS8	0.129	1	0.737367
PHLDA3	0.129	1	0.737367
CPEB4	0.129	1	0.737367
GLS	0.129	1	0.737367
EIF3L	0.129	1	0.737367
ZNF71	0.128	1	0.731651
ARL6IP6	0.128	1	0.731651
FXR1	0.128	1	0.731651
DIAPH3	0.128	1	0.731651
CMPK1	0.128	1	0.731651
PPP2R5D	0.128	1	0.731651
YWHAE	0.127	1	0.725935
CCT4	0.127	1	0.725935
VAMP7	0.127	1	0.725935
C3ORF58	0.127	1	0.725935
SLC27A4	0.127	1	0.725935
PEX10	0.126	1	0.720219
RAB13	0.126	1	0.720219
KRT18	0.125	1	0.714503
TOP2A	0.125	1	0.714503
HDDC2	0.125	1	0.714503
EARS2	0.125	1	0.714503
SAMHD1	0.125	1	0.714503
DYNC1LI2	0.125	1	0.714503
USP36	0.124	1	0.708787
CNOT1	0.124	1	0.708787
TMED10	0.124	1	0.708787
ST13	0.124	1	0.708787
ARF1	0.124	1	0.708787
CLN8	0.124	1	0.708787
SFRS9	0.123	1	0.703071
URB2	0.123	1	0.703071
PLK1	0.123	1	0.703071
AQR	0.123	1	0.703071
MOCS3	0.123	1	0.703071
ZNF512B	0.123	1	0.703071
CHTF18	0.122	1	0.697355
HEATR5B	0.122	1	0.697355
INTS9	0.122	1	0.697355
SLC25A13	0.122	1	0.697355
SMG7	0.121	1	0.691639
DMD	0.121	1	0.691639
APPL1	0.121	1	0.691639
ERLIN1	0.121	1	0.691639
CBARA1	0.121	1	0.691639
ACACB	0.121	1	0.691639
OSBPL8	0.12	1	0.685923
ACAA1	0.12	1	0.685923
COBRA1	0.12	1	0.685923
TTC38	0.12	1	0.685923
RSAD1	0.119	1	0.680207
PHF3	0.119	1	0.680207
PTPN1	0.119	1	0.680207
NCBP2	0.119	1	0.680207
KIF2A	0.118	1	0.674491
SLC7A1	0.118	1	0.674491
FLII	0.118	1	0.674491
PRKAG1	0.118	1	0.674491
MAPK1	0.118	1	0.674491
FAF2	0.118	1	0.674491
NUP62	0.118	1	0.674491
LUC7L	0.117	1	0.668775
SOAT1	0.117	1	0.668775
PGM3	0.116	1	0.663059
GEMIN4	0.116	1	0.663059
PAPOLA	0.116	1	0.663059
SSR4	0.116	1	0.663059
MYST2	0.116	1	0.663059
RPS23	0.115	1	0.657343
