name	logFC	P.Value	t
SON	0.677	1	5.78867
SMG7	0.676	1	5.78013
ARHGEF11	0.671	1	5.73744
ADAP1	0.662	1	5.6606
VPS18	0.66	1	5.64352
ZNF3	0.659	1	5.63499
KBTBD11	0.644	1	5.50692
SLC25A42	0.644	1	5.50692
TP53	0.643	1	5.49838
RPL10	0.643	1	5.49838
SERBP1	0.641	1	5.4813
MOXD1	0.639	1	5.46423
MRPL18	0.617	1	5.2764
JUP	0.617	1	5.2764
NME4	0.614	1	5.25078
MBNL1	0.614	1	5.25078
LSM12	0.61	1	5.21663
ZNF195	0.6	1	5.13125
CCDC109B	0.6	1	5.13125
ZIC3	0.596	1	5.0971
SCAMP2	0.595	1	5.08856
KIF18A	0.59	1	5.04587
PEX10	0.583	1	4.98611
ABCB8	0.574	1	4.90927
KRT6C	0.559	1	4.7812
CTNNB1	0.553	1	4.72997
GRAMD1A	0.552	1	4.72144
SEC61A1	0.529	1	4.52506
NCOA2	0.529	1	4.52506
STYX	0.524	1	4.48238
VCPIP1	0.521	1	4.45676
MAZ	0.511	1	4.37138
PSMA1	0.51	1	4.36285
ZNF598	0.508	1	4.34577
ZNF362	0.507	1	4.33723
CIT	0.504	1	4.31162
EFTUD2	0.502	1	4.29454
KRT1	0.502	1	4.29454
ERCC4	0.499	1	4.26893
TAP1	0.493	1	4.2177
RBMS2	0.492	1	4.20916
WDR19	0.492	1	4.20916
LUC7L	0.486	1	4.15794
CDC34	0.483	1	4.13232
SPTAN1	0.482	1	4.12379
PRKD1	0.479	1	4.09817
MLF2	0.478	1	4.08963
GATAD2A	0.472	1	4.03841
PDLIM5	0.471	1	4.02987
SUCLG1	0.469	1	4.01279
ACTA2	0.467	1	3.99572
KIF5C	0.466	1	3.98718
NOLC1	0.459	1	3.92741
KIAA1012	0.452	1	3.86765
CDC42BPA	0.443	1	3.79081
HTATSF1	0.434	1	3.71397
RP9	0.433	1	3.70543
TH1L	0.433	1	3.70543
ZC3H18	0.431	1	3.68835
RPL18A	0.429	1	3.67128
LARP1B	0.429	1	3.67128
LETMD1	0.428	1	3.66274
HDDC3	0.428	1	3.66274
BAT2	0.427	1	3.6542
TMED2	0.424	1	3.62859
ARMC1	0.423	1	3.62005
ZW10	0.421	1	3.60298
DSG2	0.42	1	3.59444
ZNF295	0.42	1	3.59444
IFRD1	0.417	1	3.56882
DYNLL1	0.413	1	3.53467
RPL26	0.411	1	3.5176
RFC3	0.409	1	3.50052
RPAP1	0.405	1	3.46637
FAM57A	0.4	1	3.42368
SRRM1	0.398	1	3.40661
RPL31	0.397	1	3.39807
EMD	0.394	1	3.37245
CORO7	0.394	1	3.37245
ETHE1	0.39	1	3.3383
BAZ1A	0.387	1	3.31269
YTHDC1	0.385	1	3.29561
TSC2	0.385	1	3.29561
GRPEL2	0.385	1	3.29561
MGST1	0.383	1	3.27854
PARD3	0.379	1	3.24439
RPS5	0.377	1	3.22731
ATM	0.376	1	3.21877
ACTC1	0.372	1	3.18462
MYO1D	0.37	1	3.16755
C15ORF61	0.37	1	3.16755
SAMD1	0.363	1	3.10778
CDKN2AIP	0.362	1	3.09924
DNAJA2	0.362	1	3.09924
RPL26L1	0.362	1	3.09924
SRRM2	0.36	1	3.08217
SMEK2	0.36	1	3.08217
SNRPB	0.357	1	3.05655
VIM	0.356	1	3.04802
CLCN7	0.355	1	3.03948
RBM28	0.354	1	3.03094
PNKD	0.349	1	2.98825
AVL9	0.349	1	2.98825
PHC1	0.346	1	2.96264
MRPL4	0.345	1	2.9541
C18ORF55	0.345	1	2.9541
FYTTD1	0.344	1	2.94556
ATL2	0.34	1	2.91141
ZNF828	0.338	1	2.89433
RBM12B	0.337	1	2.8858
UTRN	0.335	1	2.86872
HNRPLL	0.335	1	2.86872
TYK2	0.332	1	2.84311
NUMB	0.33	1	2.82603
FBXO22	0.33	1	2.82603
PLEKHA7	0.325	1	2.78334
DDX42	0.324	1	2.7748
GLTSCR2	0.322	1	2.75773
PDHA1	0.322	1	2.75773
USP36	0.322	1	2.75773
EIF2AK4	0.321	1	2.74919
ACSF3	0.32	1	2.74065
RBMS1	0.319	1	2.73211
TAP2	0.318	1	2.72358
LCLAT1	0.318	1	2.72358
LMAN1	0.317	1	2.71504
SARS2	0.315	1	2.69796
PSMB5	0.313	1	2.68089
POLR1E	0.313	1	2.68089
UBE2M	0.313	1	2.68089
SCMH1	0.312	1	2.67235
TANC1	0.312	1	2.67235
SURF6	0.311	1	2.66381
KIF5B	0.31	1	2.65527
YY1	0.309	1	2.64674
PYCRL	0.303	1	2.59551
RPS27	0.301	1	2.57843
GALNT1	0.299	1	2.56136
SPTBN1	0.298	1	2.55282
GTF2H3	0.296	1	2.53574
SEC61A2	0.294	1	2.51867
RPL8	0.293	1	2.51013
GTPBP3	0.293	1	2.51013
RPS29	0.291	1	2.49305
TRAM1	0.291	1	2.49305
SYNE2	0.289	1	2.47598
GOSR2	0.288	1	2.46744
MUT	0.287	1	2.4589
ABCF1	0.285	1	2.44183
CDS2	0.285	1	2.44183
HIST1H4A	0.284	1	2.43329
SMG1	0.284	1	2.43329
NCDN	0.284	1	2.43329
MAP7D1	0.282	1	2.41621
REEP4	0.28	1	2.39914
SCML2	0.278	1	2.38206
KIF1B	0.277	1	2.37352
RPF1	0.277	1	2.37352
MRPS26	0.276	1	2.36499
IDH3G	0.276	1	2.36499
PPTC7	0.275	1	2.35645
PFN2	0.272	1	2.33084
MAPK9	0.272	1	2.33084
MAP3K7	0.271	1	2.3223
C20ORF24	0.271	1	2.3223
ADNP	0.271	1	2.3223
PEX11B	0.271	1	2.3223
RPL35A	0.27	1	2.31376
FTSJ2	0.27	1	2.31376
HIBCH	0.268	1	2.29668
RPS21	0.268	1	2.29668
POM121	0.267	1	2.28815
NEFL	0.267	1	2.28815
SLC35E1	0.265	1	2.27107
DHCR7	0.265	1	2.27107
TCF25	0.264	1	2.26253
CUL7	0.263	1	2.25399
RFT1	0.262	1	2.24546
LBR	0.262	1	2.24546
TMED5	0.262	1	2.24546
KRT8	0.261	1	2.23692
ARHGAP8	0.261	1	2.23692
RPL36A	0.261	1	2.23692
CRAT	0.261	1	2.23692
DMD	0.261	1	2.23692
SUMO1	0.26	1	2.22838
TARSL2	0.256	1	2.19423
KIFC1	0.254	1	2.17715
DDT	0.253	1	2.16862
GGH	0.253	1	2.16862
KIF2A	0.252	1	2.16008
RPL37A	0.252	1	2.16008
SEC11C	0.252	1	2.16008
GPR50	0.251	1	2.15154
CDC25C	0.251	1	2.15154
ZNF92	0.25	1	2.143
RPL27A	0.249	1	2.13446
RPS27L	0.248	1	2.12593
WDR33	0.247	1	2.11739
SUN1	0.246	1	2.10885
RAD51L1	0.246	1	2.10885
PGP	0.246	1	2.10885
ORMDL1	0.244	1	2.09178
BIRC6	0.244	1	2.09178
ORMDL3	0.244	1	2.09178
ATG9A	0.244	1	2.09178
TRAF3IP2	0.243	1	2.08324
CSNK2B	0.242	1	2.0747
GNS	0.242	1	2.0747
TECR	0.242	1	2.0747
SAP18	0.242	1	2.0747
ZZEF1	0.242	1	2.0747
SNRPD2	0.241	1	2.06616
RPL36AL	0.24	1	2.05762
KPNA3	0.24	1	2.05762
C21ORF57	0.239	1	2.04909
RPL35	0.239	1	2.04909
CTBP1	0.238	1	2.04055
GPR180	0.238	1	2.04055
AGPAT4	0.237	1	2.03201
RPL27	0.236	1	2.02347
EDC3	0.235	1	2.01493
MPDU1	0.235	1	2.01493
FRYL	0.235	1	2.01493
TNRC18	0.233	1	1.99786
MSI1	0.233	1	1.99786
SPNS1	0.232	1	1.98932
YIPF5	0.232	1	1.98932
MSI2	0.232	1	1.98932
EIF5	0.231	1	1.98078
ZNF629	0.23	1	1.97225
CTBP2	0.229	1	1.96371
DHX33	0.229	1	1.96371
TTN	0.228	1	1.95517
SCPEP1	0.228	1	1.95517
CLPTM1	0.227	1	1.94663
H2AFZ	0.227	1	1.94663
HM13	0.227	1	1.94663
FNDC3B	0.226	1	1.93809
RTN3	0.226	1	1.93809
KIDINS220	0.226	1	1.93809
NCKIPSD	0.225	1	1.92956
PTPLB	0.225	1	1.92956
PHLDB2	0.223	1	1.91248
KIAA1543	0.222	1	1.90394
DDX39	0.22	1	1.88687
AUTS2	0.219	1	1.87833
ATAD1	0.219	1	1.87833
PYCR1	0.216	1	1.85272
ZNF143	0.216	1	1.85272
PMM2	0.216	1	1.85272
SLC25A3	0.216	1	1.85272
GOLPH3	0.215	1	1.84418
RRP1B	0.214	1	1.83564
SFXN4	0.214	1	1.83564
HAGH	0.214	1	1.83564
DHX35	0.214	1	1.83564
RPS26	0.213	1	1.8271
CSTB	0.213	1	1.8271
TMEM97	0.212	1	1.81856
MTA2	0.211	1	1.81003
REXO4	0.211	1	1.81003
LEMD3	0.211	1	1.81003
ATPAF1	0.21	1	1.80149
SLC25A40	0.21	1	1.80149
NEFM	0.207	1	1.77587
NDUFA7	0.206	1	1.76734
HNRNPAB	0.204	1	1.75026
KIF21B	0.204	1	1.75026
ERH	0.204	1	1.75026
PRKAR2A	0.204	1	1.75026
RPL36	0.203	1	1.74172
YWHAB	0.202	1	1.73319
SLC37A4	0.2	1	1.71611
CDC16	0.2	1	1.71611
GTPBP4	0.199	1	1.70757
SBDS	0.199	1	1.70757
ABHD14B	0.199	1	1.70757
TMEM70	0.197	1	1.6905
MAD2L1BP	0.197	1	1.6905
ENOPH1	0.197	1	1.6905
IRF3	0.197	1	1.6905
SMARCAD1	0.196	1	1.68196
TOMM40L	0.196	1	1.68196
NUPL1	0.196	1	1.68196
NDUFS7	0.195	1	1.67342
ATR	0.195	1	1.67342
TAF4	0.195	1	1.67342
DOCK9	0.194	1	1.66488
PRMT5	0.194	1	1.66488
C2ORF47	0.193	1	1.65634
C1ORF124	0.192	1	1.64781
COQ6	0.192	1	1.64781
PCNP	0.192	1	1.64781
SCD	0.191	1	1.63927
KIAA0391	0.188	1	1.61366
GPR107	0.188	1	1.61366
TMEM33	0.187	1	1.60512
RIC8A	0.187	1	1.60512
ZKSCAN1	0.186	1	1.59658
SFPQ	0.185	1	1.58804
ATAD5	0.184	1	1.5795
PHF6	0.184	1	1.5795
MTA1	0.183	1	1.57097
GXYLT1	0.183	1	1.57097
PTDSS2	0.183	1	1.57097
KDM2A	0.182	1	1.56243
PIP5K1A	0.182	1	1.56243
HP1BP3	0.181	1	1.55389
DSP	0.18	1	1.54535
GPS1	0.179	1	1.53681
THADA	0.179	1	1.53681
MAP2K7	0.179	1	1.53681
DEF	0.178	1	1.52828
ELAVL1	0.178	1	1.52828
PPP6C	0.178	1	1.52828
DDX51	0.177	1	1.51974
PEX3	0.177	1	1.51974
ELOVL4	0.177	1	1.51974
UTP6	0.177	1	1.51974
CNN2	0.176	1	1.5112
YWHAQ	0.175	1	1.50266
PDCD4	0.175	1	1.50266
INA	0.174	1	1.49413
ALG6	0.174	1	1.49413
RAD21	0.174	1	1.49413
PAICS	0.173	1	1.48559
POLR1A	0.173	1	1.48559
C14ORF102	0.173	1	1.48559
PTPN14	0.173	1	1.48559
ZC3H11A	0.172	1	1.47705
DDX20	0.172	1	1.47705
SPATA5L1	0.172	1	1.47705
MIB2	0.171	1	1.46851
ZBTB10	0.171	1	1.46851
MRPS25	0.17	1	1.45997
SEC16A	0.17	1	1.45997
EDC4	0.17	1	1.45997
MAP1S	0.17	1	1.45997
SMG6	0.17	1	1.45997
SMC5	0.17	1	1.45997
CLGN	0.17	1	1.45997
TOP2B	0.169	1	1.45144
RAB22A	0.169	1	1.45144
GLRX3	0.169	1	1.45144
INTS5	0.169	1	1.45144
MRPL27	0.168	1	1.4429
ICMT	0.168	1	1.4429
AKAP8	0.167	1	1.43436
C10ORF119	0.167	1	1.43436
RPL34	0.167	1	1.43436
RER1	0.166	1	1.42582
CLCN3	0.166	1	1.42582
BAT1	0.166	1	1.42582
BCKDHB	0.166	1	1.42582
CLN6	0.166	1	1.42582
RPL22L1	0.165	1	1.41728
CARS2	0.165	1	1.41728
VRK2	0.165	1	1.41728
JAGN1	0.165	1	1.41728
ERO1LB	0.164	1	1.40875
METAP2	0.164	1	1.40875
NOC2L	0.163	1	1.40021
PGM3	0.163	1	1.40021
DAZAP1	0.163	1	1.40021
HNRNPA3	0.162	1	1.39167
PPP1CA	0.161	1	1.38313
NUMA1	0.16	1	1.3746
ZNF480	0.16	1	1.3746
CHMP2B	0.16	1	1.3746
MYO6	0.16	1	1.3746
RUVBL2	0.16	1	1.3746
RPL13	0.16	1	1.3746
FANCG	0.16	1	1.3746
CPSF6	0.159	1	1.36606
TAF1	0.159	1	1.36606
DHRS1	0.158	1	1.35752
SLC25A46	0.158	1	1.35752
ATP5F1	0.158	1	1.35752
EIF2S2	0.158	1	1.35752
UTP15	0.158	1	1.35752
NGDN	0.157	1	1.34898
NME7	0.157	1	1.34898
SDHA	0.157	1	1.34898
AGPAT2	0.157	1	1.34898
UBE2E1	0.157	1	1.34898
RAB21	0.157	1	1.34898
GPATCH8	0.156	1	1.34044
PDF	0.156	1	1.34044
RACGAP1	0.155	1	1.33191
MYO1B	0.155	1	1.33191
GPX1	0.155	1	1.33191
HLA-B	0.154	1	1.32337
NIPBL	0.154	1	1.32337
ECHS1	0.154	1	1.32337
C19ORF68	0.154	1	1.32337
PRPF6	0.153	1	1.31483
MYL12B	0.153	1	1.31483
TMEM56	0.153	1	1.31483
HNRNPC	0.151	1	1.29775
RPS14	0.151	1	1.29775
YWHAZ	0.149	1	1.28068
C10ORF76	0.149	1	1.28068
NCAPD3	0.149	1	1.28068
SENP3	0.149	1	1.28068
TAOK2	0.149	1	1.28068
AUP1	0.148	1	1.27214
FUS	0.148	1	1.27214
ATL3	0.148	1	1.27214
SERAC1	0.148	1	1.27214
ILF2	0.148	1	1.27214
RPL7L1	0.148	1	1.27214
RMI2	0.147	1	1.2636
SRRT	0.146	1	1.25507
PLEC1	0.146	1	1.25507
SMC6	0.146	1	1.25507
PHC2	0.146	1	1.25507
NDUFC2	0.145	1	1.24653
INTS2	0.145	1	1.24653
PPP5C	0.145	1	1.24653
RPS18	0.145	1	1.24653
NCBP1	0.145	1	1.24653
SRR	0.145	1	1.24653
HNRNPH3	0.144	1	1.23799
TPT1	0.144	1	1.23799
EYA1	0.144	1	1.23799
ZNF414	0.144	1	1.23799
NF1	0.144	1	1.23799
WLS	0.143	1	1.22945
SLC25A10	0.143	1	1.22945
ASNSD1	0.142	1	1.22091
SLC12A6	0.142	1	1.22091
U2AF1	0.142	1	1.22091
EXOC4	0.142	1	1.22091
NUP210	0.142	1	1.22091
SF3B2	0.142	1	1.22091
LMF2	0.141	1	1.21238
MAP2K4	0.141	1	1.21238
TARDBP	0.14	1	1.20384
MEX3A	0.139	1	1.1953
ZWILCH	0.139	1	1.1953
HERC5	0.139	1	1.1953
LPCAT3	0.139	1	1.1953
EI24	0.138	1	1.18676
ILKAP	0.138	1	1.18676
RPL7A	0.137	1	1.17822
DPY19L1	0.137	1	1.17822
VRK1	0.137	1	1.17822
ZMYM4	0.137	1	1.17822
PCID2	0.137	1	1.17822
UTP3	0.136	1	1.16969
SPC24	0.136	1	1.16969
RPL10A	0.136	1	1.16969
CAPZA1	0.136	1	1.16969
ABCA3	0.136	1	1.16969
NUBPL	0.134	1	1.15261
TIAL1	0.134	1	1.15261
FLYWCH1	0.134	1	1.15261
ARMC10	0.133	1	1.14407
UQCC	0.133	1	1.14407
LIN54	0.132	1	1.13554
OLA1	0.131	1	1.127
TOMM40	0.131	1	1.127
HSPB1	0.131	1	1.127
TRIP12	0.13	1	1.11846
CEPT1	0.13	1	1.11846
RRM2B	0.13	1	1.11846
SERPINB6	0.13	1	1.11846
VPS25	0.13	1	1.11846
LUC7L2	0.129	1	1.10992
RPS4X	0.129	1	1.10992
COX15	0.129	1	1.10992
GSK3A	0.129	1	1.10992
STXBP1	0.129	1	1.10992
RPL23	0.129	1	1.10992
LMNA	0.127	1	1.09285
HIST1H3A	0.126	1	1.08431
KRT18	0.126	1	1.08431
TRRAP	0.126	1	1.08431
PHF3	0.126	1	1.08431
FOXP4	0.125	1	1.07577
STK39	0.125	1	1.07577
ZNF512	0.125	1	1.07577
PSMC4	0.125	1	1.07577
TIGAR	0.125	1	1.07577
TFIP11	0.125	1	1.07577
SETD1A	0.124	1	1.06723
TMEM209	0.124	1	1.06723
CDC23	0.124	1	1.06723
MT-ND4	0.123	1	1.05869
RBM4	0.123	1	1.05869
RBM4B	0.123	1	1.05869
ATIC	0.123	1	1.05869
HSD17B10	0.123	1	1.05869
EIF4E	0.122	1	1.05016
GNB1L	0.122	1	1.05016
HNRNPA1	0.121	1	1.04162
UTP11L	0.121	1	1.04162
TOR1AIP2	0.121	1	1.04162
ARPC3	0.121	1	1.04162
HAX1	0.121	1	1.04162
ZNF192	0.12	1	1.03308
MRPL11	0.12	1	1.03308
SLC25A20	0.12	1	1.03308
PSMF1	0.12	1	1.03308
CTSB	0.12	1	1.03308
TYW3	0.12	1	1.03308
XPO4	0.119	1	1.02454
PSMD4	0.118	1	1.01601
TMEM126A	0.118	1	1.01601
ZYG11B	0.118	1	1.01601
ATP2B4	0.117	1	1.00747
ADRM1	0.117	1	1.00747
DLD	0.117	1	1.00747
MBLAC2	0.116	1	0.998929
IMP4	0.116	1	0.998929
NUSAP1	0.116	1	0.998929
PAN3	0.116	1	0.998929
GRB2	0.115	1	0.990391
TAF5	0.115	1	0.990391
CIZ1	0.115	1	0.990391
TIMM23	0.115	1	0.990391
SLC25A25	0.115	1	0.990391
AGPAT5	0.115	1	0.990391
GRHPR	0.114	1	0.981854
SPATA5	0.114	1	0.981854
INTS1	0.114	1	0.981854
HIST1H2AB	0.113	1	0.973316
HIST2H2AC	0.113	1	0.973316
UHRF1	0.113	1	0.973316
RBM45	0.113	1	0.973316
ATP6V0A2	0.113	1	0.973316
RPL22	0.113	1	0.973316
EEFSEC	0.113	1	0.973316
COG3	0.113	1	0.973316
MRPL47	0.112	1	0.964778
MARK1	0.112	1	0.964778
L3MBTL3	0.112	1	0.964778
ZCCHC17	0.112	1	0.964778
CHUK	0.112	1	0.964778
KIAA0406	0.111	1	0.95624
SH3BP4	0.111	1	0.95624
ABCC1	0.111	1	0.95624
DCXR	0.111	1	0.95624
NUP98	0.111	1	0.95624
TOPBP1	0.111	1	0.95624
TAF6	0.111	1	0.95624
NR2F6	0.111	1	0.95624
SMG8	0.11	1	0.947702
RHOG	0.11	1	0.947702
ATP2B1	0.11	1	0.947702
SFRS6	0.11	1	0.947702
NOMO1	0.109	1	0.939164
ARID1A	0.109	1	0.939164
WDR82	0.109	1	0.939164
ELP3	0.109	1	0.939164
ADAR	0.108	1	0.930626
TNPO1	0.108	1	0.930626
WDTC1	0.107	1	0.922089
TRNAU1AP	0.107	1	0.922089
RPS10	0.107	1	0.922089
PSME4	0.107	1	0.922089
ACOT9	0.106	1	0.913551
PES1	0.106	1	0.913551
NOSIP	0.106	1	0.913551
SLC25A17	0.106	1	0.913551
SMCR7L	0.105	1	0.905013
RRP7A	0.105	1	0.905013
CHTF18	0.105	1	0.905013
TACO1	0.105	1	0.905013
PAPOLG	0.105	1	0.905013
NEK6	0.105	1	0.905013
DHTKD1	0.104	1	0.896475
NARS2	0.104	1	0.896475
EXOC8	0.104	1	0.896475
NUP205	0.104	1	0.896475
AARSD1	0.104	1	0.896475
ADI1	0.104	1	0.896475
SLC25A35	0.104	1	0.896475
RSAD1	0.103	1	0.887937
ZNF703	0.103	1	0.887937
RFC1	0.103	1	0.887937
U2AF2	0.103	1	0.887937
SLC25A24	0.103	1	0.887937
EFTUD1	0.103	1	0.887937
KHDRBS1	0.102	1	0.879399
SLC25A1	0.102	1	0.879399
EIF3C	0.102	1	0.879399
RPL24	0.102	1	0.879399
C10ORF58	0.102	1	0.879399
TOR1AIP1	0.101	1	0.870861
PCBP1	0.101	1	0.870861
FARP2	0.1	1	0.862324
SLC25A21	0.1	1	0.862324
KHSRP	0.1	1	0.862324
ASMTL	0.1	1	0.862324
FLNB	0.1	1	0.862324
STX5	0.1	1	0.862324
ZFR	0.099	1	0.853786
OXA1L	0.099	1	0.853786
STAG2	0.099	1	0.853786
USP14	0.099	1	0.853786
ZNF8	0.099	1	0.853786
HSD17B11	0.099	1	0.853786
C1ORF57	0.099	1	0.853786
RPL14	0.098	1	0.845248
MKI67	0.098	1	0.845248
CTSA	0.098	1	0.845248
PTPN1	0.098	1	0.845248
COQ5	0.098	1	0.845248
STOML1	0.098	1	0.845248
KDM4B	0.098	1	0.845248
TPP1	0.097	1	0.83671
MAGT1	0.097	1	0.83671
VDAC2	0.097	1	0.83671
MEMO1	0.097	1	0.83671
TSN	0.097	1	0.83671
GLUD2	0.097	1	0.83671
DOPEY2	0.097	1	0.83671
SNRPE	0.097	1	0.83671
TOP2A	0.096	1	0.828172
CARS	0.096	1	0.828172
RPS11	0.096	1	0.828172
SLC25A22	0.096	1	0.828172
NR2F1	0.096	1	0.828172
MRPL10	0.096	1	0.828172
CDC42	0.095	1	0.819634
MAP4K4	0.095	1	0.819634
AP2S1	0.095	1	0.819634
RBM15	0.095	1	0.819634
YIF1A	0.095	1	0.819634
DTL	0.095	1	0.819634
PARP2	0.095	1	0.819634
FPGT	0.095	1	0.819634
ADCK1	0.094	1	0.811096
VDAC1	0.094	1	0.811096
SRPRB	0.094	1	0.811096
KPNA4	0.094	1	0.811096
PCGF5	0.094	1	0.811096
SLC16A1	0.093	1	0.802559
GTPBP2	0.093	1	0.802559
MYBBP1A	0.093	1	0.802559
DBN1	0.093	1	0.802559
SLC35F2	0.093	1	0.802559
GSG2	0.092	1	0.794021
SATB2	0.092	1	0.794021
PPFIA1	0.092	1	0.794021
THOC3	0.092	1	0.794021
ZNF277	0.092	1	0.794021
PTOV1	0.092	1	0.794021
ANXA6	0.09	1	0.776945
NSUN4	0.09	1	0.776945
PIPSL	0.09	1	0.776945
NEK7	0.09	1	0.776945
GNPAT	0.089	1	0.768407
RDH13	0.089	1	0.768407
TTC27	0.088	1	0.759869
LDHB	0.088	1	0.759869
SEC23B	0.088	1	0.759869
PPIL2	0.088	1	0.759869
ELOVL1	0.088	1	0.759869
DHX37	0.088	1	0.759869
PRPF31	0.088	1	0.759869
TRIP13	0.088	1	0.759869
PRDX5	0.088	1	0.759869
EED	0.088	1	0.759869
CAND1	0.088	1	0.759869
EIF3I	0.087	1	0.751331
HEATR3	0.087	1	0.751331
IDH2	0.087	1	0.751331
GLO1	0.087	1	0.751331
RANBP2	0.086	1	0.742794
RAE1	0.086	1	0.742794
GEMIN4	0.086	1	0.742794
OSTC	0.086	1	0.742794
PSMD12	0.086	1	0.742794
POLDIP3	0.086	1	0.742794
ACTR5	0.086	1	0.742794
TNPO2	0.086	1	0.742794
CEP192	0.085	1	0.734256
SUCLG2	0.085	1	0.734256
MORC2	0.085	1	0.734256
HTT	0.085	1	0.734256
HLA-A	0.085	1	0.734256
LASS1	0.085	1	0.734256
PTP4A1	0.085	1	0.734256
GTPBP10	0.084	1	0.725718
PAPSS1	0.084	1	0.725718
MAP2K2	0.084	1	0.725718
NOC3L	0.083	1	0.71718
