name	logFC	P.Value	t
OTUD4	1.117	1	9.30964
KRT14	1.106	1	9.21804
MAT2B	1.101	1	9.17641
SIK3	1.093	1	9.10979
ZNF76	1.081	1	9.00986
CDKN2A	1.079	1	8.99321
SUN2	1.077	1	8.97656
LUZP1	1.06	1	8.835
ZXDC	1.051	1	8.76005
DCD	1.051	1	8.76005
CAMLG	1.024	1	8.53522
SNRNP70	1.022	1	8.51857
CLPTM1	1.022	1	8.51857
EFTUD2	1.004	1	8.36868
KRT2	0.996	1	8.30207
KRT77	0.994	1	8.28541
KRT19	0.985	1	8.21047
MRPS14	0.984	1	8.20214
ZNF3	0.98	1	8.16883
DUT	0.977	1	8.14385
SLC22A18	0.971	1	8.09389
TP53I11	0.97	1	8.08556
ETV3	0.966	1	8.05225
SON	0.965	1	8.04393
KRT6C	0.96	1	8.00229
KRT10	0.955	1	7.96066
RPL29	0.942	1	7.8524
STYX	0.94	1	7.83575
KRT5	0.93	1	7.75248
POP1	0.913	1	7.61092
THRAP3	0.91	1	7.58594
LIMA1	0.906	1	7.55263
LUC7L	0.904	1	7.53598
KIAA0100	0.901	1	7.511
BRP44L	0.898	1	7.48601
KRT9	0.897	1	7.47769
ADO	0.892	1	7.43605
VAPA	0.883	1	7.36111
MBOAT7	0.878	1	7.31947
CCDC59	0.867	1	7.22788
TCOF1	0.858	1	7.15293
MUTYH	0.856	1	7.13628
RIOK1	0.846	1	7.05301
PCNT	0.846	1	7.05301
ZNF316	0.838	1	6.98639
USP5	0.837	1	6.97806
XRCC1	0.835	1	6.96141
TAB1	0.833	1	6.94476
KRT1	0.828	1	6.90312
ZNF724P	0.818	1	6.81985
TEAD4	0.808	1	6.73658
RPL37	0.803	1	6.69495
MAN1A2	0.801	1	6.67829
CTNNB1	0.792	1	6.60335
MAP4	0.784	1	6.53673
KIF3B	0.775	1	6.46179
FSD1	0.76	1	6.33688
PRKD1	0.756	1	6.30357
ARPC4	0.753	1	6.27859
TBC1D10B	0.743	1	6.19532
ZNF250	0.733	1	6.11205
VPS18	0.725	1	6.04544
IRF2BP1	0.718	1	5.98715
GRAMD1A	0.707	1	5.89555
KBTBD11	0.696	1	5.80395
TSGA14	0.684	1	5.70403
MYH9	0.683	1	5.6957
POM121C	0.683	1	5.6957
VCPIP1	0.682	1	5.68737
DULLARD	0.681	1	5.67905
ISCU	0.675	1	5.62908
SMG7	0.66	1	5.50418
ZNF354A	0.659	1	5.49585
ABCB8	0.654	1	5.45422
LMNB2	0.652	1	5.43756
NDNL2	0.651	1	5.42923
RPL28	0.647	1	5.39593
RBM14	0.637	1	5.31266
SRRM1	0.632	1	5.27102
ZIC3	0.629	1	5.24604
RBM12B	0.627	1	5.22939
MAZ	0.622	1	5.18775
SEC61B	0.621	1	5.17942
AGPAT4	0.62	1	5.1711
NGDN	0.611	1	5.09615
ZNF22	0.608	1	5.07117
NCOA2	0.606	1	5.05452
CDC42	0.6	1	5.00455
MOXD1	0.582	1	4.85467
RPL32	0.58	1	4.83801
NME4	0.567	1	4.72976
CDKN2AIP	0.567	1	4.72976
MBNL3	0.562	1	4.68813
PNKD	0.562	1	4.68813
SLC25A42	0.562	1	4.68813
ZNF598	0.558	1	4.65482
LSM12	0.557	1	4.64649
CDC34	0.554	1	4.62151
KIF21B	0.552	1	4.60486
IMPACT	0.549	1	4.57988
FNDC3B	0.549	1	4.57988
SCAMP2	0.548	1	4.57155
SEC61A1	0.547	1	4.56322
MRPL18	0.536	1	4.47162
PGM1	0.532	1	4.43832
RNF138	0.528	1	4.40501
OLA1	0.527	1	4.39668
RPL10	0.523	1	4.36337
ARHGEF11	0.52	1	4.33839
LETMD1	0.516	1	4.30508
PEX10	0.513	1	4.2801
MLF2	0.501	1	4.18018
YTHDC1	0.501	1	4.18018
UTRN	0.495	1	4.13022
CCDC109B	0.493	1	4.11356
MYH10	0.488	1	4.07193
MAP3K7	0.487	1	4.0636
CLIC4	0.486	1	4.05527
RPAP1	0.486	1	4.05527
PLEKHA7	0.477	1	3.98033
MBNL1	0.474	1	3.95535
SERBP1	0.465	1	3.8804
SAMD1	0.458	1	3.82211
CEP55	0.457	1	3.81379
ETHE1	0.457	1	3.81379
MRPS26	0.449	1	3.74717
RAB7A	0.448	1	3.73884
MAP7D1	0.441	1	3.68055
TP53	0.44	1	3.67223
CIT	0.44	1	3.67223
PHC1	0.436	1	3.63892
GALNT1	0.435	1	3.63059
FAM120B	0.432	1	3.60561
SCMH1	0.426	1	3.55565
SRRM2	0.425	1	3.54732
GATAD2A	0.422	1	3.52234
INTS2	0.422	1	3.52234
HDDC3	0.42	1	3.50569
PSMB5	0.417	1	3.48071
GLTSCR2	0.408	1	3.40576
MGST1	0.407	1	3.39743
PRR12	0.407	1	3.39743
SPTAN1	0.4	1	3.33915
POLR3E	0.392	1	3.27253
CEP192	0.392	1	3.27253
SUCLG1	0.39	1	3.25588
ARMC1	0.39	1	3.25588
RPL19	0.389	1	3.24755
TOP3A	0.388	1	3.23922
BAZ1A	0.386	1	3.22257
RPF1	0.383	1	3.19759
GRPEL2	0.379	1	3.16428
REEP4	0.378	1	3.15595
HNRPLL	0.378	1	3.15595
NCKIPSD	0.378	1	3.15595
KIF3A	0.376	1	3.1393
KIAA1012	0.375	1	3.13097
SPATA2	0.371	1	3.09766
KIF18A	0.368	1	3.07268
CLPB	0.368	1	3.07268
POLR3B	0.367	1	3.06435
ADNP	0.366	1	3.05603
TARSL2	0.365	1	3.0477
CSNK2B	0.364	1	3.03937
ADAP1	0.362	1	3.02272
KIF1B	0.362	1	3.02272
PDLIM5	0.361	1	3.01439
ABTB2	0.359	1	2.99774
TAP1	0.358	1	2.98941
CUL7	0.358	1	2.98941
HNRNPAB	0.356	1	2.97276
WDR7	0.355	1	2.96443
ZW10	0.354	1	2.9561
NOP16	0.346	1	2.88949
PARD3	0.344	1	2.87283
NEFM	0.343	1	2.8645
SATB2	0.34	1	2.83952
HIST1H4A	0.338	1	2.82287
KIFC1	0.336	1	2.80621
MTCH2	0.333	1	2.78123
FOXP4	0.331	1	2.76458
VIM	0.33	1	2.75625
MRPL4	0.329	1	2.74793
CWF19L1	0.329	1	2.74793
TSC2	0.328	1	2.7396
RPL18A	0.326	1	2.72294
WDTC1	0.326	1	2.72294
ATM	0.325	1	2.71462
RPS5	0.323	1	2.69796
DNAJC16	0.323	1	2.69796
LSG1	0.322	1	2.68964
MLTK	0.32	1	2.67298
EDEM3	0.316	1	2.63967
KIF4A	0.313	1	2.61469
ZKSCAN4	0.312	1	2.60637
RRP1B	0.312	1	2.60637
LUC7L2	0.31	1	2.58971
PPTC7	0.309	1	2.58138
GNPAT	0.309	1	2.58138
UTP11L	0.309	1	2.58138
CYP2S1	0.308	1	2.57306
CDC42BPA	0.302	1	2.5231
RBM28	0.301	1	2.51477
SMCR7L	0.301	1	2.51477
DDT	0.3	1	2.50644
REXO4	0.3	1	2.50644
TRAF3IP2	0.299	1	2.49811
TMED2	0.299	1	2.49811
RPL27	0.299	1	2.49811
MIB2	0.298	1	2.48979
HIBCH	0.297	1	2.48146
ATL2	0.296	1	2.47313
H2AFZ	0.296	1	2.47313
RFC3	0.295	1	2.46481
DSG2	0.294	1	2.45648
ACTA2	0.293	1	2.44815
NME7	0.293	1	2.44815
HLA-B	0.292	1	2.43982
BAT2	0.291	1	2.4315
RBMS2	0.29	1	2.42317
PHLDB2	0.29	1	2.42317
SEC61A2	0.289	1	2.41484
SURF6	0.285	1	2.38154
DHRS1	0.285	1	2.38154
LPCAT1	0.285	1	2.38154
GPN1	0.282	1	2.35655
PDHA1	0.28	1	2.3399
NUBPL	0.279	1	2.33157
CDS2	0.278	1	2.32325
HTATSF1	0.277	1	2.31492
NOLC1	0.277	1	2.31492
IMP3	0.277	1	2.31492
NEFL	0.277	1	2.31492
RSAD1	0.275	1	2.29826
DDX52	0.274	1	2.28994
KDM2A	0.273	1	2.28161
KRT8	0.272	1	2.27328
CORO7	0.272	1	2.27328
RPS12	0.272	1	2.27328
PEX11B	0.268	1	2.23998
ZNF326	0.268	1	2.23998
UTP3	0.267	1	2.23165
POLR1E	0.267	1	2.23165
BCKDHB	0.267	1	2.23165
ZC3H18	0.266	1	2.22332
RAB5C	0.264	1	2.20667
HERC2	0.263	1	2.19834
CLCN7	0.262	1	2.19001
FYTTD1	0.262	1	2.19001
ZKSCAN1	0.262	1	2.19001
RPL8	0.261	1	2.18169
ATP5C1	0.26	1	2.17336
GSG2	0.257	1	2.14838
DDX56	0.257	1	2.14838
POM121	0.256	1	2.14005
DYNLL1	0.255	1	2.13172
PYCR1	0.255	1	2.13172
POLR2C	0.254	1	2.1234
JUP	0.253	1	2.11507
RAB33B	0.252	1	2.10674
C20ORF24	0.251	1	2.09842
HIST1H3A	0.25	1	2.09009
IMP4	0.25	1	2.09009
ATP5A1	0.249	1	2.08176
PCCB	0.247	1	2.06511
PYCR2	0.246	1	2.05678
GPT2	0.246	1	2.05678
SUN1	0.245	1	2.04845
KATNA1	0.244	1	2.04013
AUP1	0.243	1	2.0318
CTBP1	0.241	1	2.01515
PCCA	0.241	1	2.01515
ZFR	0.24	1	2.00682
FAM57A	0.239	1	1.99849
CDC20	0.239	1	1.99849
RAB10	0.239	1	1.99849
CYP20A1	0.238	1	1.99016
MYO1D	0.237	1	1.98184
DDX21	0.237	1	1.98184
ERCC4	0.236	1	1.97351
RACGAP1	0.233	1	1.94853
C21ORF57	0.231	1	1.93187
NKAP	0.229	1	1.91522
ANKRD27	0.227	1	1.89857
ATAD5	0.226	1	1.89024
PFN2	0.225	1	1.88191
MT-ND4	0.224	1	1.87359
MBLAC2	0.223	1	1.86526
NHP2L1	0.223	1	1.86526
RPS26	0.222	1	1.85693
DDX27	0.222	1	1.85693
ACTC1	0.221	1	1.8486
ZNF362	0.221	1	1.8486
HUS1	0.221	1	1.8486
NDUFS7	0.22	1	1.84028
KIAA1543	0.22	1	1.84028
ZNF214	0.219	1	1.83195
RPL31	0.219	1	1.83195
KIAA0406	0.219	1	1.83195
ZNF146	0.219	1	1.83195
ISG20L2	0.218	1	1.82362
INA	0.217	1	1.8153
RAB11FIP2	0.217	1	1.8153
CRAT	0.214	1	1.79031
ECT2	0.214	1	1.79031
EMD	0.213	1	1.78199
CTSC	0.212	1	1.77366
ZNF195	0.211	1	1.76533
MEX3A	0.209	1	1.74868
WDR33	0.209	1	1.74868
ADRM1	0.209	1	1.74868
SFPQ	0.208	1	1.74035
DCXR	0.208	1	1.74035
ARMC10	0.207	1	1.73203
RRP12	0.207	1	1.73203
HNRNPA3	0.206	1	1.7237
NOP58	0.206	1	1.7237
HNRNPH3	0.205	1	1.71537
HARS2	0.205	1	1.71537
NOP56	0.205	1	1.71537
HSD17B10	0.204	1	1.70704
GPS1	0.203	1	1.69872
DEF	0.203	1	1.69872
ZC3H14	0.203	1	1.69872
EIF2AK4	0.202	1	1.69039
PRPF4B	0.202	1	1.69039
PRKD2	0.202	1	1.69039
SMG1	0.2	1	1.67374
RMI2	0.198	1	1.65708
NOL10	0.198	1	1.65708
EIF2B3	0.198	1	1.65708
AVL9	0.196	1	1.64043
AGAP3	0.195	1	1.6321
NRAS	0.195	1	1.6321
GTF2H2	0.195	1	1.6321
DNAJA2	0.194	1	1.62377
YY1	0.194	1	1.62377
FMNL2	0.194	1	1.62377
RAP1A	0.194	1	1.62377
BYSL	0.193	1	1.61545
NUMB	0.191	1	1.59879
RAB3B	0.191	1	1.59879
STK39	0.191	1	1.59879
FBXO9	0.191	1	1.59879
C8ORF38	0.191	1	1.59879
HP1BP3	0.19	1	1.59047
BCLAF1	0.189	1	1.58214
LBR	0.189	1	1.58214
CWC22	0.189	1	1.58214
TNRC18	0.188	1	1.57381
THUMPD2	0.188	1	1.57381
POLR2J	0.188	1	1.57381
SNRPB	0.186	1	1.55716
TAP2	0.184	1	1.5405
RAP2B	0.184	1	1.5405
RPL26	0.182	1	1.52385
GNS	0.181	1	1.51552
RTN4	0.181	1	1.51552
MBD3	0.181	1	1.51552
PGAM5	0.18	1	1.5072
RHOA	0.18	1	1.5072
CSTF3	0.179	1	1.49887
RAB35	0.178	1	1.49054
DHX9	0.177	1	1.48221
NOC2L	0.176	1	1.47389
RAB12	0.175	1	1.46556
NSUN4	0.174	1	1.45723
WLS	0.173	1	1.44891
MRPL47	0.171	1	1.43225
RPL26L1	0.17	1	1.42392
EDC3	0.17	1	1.42392
RAB8A	0.17	1	1.42392
CBX8	0.17	1	1.42392
ZNF629	0.169	1	1.4156
SEC11C	0.169	1	1.4156
ZNF512	0.168	1	1.40727
UTP6	0.168	1	1.40727
WDR75	0.168	1	1.40727
PTPN14	0.167	1	1.39894
FLOT2	0.167	1	1.39894
FN1	0.167	1	1.39894
USP36	0.166	1	1.39062
CUL2	0.166	1	1.39062
PKM2	0.166	1	1.39062
ZC3H11A	0.165	1	1.38229
SLC25A46	0.165	1	1.38229
ARID1A	0.165	1	1.38229
KIF23	0.163	1	1.36564
RFK	0.163	1	1.36564
DDX10	0.163	1	1.36564
NOC3L	0.162	1	1.35731
TAF6L	0.162	1	1.35731
ETFA	0.162	1	1.35731
ACAT1	0.162	1	1.35731
SPNS1	0.16	1	1.34065
CTBP2	0.16	1	1.34065
SLC7A5	0.159	1	1.33233
SFRS17A	0.159	1	1.33233
SUMO1	0.158	1	1.324
EDC4	0.158	1	1.324
RPL7A	0.158	1	1.324
HSPA1A	0.158	1	1.324
ACOT8	0.158	1	1.324
KIF5B	0.157	1	1.31567
KPNA3	0.157	1	1.31567
LCLAT1	0.156	1	1.30735
YIPF5	0.156	1	1.30735
C1ORF103	0.156	1	1.30735
PPP1CA	0.155	1	1.29902
PRPF6	0.155	1	1.29902
TAF9	0.155	1	1.29902
TOR1AIP2	0.154	1	1.29069
KIF16B	0.154	1	1.29069
FERMT2	0.153	1	1.28237
FTSJ3	0.153	1	1.28237
GSTCD	0.152	1	1.27404
RPS20	0.151	1	1.26571
RAB2B	0.151	1	1.26571
MAP2K7	0.15	1	1.25738
MAGT1	0.15	1	1.25738
MKI67	0.15	1	1.25738
ZNF295	0.149	1	1.24906
LARP1B	0.149	1	1.24906
C1ORF124	0.149	1	1.24906
KIF5C	0.149	1	1.24906
VRK3	0.149	1	1.24906
NAT10	0.149	1	1.24906
SENP8	0.149	1	1.24906
PSMA1	0.148	1	1.24073
WDR19	0.148	1	1.24073
GTPBP4	0.148	1	1.24073
RDH11	0.148	1	1.24073
IQCB1	0.148	1	1.24073
RAB5B	0.148	1	1.24073
HBS1L	0.147	1	1.2324
TAF9B	0.147	1	1.2324
KIF13B	0.147	1	1.2324
SF3B1	0.146	1	1.22408
DDX18	0.146	1	1.22408
RRP8	0.146	1	1.22408
RAB18	0.146	1	1.22408
PTPLB	0.145	1	1.21575
HDDC2	0.145	1	1.21575
NARS2	0.145	1	1.21575
SLC25A10	0.144	1	1.20742
AP2S1	0.144	1	1.20742
AURKB	0.144	1	1.20742
ERBB2IP	0.143	1	1.19909
HNRNPA1	0.142	1	1.19077
GPATCH8	0.142	1	1.19077
LYN	0.142	1	1.19077
AHCTF1	0.142	1	1.19077
SMEK2	0.141	1	1.18244
RPL35A	0.141	1	1.18244
TOMM40L	0.14	1	1.17411
EI24	0.14	1	1.17411
RP9	0.139	1	1.16579
KRT18	0.139	1	1.16579
DHTKD1	0.139	1	1.16579
POLR1A	0.138	1	1.15746
MAD2L1BP	0.138	1	1.15746
ATP5B	0.138	1	1.15746
SLC3A2	0.138	1	1.15746
YTHDF2	0.137	1	1.14913
PRPF40A	0.137	1	1.14913
CBX4	0.137	1	1.14913
TMEM85	0.137	1	1.14913
WRN	0.136	1	1.14081
RCL1	0.136	1	1.14081
CTR9	0.136	1	1.14081
SLC25A30	0.136	1	1.14081
RAE1	0.135	1	1.13248
ORMDL1	0.134	1	1.12415
RBMS1	0.134	1	1.12415
ORMDL3	0.134	1	1.12415
KIAA0391	0.134	1	1.12415
MRPS25	0.133	1	1.11582
SMG8	0.133	1	1.11582
NOMO1	0.133	1	1.11582
RBM15	0.133	1	1.11582
DVL1	0.133	1	1.11582
RBM39	0.133	1	1.11582
PIGA	0.133	1	1.11582
NCDN	0.132	1	1.1075
DNAH5	0.132	1	1.1075
SAP18	0.132	1	1.1075
SYNE2	0.132	1	1.1075
DDX3X	0.132	1	1.1075
CDC42BPB	0.132	1	1.1075
SMCHD1	0.132	1	1.1075
NUMA1	0.131	1	1.09917
ELAVL1	0.131	1	1.09917
MORC2	0.131	1	1.09917
TRAM1	0.131	1	1.09917
HIST1H2BK	0.131	1	1.09917
MED1	0.131	1	1.09917
RAB8B	0.13	1	1.09084
ATAD1	0.13	1	1.09084
CEBPZ	0.13	1	1.09084
RPL22L1	0.129	1	1.08252
AUTS2	0.129	1	1.08252
NUSAP1	0.128	1	1.07419
DPCD	0.128	1	1.07419
ZBTB10	0.127	1	1.06586
CARS	0.127	1	1.06586
MUT	0.127	1	1.06586
MYBBP1A	0.127	1	1.06586
RB1	0.127	1	1.06586
PTPN2	0.127	1	1.06586
ZNF512B	0.127	1	1.06586
PHF6	0.126	1	1.05753
GRWD1	0.126	1	1.05753
SSR1	0.125	1	1.04921
TYK2	0.125	1	1.04921
PRMT5	0.124	1	1.04088
NKRF	0.124	1	1.04088
ATL3	0.124	1	1.04088
RPP14	0.124	1	1.04088
ALDH4A1	0.124	1	1.04088
DDX20	0.123	1	1.03255
STARD9	0.123	1	1.03255
PC	0.123	1	1.03255
GPR50	0.122	1	1.02423
MSI2	0.122	1	1.02423
LYPLA1	0.122	1	1.02423
ATP2A2	0.122	1	1.02423
TRIM25	0.122	1	1.02423
SPCS3	0.122	1	1.02423
SCPEP1	0.121	1	1.0159
MATR3	0.121	1	1.0159
GPX8	0.121	1	1.0159
ZNF574	0.121	1	1.0159
SEC16A	0.12	1	1.00757
DRG1	0.12	1	1.00757
RAB11B	0.12	1	1.00757
SEC11A	0.12	1	1.00757
PGRMC1	0.119	1	0.999246
PHF3	0.119	1	0.999246
SLC16A1	0.119	1	0.999246
PSMD4	0.119	1	0.999246
ACOT9	0.119	1	0.999246
DDX50	0.119	1	0.999246
ABCE1	0.119	1	0.999246
ARHGAP8	0.118	1	0.990919
LARP1	0.118	1	0.990919
EXO1	0.118	1	0.990919
ZNF414	0.118	1	0.990919
PSMA2	0.118	1	0.990919
OAT	0.117	1	0.982591
FARP2	0.117	1	0.982591
ARL1	0.117	1	0.982591
OXA1L	0.116	1	0.974264
PGM3	0.116	1	0.974264
CRKL	0.116	1	0.974264
RPL37A	0.116	1	0.974264
UHRF1	0.116	1	0.974264
SCO2	0.116	1	0.974264
LMAN1	0.115	1	0.965937
ATP5F1	0.115	1	0.965937
RPL14	0.115	1	0.965937
ESYT2	0.115	1	0.965937
RPL27A	0.115	1	0.965937
NUPL1	0.114	1	0.95761
ATIC	0.114	1	0.95761
GPX1	0.114	1	0.95761
SLC25A1	0.114	1	0.95761
DHCR7	0.114	1	0.95761
AK3	0.114	1	0.95761
NUP98	0.114	1	0.95761
SRPRB	0.114	1	0.95761
RAB2A	0.114	1	0.95761
ESPL1	0.114	1	0.95761
RPL36A	0.113	1	0.949283
U2AF1	0.113	1	0.949283
HNRNPM	0.113	1	0.949283
SPEN	0.113	1	0.949283
OSGEP	0.113	1	0.949283
TMEM14C	0.113	1	0.949283
UBE2M	0.112	1	0.940956
SRRT	0.112	1	0.940956
ABCC1	0.112	1	0.940956
CPSF7	0.112	1	0.940956
RBBP6	0.112	1	0.940956
THOC3	0.112	1	0.940956
RAC1	0.112	1	0.940956
PRKAR2B	0.112	1	0.940956
GTF2H3	0.111	1	0.932629
ACTB	0.111	1	0.932629
FTSJ2	0.111	1	0.932629
GRB2	0.111	1	0.932629
EIF4E	0.111	1	0.932629
RANBP2	0.111	1	0.932629
RAB1B	0.111	1	0.932629
SLC7A1	0.111	1	0.932629
TMEM11	0.111	1	0.932629
ATG9A	0.11	1	0.924302
FMNL3	0.11	1	0.924302
PRDX3	0.11	1	0.924302
ZNF480	0.109	1	0.915975
TMPO	0.109	1	0.915975
GGH	0.108	1	0.907648
TRRAP	0.108	1	0.907648
KIAA0892	0.108	1	0.907648
ATR	0.108	1	0.907648
RPLP2	0.108	1	0.907648
COX4NB	0.108	1	0.907648
RING1	0.108	1	0.907648
PCK2	0.108	1	0.907648
DPY19L1	0.107	1	0.899321
TAF5	0.107	1	0.899321
TTN	0.106	1	0.890994
DDX51	0.106	1	0.890994
EXOC4	0.106	1	0.890994
EIF3C	0.106	1	0.890994
DYNLT1	0.106	1	0.890994
UTP15	0.105	1	0.882667
EIF3I	0.105	1	0.882667
DALRD3	0.105	1	0.882667
MTA1	0.104	1	0.87434
DHRS7B	0.104	1	0.87434
DNAJC10	0.104	1	0.87434
MTA2	0.103	1	0.866013
RAB22A	0.103	1	0.866013
CDC25C	0.103	1	0.866013
SDHB	0.103	1	0.866013
SCP2	0.103	1	0.866013
COASY	0.103	1	0.866013
MFN2	0.102	1	0.857686
ANKLE2	0.102	1	0.857686
DECR2	0.102	1	0.857686
RBM7	0.102	1	0.857686
POLRMT	0.102	1	0.857686
ATP6V1C1	0.102	1	0.857686
HEATR1	0.102	1	0.857686
HNRNPC	0.101	1	0.849359
PAPSS2	0.101	1	0.849359
ANXA6	0.101	1	0.849359
MEMO1	0.101	1	0.849359
MED23	0.101	1	0.849359
ZNF8	0.101	1	0.849359
GNL3	0.101	1	0.849359
RBM12	0.101	1	0.849359
AIMP2	0.101	1	0.849359
DHCR24	0.1	1	0.841032
NIPBL	0.099	1	0.832705
LEMD3	0.099	1	0.832705
METT11D1	0.099	1	0.832705
ANKRD17	0.099	1	0.832705
HMGCL	0.099	1	0.832705
MCCC1	0.098	1	0.824378
DHX37	0.097	1	0.816051
PAXIP1	0.097	1	0.816051
TECR	0.096	1	0.807724
KIF2A	0.096	1	0.807724
VDAC2	0.096	1	0.807724
GTPBP10	0.096	1	0.807724
PIGU	0.096	1	0.807724
SAR1B	0.096	1	0.807724
CLCN3	0.095	1	0.799396
GLDC	0.095	1	0.799396
STAG2	0.095	1	0.799396
HIST1H2BJ	0.095	1	0.799396
NOL11	0.095	1	0.799396
PRUNE	0.095	1	0.799396
TRUB2	0.094	1	0.791069
DYNLRB1	0.094	1	0.791069
ZNF121	0.094	1	0.791069
TBL2	0.094	1	0.791069
PTCD3	0.094	1	0.791069
WHSC2	0.094	1	0.791069
CCNT1	0.094	1	0.791069
MEPCE	0.094	1	0.791069
COMT	0.094	1	0.791069
WDR6	0.093	1	0.782742
RPS11	0.093	1	0.782742
TIMM23	0.093	1	0.782742
RAB5A	0.093	1	0.782742
RCC2	0.092	1	0.774415
ABCC4	0.092	1	0.774415
SFXN1	0.092	1	0.774415
SLC25A35	0.092	1	0.774415
HAX1	0.091	1	0.766088
RPL23A	0.091	1	0.766088
GNAI3	0.091	1	0.766088
RAB6A	0.091	1	0.766088
UTP14A	0.091	1	0.766088
SCML2	0.09	1	0.757761
C2ORF47	0.09	1	0.757761
EIF2S2	0.09	1	0.757761
PARS2	0.09	1	0.757761
SFRS9	0.09	1	0.757761
ITPR3	0.09	1	0.757761
NDUFA7	0.09	1	0.757761
DSP	0.089	1	0.749434
PSMD2	0.089	1	0.749434
CTSB	0.089	1	0.749434
SETD1A	0.089	1	0.749434
BCR	0.089	1	0.749434
SLC25A25	0.089	1	0.749434
RAB1A	0.089	1	0.749434
STOM	0.089	1	0.749434
RARS2	0.089	1	0.749434
CBX2	0.089	1	0.749434
SPTBN1	0.088	1	0.741107
RPL36AL	0.088	1	0.741107
PAICS	0.088	1	0.741107
SLC25A40	0.088	1	0.741107
DKC1	0.088	1	0.741107
WIZ	0.088	1	0.741107
SDHA	0.087	1	0.73278
SMARCAD1	0.087	1	0.73278
TMED5	0.087	1	0.73278
SFRS14	0.087	1	0.73278
MAN1B1	0.087	1	0.73278
POLR3A	0.087	1	0.73278
ZNF192	0.086	1	0.724453
PPFIA1	0.086	1	0.724453
MAPK9	0.086	1	0.724453
ARAF	0.086	1	0.724453
ERCC1	0.086	1	0.724453
RPS8	0.086	1	0.724453
MAPK14	0.086	1	0.724453
STRBP	0.086	1	0.724453
ZNF143	0.085	1	0.716126
HIST1H1C	0.085	1	0.716126
MRPL11	0.085	1	0.716126
AK3L1	0.085	1	0.716126
GNAI2	0.085	1	0.716126
ACTR5	0.085	1	0.716126
ABCF1	0.084	1	0.707799
HIST1H2AB	0.084	1	0.707799
HIST2H2AC	0.084	1	0.707799
AKAP8L	0.084	1	0.707799
PBRM1	0.084	1	0.707799
MASTL	0.084	1	0.707799
SNRPD1	0.084	1	0.707799
G6PD	0.084	1	0.707799
IDE	0.084	1	0.707799
GOSR2	0.083	1	0.699472
PDF	0.083	1	0.699472
SBDS	0.083	1	0.699472
MRTO4	0.083	1	0.699472
SSRP1	0.083	1	0.699472
NUP205	0.083	1	0.699472
ARL5B	0.083	1	0.699472
HM13	0.082	1	0.691145
PRKAR2A	0.082	1	0.691145
ZYG11B	0.082	1	0.691145
FAM126A	0.082	1	0.691145
DDX54	0.082	1	0.691145
TOMM40	0.081	1	0.682818
CIZ1	0.081	1	0.682818
NUP155	0.081	1	0.682818
COMMD2	0.081	1	0.682818
EFHD1	0.081	1	0.682818
MRPS5	0.081	1	0.682818
PRDX1	0.081	1	0.682818
NCLN	0.081	1	0.682818
FIGNL1	0.081	1	0.682818
RAD9A	0.081	1	0.682818
URB1	0.08	1	0.674491
EEF1G	0.08	1	0.674491
C19ORF25	0.08	1	0.674491
