name	logFC	P.Value	t	TFDatabase
NDST1	0.141717	0.526224650522076	0.660885	absent
HLTF	0.141702	0.636882232402362	0.489519	absent
RCL1	0.141262	0.757319373287283	0.319166	absent
HNRNPC	0.141167	0.711086799763112	0.383074	absent
SOX2	0.141138	0.692319518066792	0.409499	absent
QKI	0.141068	0.467650052511885	0.760351	absent
CEP290	0.140953	0.49399158964067	0.714699	absent
BYSL	0.140872	0.530535158898248	0.653843	absent
PCYT1A	0.140499	0.774299725622064	0.296065	absent
PCYT1B	0.140499	0.774299725622064	0.296065	absent
ANKFY1	0.140188	0.616844841263162	0.519272	absent
GOLPH3	0.139931	0.662977658621448	0.45146	absent
LIN28A	0.139677	0.56827304251517	0.593591	absent
PPIL1	0.139612	0.77698534359029	0.292428	absent
MCM3	0.139409	0.68627270612896	0.41808	absent
MEPCE	0.13931	0.512613232409817	0.683353	absent
KRT34	0.138554	0.875202441328615	0.161864	absent
CCDC9	0.138372	0.485812134752315	0.728703	absent
JUNB	0.137806	0.736709969838214	0.34746	absent
GNPAT	0.137776	0.781073502942955	0.286899	absent
TPR	0.137749	0.691887933031945	0.41011	absent
OBI1	0.137736	0.723911269066213	0.365186	absent
ATAD2B	0.137645	0.718010596346325	0.3734	absent
RFC2	0.137546	0.632956113750198	0.495311	absent
PIGH	0.137347	0.782878712144016	0.284461	absent
ZNF800	0.137326	0.589745452331412	0.560326	absent
MDN1	0.137307	0.419190463971152	0.849007	absent
MRPL1	0.137274	0.505949396331029	0.694488	absent
FAM98A	0.137207	0.71220844609729	0.381504	absent
COG8	0.136851	0.744224265117033	0.33711	absent
SNRNP48	0.13677	0.641663646577613	0.482489	absent
BRAT1	0.136459	0.82253597785022	0.231337	absent
OAT	0.136308	0.801630112618558	0.259241	absent
GFER	0.136283	0.454182566617786	0.784343	absent
C18orf25	0.136255	0.740710976928142	0.341944	absent
PCBP4	0.135864	0.74582393735313	0.334911	absent
SENP1	0.135822	0.584624962998367	0.568197	absent
RTF1	0.135656	0.361180884488913	0.965139	absent
FOXC1	0.135647	0.711485932233317	0.382515	absent
SSBP1	0.135632	0.728687488148993	0.358556	absent
RNF168	0.135383	0.624248211466796	0.508222	absent
HMGCR	0.135315	0.801734986464401	0.259101	absent
LUC7L2	0.135198	0.671150494160782	0.439688	absent
BRD9	0.134918	0.584503587711305	0.568384	absent
HNRNPCL2	0.134791	0.729545332437657	0.357368	absent
NKX2-5	0.134506	0.28234253805512	1.147919	absent
HNRNPA1L3	0.134411	0.6618580893382	0.453078	absent
HNRNPA1	0.13432	0.725148552135531	0.363467	absent
MRPS9	0.134284	0.76742152923265	0.305401	absent
RPS6KB2	0.133769	0.663863900935398	0.45018	absent
TADA3	0.133756	0.747103938610376	0.333154	absent
CBX3	0.133704	0.832320288929349	0.218347	absent
TRIM26	0.133405	0.715723038308671	0.376592	absent
RPL35	0.133364	0.631620573370072	0.497285	absent
NAA16	0.132927	0.747709453838188	0.332323	absent
KLC2	0.132623	0.430965084038197	0.826849	absent
LSM1	0.132441	0.833545285501239	0.216724	absent
USP54	0.132396	0.552234018045209	0.618904	absent
HDGF	0.132128	0.734776208372622	0.350131	absent
RANBP6	0.132098	0.823763377178898	0.229705	absent
NUDC	0.132033	0.817273289013103	0.238342	absent
CHD4	0.131863	0.537811751656649	0.642034	absent
ZNF579	0.131862	0.637677177079728	0.488349	absent
BLM	0.131442	0.553518644202534	0.616861	absent
RPS17	0.131398	0.522086683757242	0.667677	absent
LMAN2	0.131309	0.613390281195782	0.524452	absent
EIF3G	0.13084	0.728007691363543	0.359499	absent
DIDO1	0.130625	0.392161498738684	0.901574	absent
ACTN4	0.130585	0.764321614365574	0.309618	absent
AASDHPPT	0.130471	0.831888539984567	0.21892	absent
E2F5	0.130387	0.719569374111826	0.371227	absent
RNF138	0.130384	0.472314923480976	0.752148	absent
GCDH	0.130301	0.802638554780482	0.25789	absent
CEP55	0.130283	0.753671449084785	0.324153	absent
PHF3	0.130233	0.407967075276349	0.870535	absent
MRPL28	0.130109	0.780316097807188	0.287922	absent
NPM3	0.130092	0.757163842431764	0.319378	absent
NFYC	0.130044	0.68285512503264	0.422944	absent
RBM20	0.130042	0.595503916499182	0.551519	absent
UBQLN1	0.129993	0.771405181394085	0.29999	absent
SRP54	0.129713	0.794682317984221	0.268563	absent
MASTL	0.129643	0.529665954088185	0.65526	absent
RAC1	0.129466	0.78864833850534	0.27668	absent
RAC2	0.129466	0.78864833850534	0.27668	absent
RAC3	0.129466	0.78864833850534	0.27668	absent
CDC5L	0.129236	0.579925496747273	0.575454	absent
ZC3H14	0.129185	0.519092421739576	0.672613	absent
C2orf80	0.129175	0.830213007638854	0.221141	absent
CEP135	0.129019	0.630635746541224	0.498743	absent
PAX2	0.128953	0.816487601250329	0.239388	absent
LENG8	0.128909	0.706817682444022	0.389059	absent
SPRR1A	0.128237	0.829345669026185	0.222292	absent
SPRR1B	0.128237	0.829345669026185	0.222292	absent
HSPA8	0.127871	0.728203356368357	0.359228	absent
PCMT1	0.127868	0.733135906790904	0.352398	absent
GTF2F2	0.127674	0.437891149925938	0.81401	absent
PPP1R18	0.127627	0.605596582690334	0.536194	absent
YWHAQ	0.127299	0.805512076798115	0.254043	absent
RANBP3	0.127286	0.763808981673305	0.310315	absent
ID4	0.126851	0.714827817018501	0.377842	absent
LSM2	0.126736	0.557631704508244	0.610339	absent
WAPL	0.12664	0.556775119345595	0.611695	absent
EIF4A3	0.126396	0.813939438004355	0.242786	absent
RNASEH2B	0.126384	0.793354326323948	0.270348	absent
RFC1	0.126279	0.546600764604741	0.627896	absent
XIAP	0.126258	0.813106650187794	0.243897	absent
XPNPEP2	0.126246	0.86392764576641	0.176651	absent
ZMAT5	0.125996	0.643156386399572	0.4803	absent
NSL1	0.125882	0.667662221014113	0.444704	absent
LMNB2	0.125772	0.581879708812227	0.572432	absent
POU3F2	0.125705	0.728161210139871	0.359286	absent
ABCE1	0.125669	0.829197217496912	0.222489	absent
CHERP	0.125312	0.628072179674658	0.502541	absent
AMFR	0.125079	0.765312711088043	0.308269	absent
NACC1	0.124943	0.658726656971065	0.45761	absent
DLG3	0.124464	0.728910022994111	0.358248	absent
NCOR2	0.124429	0.399075039806308	0.88789	absent
GABARAPL2	0.124351	0.639280224169245	0.48599	absent
ZCCHC8	0.124342	0.719756500671648	0.370967	absent
S100A2	0.123933	0.875874600855319	0.160984	absent
ORC4	0.123877	0.750391266936649	0.328645	absent
CEBPZ	0.123756	0.570869140564267	0.589532	absent
PHIP	0.12364	0.371436342741478	0.94367	absent
CSTF3	0.123557	0.776650162849605	0.292881	absent
ELOB	0.123525	0.881977082602615	0.152998	absent
RNF181	0.123036	0.720105671757966	0.37048	absent
CCDC8	0.123013	0.608844041829544	0.531291	absent
VPS4A	0.122932	0.704913567643546	0.391733	absent
TAF1	0.122863	0.702259860647947	0.395465	absent
TAF1L	0.122863	0.702259860647947	0.395465	absent
ZDBF2	0.122727	0.624760106479142	0.507461	absent
TRMT10C	0.122718	0.767245422304936	0.30564	absent
TBK1	0.122689	0.721721887111261	0.36823	absent
EXOSC9	0.122305	0.679826942149446	0.427263	absent
PRPF4	0.122221	0.778489407663481	0.290392	absent
SAFB2	0.122181	0.854420686821047	0.189153	absent
STK26	0.12214	0.80300125479535	0.257404	absent
FAM3C	0.122134	0.437785732033587	0.814204	absent
CBFB	0.121971	0.755959148193467	0.321024	absent
DLX5	0.121907	0.613266544915844	0.524638	absent
NDUFAB1	0.121876	0.644855096270911	0.477812	absent
MT-ND3	0.121746	0.698041105006518	0.401411	absent
ATG3	0.121723	0.820078074975833	0.234607	absent
ATP6V1A	0.121722	0.705845359161348	0.390424	absent
CSTF2	0.121414	0.779868702265937	0.288527	absent
CTNNBL1	0.121173	0.542621000459657	0.634281	absent
IMP4	0.121026	0.80995755698393	0.248101	absent
DNAJC3	0.120996	0.804786726528999	0.255014	absent
NIPBL	0.120946	0.517962953703472	0.674479	absent
LANCL2	0.12089	0.809015355517389	0.249359	absent
KIFBP	0.120834	0.809401739460254	0.248843	absent
CLPX	0.120795	0.67731731608654	0.43085	absent
HPS6	0.120645	0.797773555967895	0.264412	absent
SOX12	0.120576	0.839461943294518	0.208892	absent
ZC3H11B	0.120467	0.606916658435616	0.534199	absent
NDC80	0.120442	0.72014360388407	0.370427	absent
GMEB1	0.120347	0.73660097451155	0.347611	absent
TXN	0.120253	0.695772214551174	0.404615	absent
FBXO21	0.120105	0.81099202676559	0.246719	absent
PPP2R1A	0.120104	0.828373249917495	0.223582	absent
MMTAG2	0.120072	0.68539066309621	0.419334	absent
TCEAL1	0.119957	0.757343422779056	0.319133	absent
TTF2	0.119344	0.801506357931512	0.259407	absent
ZNF512	0.119164	0.816231219565263	0.23973	absent
CCDC106	0.119127	0.721883527421138	0.368005	absent
GATAD2B	0.119051	0.480222276967299	0.738361	absent
SGTA	0.118763	0.691491279678254	0.410672	absent
LIN28B	0.118729	0.596888705782193	0.549408	absent
H2AZ1	0.118704	0.445701361103108	0.799696	absent
H2AZ2	0.118704	0.445701361103108	0.799696	absent
CREB1	0.118698	0.776440230520365	0.293165	absent
ARMC5	0.118542	0.754169859722296	0.323471	absent
PAX3	0.118218	0.706350199817233	0.389715	absent
MRPS17	0.118043	0.810605543153301	0.247235	absent
GSPT1	0.118013	0.777398886426865	0.291868	absent
H6PD	0.117868	0.781659716095496	0.286107	absent
ZFC3H1	0.11784	0.353223469864615	0.982111	absent
RBM12B	0.117832	0.798059240565965	0.264029	absent
SAMD11	0.117832	0.827975272217452	0.224111	absent
ACIN1	0.117694	0.401825843843066	0.882492	absent
TOX2	0.117614	0.531251111748314	0.652677	absent
TOX3	0.117614	0.531251111748314	0.652677	absent
TOX4	0.117614	0.531251111748314	0.652677	absent
HNRNPA1L2	0.117485	0.808780674698262	0.249673	absent
NKAP	0.117414	0.784456518402571	0.282331	absent
EEF1G	0.117277	0.787313916408497	0.278478	absent
ATXN10	0.117195	0.833801076118435	0.216385	absent
LPCAT2	0.117014	0.763226087304523	0.311109	absent
SCAF11	0.116709	0.699071308584536	0.399957	absent
SMARCB1	0.116545	0.811547404629559	0.245978	absent
PTBP3	0.116544	0.805229457200756	0.254422	absent
ZMYM4	0.116297	0.376912756883198	0.932383	absent
SON	0.115954	0.629192293886248	0.500881	absent
PPP2R1B	0.115893	0.778564856747936	0.29029	absent
ZBTB14	0.115699	0.630238955794671	0.49933	absent
EEF1D	0.115594	0.871937041196344	0.166142	absent
DACH2	0.115467	0.714174162475119	0.378756	absent
SF3A2	0.115406	0.634253118533489	0.493396	absent
SNX6	0.115287	0.730630184241548	0.355865	absent
HDGFL2	0.115074	0.721545016788048	0.368476	absent
CDT1	0.114969	0.73717843598295	0.346814	absent
USP9Y	0.114822	0.78375060018655	0.283284	absent
HELLS	0.1148	0.645922299834183	0.47625	absent
C17orf75	0.114757	0.852571094361873	0.191589	absent
DLX1	0.1147	0.566143431569233	0.596928	absent
TCF12	0.114306	0.654977923212799	0.463049	absent
CCDC88A	0.114199	0.604520905763903	0.537821	absent
TPRN	0.114178	0.718006503273438	0.373406	absent
PAIP2B	0.114048	0.829369557565922	0.22226	absent
NEFM	0.113924	0.877935514685543	0.158285	absent
BTN2A1	0.113828	0.743159208672488	0.338574	absent
BTN2A2	0.113828	0.743159208672488	0.338574	absent
RANBP9	0.11381	0.720322743767913	0.370178	absent
ARHGAP22	0.113765	0.454321343582164	0.784093	absent
FOXA1	0.113644	0.724153651843368	0.364849	absent
TP53BP1	0.113539	0.813955496880371	0.242764	absent
NSUN2	0.113421	0.778521072980991	0.290349	absent
HSP90AA5P	0.113357	0.691408526098952	0.41079	absent
ATAD2	0.11276	0.698001337355383	0.401467	absent
AIMP2	0.112077	0.557015719921289	0.611314	absent
SIN3A	0.111931	0.400208679631505	0.885662	absent
TSPAN11	0.111863	0.619711767649653	0.514985	absent
NUP50	0.111667	0.53219967076876	0.651133	absent
GDPD1	0.111504	0.842214940113168	0.205253	absent
MGA	0.111376	0.313515032781162	1.071419	absent
CHD1	0.111222	0.791039636056985	0.273461	absent
MCM4	0.110829	0.805058803321992	0.25465	absent
URB1	0.110764	0.7034872080141	0.393738	absent
CHML	0.110701	0.720017229558236	0.370603	absent
PRPF40A	0.110407	0.642293890938702	0.481565	absent
POLA1	0.110377	0.741866891810105	0.340353	absent
RBM38	0.110321	0.82506067437742	0.227981	absent
CBX1	0.110247	0.88864006403138	0.144291	absent
CIAPIN1	0.11009	0.749727909326785	0.329554	absent
HMX1	0.109947	0.60543159666759	0.536443	absent
LCOR	0.109927	0.670954931998069	0.439969	absent
SETDB1	0.109805	0.577038507901564	0.579928	absent
OBSL1	0.109792	0.699037194041783	0.400005	absent
ANGEL1	0.10973	0.446424388900104	0.798379	absent
VPS72	0.109683	0.76295959181601	0.311472	absent
RPL36	0.109507	0.711934971371614	0.381887	absent
RBM34	0.109271	0.678182864971322	0.429612	absent
NPLOC4	0.109229	0.864544544495839	0.175841	absent
SLC25A6	0.10909	0.823454564099544	0.230116	absent
CENPC	0.108944	0.68810543491612	0.415475	absent
ZNRF2	0.108726	0.536323635237441	0.644441	absent
CNOT11	0.1086	0.808522117403363	0.250018	absent
RPS18	0.10858	0.749623046388285	0.329698	absent
RABEP2	0.108575	0.844757423862851	0.201894	absent
SRSF11	0.108496	0.631527240677266	0.497423	absent
MRPS27	0.108267	0.724662209984922	0.364142	absent
PSMC4	0.108117	0.876829237247787	0.159734	absent
CPSF4	0.108027	0.825038438897879	0.228011	absent
PRPF4B	0.107831	0.756688829407523	0.320027	absent
ZNF609	0.107749	0.65942156302701	0.456603	absent
USP5	0.107396	0.817466257112351	0.238085	absent
YWHAH	0.107286	0.484802816890619	0.730442	absent
SETD1A	0.107012	0.471423179406762	0.753712	absent
ADPGK	0.106801	0.808623588212123	0.249883	absent
SRP14	0.106785	0.574719994184263	0.583531	absent
TMUB2	0.106625	0.726732514560891	0.361268	absent
CHAF1A	0.10656	0.704888408958787	0.391768	absent
YLPM1	0.106532	0.71085701694134	0.383396	absent
PPIB	0.106396	0.781564963572611	0.286235	absent
XRCC6	0.106286	0.80516635748844	0.254506	absent
ANXA11	0.10628	0.844493406114991	0.202243	absent
NCOA5	0.106095	0.511435019235199	0.685315	absent
TFB2M	0.106001	0.829612474062625	0.221938	absent
CTDP1	0.105734	0.796972032408488	0.265488	absent
SPEN	0.10562	0.702551934540757	0.395054	absent
ARF6	0.105597	0.848141646764038	0.197428	absent
DOHH	0.105208	0.798784481439004	0.263056	absent
NOL11	0.105004	0.823057739699716	0.230643	absent
NSMCE3	0.104682	0.67020495683126	0.441047	absent
DAPK3	0.104591	0.829417028656267	0.222197	absent
DEK	0.104292	0.549514778474662	0.623238	absent
LYRM7	0.104149	0.91110276645864	0.115024	absent
FAM169A	0.104129	0.797162573405346	0.265232	absent
RNF25	0.104073	0.806164711706986	0.25317	absent
ZNF691	0.103725	0.459917144024546	0.77407	absent
MRPL15	0.103717	0.826104633636061	0.226594	absent
MIS18BP1	0.10368	0.525519187181154	0.662041	absent
ERCC6	0.103644	0.493849870474878	0.714941	absent
MCM2	0.103115	0.759728348717915	0.315877	absent
COG4	0.103061	0.7004698880926	0.397986	absent
POFUT1	0.102932	0.858173703267462	0.184214	absent
MEAF6	0.102908	0.799078168660354	0.262662	absent
ZNF496	0.102523	0.846174591308468	0.200024	absent
ANAPC16	0.102506	0.805373445590574	0.254229	absent
YWHAB	0.102252	0.799626801488219	0.261926	absent
ADAR	0.102238	0.566770167292161	0.595945	absent
MRPL19	0.102211	0.81776034255425	0.237693	absent
SF1	0.102017	0.626033366838474	0.505568	absent
RBM6	0.102001	0.777433978440172	0.29182	absent
YWHAG	0.101696	0.787186724553964	0.278649	absent
DPM3	0.101578	0.687977539665761	0.415657	absent
OXA1L	0.101154	0.713911708408512	0.379122	absent
SMPD4	0.100954	0.883141777740479	0.151475	absent
KIF7	0.10095	0.679732861365772	0.427398	absent
MED8	0.100036	0.480820660797768	0.737324	absent
USF1	0.099978	0.735903827428945	0.348573	absent
BPNT2	0.099969	0.800796709349476	0.260358	absent
SUCLG1	0.099189	0.85507477600324	0.188292	absent
DIP2C	0.099028	0.617562662881495	0.518198	absent
GDAP1	0.098892	0.630523358079776	0.498909	absent
RBM5	0.098568	0.526150036352994	0.661007	absent
SAMM50	0.098556	0.795258107927723	0.26779	absent
CFL1	0.098421	0.747659371693626	0.332391	absent
NECAP2	0.098323	0.764530858939485	0.309333	absent
BCAR1	0.0983	0.752411260511836	0.325878	absent
NOL9	0.098209	0.754483162241414	0.323042	absent
SPDL1	0.098059	0.762906356001787	0.311545	absent
AHCYL1	0.098032	0.82183129818247	0.232274	absent
DSN1	0.098015	0.719577649096628	0.371216	absent
OTUB1	0.098013	0.892386213344492	0.139401	absent
PDIA6	0.097976	0.606581230767604	0.534706	absent
MRI1	0.097819	0.795273364349441	0.267769	absent
ACTR10	0.097591	0.804238444820953	0.255748	absent
NCOR1	0.097558	0.647533435489285	0.473895	absent
ATL1	0.097448	0.783065698576179	0.284208	absent
TRIM41	0.097355	0.53636467632753	0.644375	absent
LARP4B	0.097179	0.749029901492927	0.330511	absent
SP1	0.097028	0.536610905856276	0.643976	absent
POLR2F	0.096925	0.884814059211812	0.149289	absent
CDK5RAP1	0.096895	0.871626088565963	0.16655	absent
DAXX	0.09677	0.772974468973595	0.297861	absent
BUB1	0.096754	0.804547421561174	0.255334	absent
NRBF2	0.096678	0.662269993539776	0.452482	absent
LSM8	0.096433	0.764533558981154	0.309329	absent
BRF1	0.096342	0.713319410964582	0.37995	absent
FAM162A	0.096212	0.787676574092025	0.277989	absent
ARFIP2	0.095951	0.66726330892867	0.445279	absent
PRCC	0.095895	0.825440948476004	0.227476	absent
ATP6V1E1	0.09548	0.752620514969296	0.325591	absent
ATP6V1E2	0.09548	0.752620514969296	0.325591	absent
ZC3H11A	0.095249	0.707281341178423	0.388408	absent
SNRNP200	0.095192	0.756320623799303	0.32053	absent
CENPU	0.095086	0.650004184986552	0.470288	absent
RAB21	0.094777	0.799910869576738	0.261545	absent
RAD18	0.094662	0.431255010571876	0.826309	absent
ARL8B	0.094608	0.812373294261524	0.244875	absent
OGFR	0.094538	0.808551147168346	0.24998	absent
COPS7B	0.094383	0.799841444686764	0.261639	absent
YWHAE	0.094216	0.679559327498464	0.427645	absent
KHDRBS3	0.094128	0.778806524675722	0.289963	absent
RFC4	0.094111	0.767624522303428	0.305125	absent
GPT2	0.093886	0.845726749281269	0.200615	absent
MCMBP	0.093775	0.402852955537784	0.880483	absent
CTR9	0.093707	0.741117383467894	0.341384	absent
GMNN	0.093408	0.812471476435158	0.244744	absent
SUGP1	0.092847	0.817981669777029	0.237398	absent
ZFAND5	0.092473	0.745091738159474	0.335917	absent
PRIM2	0.092442	0.810108531551865	0.247899	absent
C2CD2L	0.092346	0.759240839753134	0.316543	absent
NAT10	0.092249	0.6960621965103	0.404205	absent
CTCF	0.092158	0.722748854600346	0.366802	absent
SAR1A	0.091987	0.883095059057223	0.151536	absent
EIF3K	0.091541	0.874784961242396	0.162411	absent
STIP1	0.091507	0.714418973679659	0.378413	absent
PITPNB	0.091266	0.872324290196717	0.165635	absent
EEF1E1	0.091013	0.851431418849551	0.193091	absent
ADNP	0.090785	0.444180449848507	0.80247	absent
FLAD1	0.090601	0.672253551508786	0.438104	absent
RPS19	0.090508	0.769174404878601	0.303019	absent
NME1	0.090479	0.755698473622784	0.321381	absent
CUTA	0.090473	0.876882415077582	0.159664	absent
NBPF11	0.090416	0.771773947501799	0.29949	absent
NBPF3	0.090416	0.771773947501799	0.29949	absent
BICD1	0.090262	0.74420986656193	0.33713	absent
CDK1	0.09018	0.757290017049155	0.319206	absent
TCEA1	0.090007	0.822888188645533	0.230869	absent
PMEPA1	0.089974	0.800538623788355	0.260704	absent
RECQL5	0.089928	0.642240904674042	0.481642	absent
GTF2IRD1	0.089917	0.816643709115582	0.23918	absent
SEMG1	0.089713	0.849038415734243	0.196245	absent
RPS14	0.089289	0.776249591408612	0.293424	absent
TOR1AIP2	0.089068	0.856145913329217	0.186882	absent
ADAM17	0.089016	0.39061623771686	0.904656	absent
RAB35	0.088037	0.867593931766242	0.171838	absent
GTSE1	0.087898	0.740864385696484	0.341733	absent
METAP2	0.087889	0.855867357507235	0.187249	absent
ZFHX4	0.087861	0.745525226483848	0.335322	absent
DGCR6	0.087836	0.742291143970502	0.339769	absent
TAF6	0.087835	0.805246324283954	0.254399	absent
CRLF3	0.087626	0.726619831572015	0.361424	absent
PM20D2	0.087503	0.799504040845888	0.262091	absent
MECP2	0.087437	0.797184175258298	0.265203	absent
TIMM10	0.087336	0.828660397103616	0.223201	absent
RPL10A	0.086968	0.825027682348171	0.228025	absent
CHMP4B	0.086785	0.727455728675741	0.360264	absent
YBX2	0.086699	0.885961107263756	0.14779	absent
TSSC4	0.086655	0.832704421478399	0.217838	absent
HNRNPA0	0.086032	0.6516497810122	0.46789	absent
FANCD2	0.085887	0.791984973729263	0.272189	absent
MT-CO2	0.085873	0.868942992600487	0.170068	absent
HNRNPUL1	0.085807	0.81742084257425	0.238145	absent
HOXA5	0.085785	0.870769461243109	0.167673	absent
SPTLC2	0.085689	0.819808833707604	0.234965	absent
MLLT1	0.085548	0.762272942000882	0.312408	absent
HAT1	0.085384	0.746630246396585	0.333804	absent
P4HA1	0.085202	0.770406815721455	0.301345	absent
TEX264	0.085095	0.789197060800254	0.275941	absent
PHF14	0.084725	0.765014933342704	0.308674	absent
ANLN	0.084633	0.834102584703667	0.215986	absent
CRTC2	0.084481	0.691414148709462	0.410782	absent
NDUFB10	0.083863	0.740422693977032	0.342341	absent
HSP90AA2P	0.08382	0.886065321266912	0.147654	absent
ATP1B1	0.083763	0.803686646985649	0.256487	absent
JMJD6	0.083685	0.859354095659259	0.182661	absent
ELOC	0.083652	0.852958804646183	0.191078	absent
ATXN7L3	0.083436	0.858007488516219	0.184432	absent
AARS1	0.083252	0.80757529248821	0.251284	absent
TMEM17	0.083004	0.77416713715552	0.296245	absent
TAF4	0.082785	0.489055397776318	0.723133	absent
LOXHD1	0.082743	0.83619897410909	0.213209	absent
YWHAZ	0.082615	0.736856399624673	0.347258	absent
CALU	0.082583	0.920025089154302	0.10343	absent
PTGES2	0.08234	0.835803197128949	0.213733	absent
SLC5A6	0.082114	0.842806799248335	0.204471	absent
ZBTB34	0.081988	0.416586961508155	0.853965	absent
CYP51A1	0.081813	0.815106518796609	0.241229	absent
GOLIM4	0.081583	0.748288106455206	0.331529	absent
DUS3L	0.081522	0.697418311693927	0.40229	absent
CS	0.081464	0.865161288952406	0.175031	absent
FAM133A	0.081447	0.880425992531037	0.155027	absent
FAM133B	0.081447	0.880425992531037	0.155027	absent
ANKRD54	0.081288	0.870696668374404	0.167768	absent
STK3	0.081259	0.912042730552292	0.113802	absent
ATP6V0D1	0.081114	0.870814506813838	0.167614	absent
RNF126	0.08103	0.748842052833852	0.330769	absent
EIF2S2	0.080334	0.399136187966573	0.887769	absent
TNIK	0.080305	0.775283851030177	0.294731	absent
TBC1D13	0.080262	0.851122391096759	0.193498	absent
HAL	0.080243	0.90336363473121	0.125093	absent
SUPT16H	0.080199	0.827004649936382	0.225399	absent
MRPL30	0.08005	0.772111903705331	0.299031	absent
NUMA1	0.079423	0.67407968444158	0.435485	absent
SIMC1	0.079112	0.731929823734042	0.354066	absent
GPATCH2	0.079063	0.791584431439737	0.272728	absent
PURA	0.078827	0.883885617965516	0.150503	absent
DES	0.078735	0.912395947309637	0.113342	absent
PPP1R35	0.078596	0.770454931301645	0.30128	absent
SSBP3	0.078566	0.820226764627519	0.234409	absent
SNRNP27	0.078452	0.877389766280033	0.159	absent
ZNF318	0.078371	0.632466141403614	0.496035	absent
RGPD6	0.078237	0.704992725858094	0.391622	absent
RGPD8	0.078237	0.704992725858094	0.391622	absent
NCAPD3	0.077798	0.844221552299124	0.202602	absent
NDUFS3	0.077795	0.839811617832948	0.20843	absent
NTPCR	0.077728	0.85376352110376	0.190018	absent
EHMT1	0.077693	0.50697045288209	0.692776	absent
METAP1	0.077648	0.765525574320145	0.307979	absent
KPNA2	0.077564	0.652924037961924	0.466035	absent
POLR1F	0.077498	0.875067440712448	0.162041	absent
SLTM	0.077486	0.848317470741916	0.197196	absent
MAD2L2	0.077443	0.866267000734417	0.173579	absent
CKB	0.077218	0.864336610742245	0.176114	absent
SWAP70	0.077083	0.896558734460137	0.133959	absent
PDXDC2P	0.076882	0.915944221336889	0.108731	absent
NENF	0.076724	0.916825208731132	0.107586	absent
PTBP1	0.076658	0.810673629060473	0.247144	absent
ING4	0.076485	0.786751308667204	0.279236	absent
TBC1D2B	0.076467	0.779218851606186	0.289406	absent
CBX4	0.076295	0.815239821658601	0.241052	absent
GTF3C1	0.076151	0.80194488702109	0.258819	absent
EXOSC10	0.076091	0.796076646690473	0.26669	absent
PPHLN1	0.075985	0.84702770727746	0.198898	absent
SCAF8	0.075935	0.693933527357498	0.407214	absent
ESRRA	0.075931	0.804149125542298	0.255867	absent
SIGMAR1	0.075711	0.873683419835171	0.163854	absent
CDC34	0.075399	0.934572395931052	0.084561	absent
RSL24D1	0.075004	0.712383357255488	0.38126	absent
ACTL6A	0.074693	0.815327612764554	0.240935	absent
PSMA3	0.074527	0.842028470998953	0.205499	absent
TMED1	0.074492	0.585847212357588	0.566315	absent
HSF1	0.07431	0.693244537023712	0.408189	absent
RNF5	0.073493	0.838617283459354	0.210009	absent
AIP	0.073482	0.904015568187491	0.124245	absent
CDCA5	0.073382	0.663141119903998	0.451224	absent
RBBP4	0.073376	0.610023804683962	0.529514	absent
CACTIN	0.073317	0.487476895553709	0.725841	absent
SCML2	0.073179	0.791255150783382	0.273171	absent
LRRC8A	0.072706	0.835545889630387	0.214074	absent
KPNA6	0.072621	0.701245008200019	0.396894	absent
RPP25L	0.072536	0.733999750628253	0.351204	absent
NUDCD3	0.072476	0.930573659420187	0.089744	absent
ZNHIT2	0.072406	0.871025063112157	0.167338	absent
COPRS	0.072405	0.832271886387539	0.218412	absent
HIP1R	0.072315	0.762005224151938	0.312773	absent
SLC16A10	0.07218	0.878224910776377	0.157907	absent
SPCS3	0.072099	0.885541748726667	0.148338	absent
SNRPD3	0.07202	0.874983357887337	0.162151	absent
FBL	0.071741	0.854007914430496	0.189697	absent
ACTN2	0.071721	0.843877937010249	0.203056	absent
CHD2	0.071705	0.690357920871047	0.412279	absent
CCNA2	0.071322	0.691021262277592	0.411339	absent
RNF11	0.071227	0.815910211915384	0.240158	absent
PPP1CA	0.071163	0.91365390106613	0.111707	absent
PPP1CB	0.071163	0.91365390106613	0.111707	absent
PPP1CC	0.071163	0.91365390106613	0.111707	absent
IGSF8	0.071127	0.818037939910007	0.237323	absent
CISD1	0.071111	0.732657649382605	0.353059	absent
EFHD2	0.071087	0.858068317935371	0.184352	absent
SC5D	0.071005	0.781359193983399	0.286513	absent
BAK1	0.07091	0.842092129772874	0.205415	absent
ESCO1	0.070667	0.808471883139642	0.250086	absent
HEG1	0.07045	0.881368860393983	0.153793	absent
TARDBP	0.070393	0.89349372744363	0.137956	absent
TSN	0.070092	0.854290991745318	0.189324	absent
CWF19L2	0.070013	0.704047725492587	0.39295	absent
MINK1	0.069989	0.819345492277284	0.235582	absent
SUPV3L1	0.069964	0.83974246067038	0.208521	absent
MCM8	0.069884	0.883982378591941	0.150376	absent
COA7	0.06984	0.810797540945307	0.246979	absent
ARPIN	0.06982	0.903535156486993	0.12487	absent
RBM10	0.069608	0.843390406746254	0.2037	absent
TIMMDC1	0.069539	0.830499146984707	0.220762	absent
MYBL2	0.069476	0.70586238558099	0.3904	absent
AKAP1	0.069475	0.779491978254866	0.289036	absent
