name	logFC	P.Value	t	TFDatabase
LDHB	-0.006456	0.977055054175599	-0.02962	absent
CDKAL1	-0.00653	0.986160349149378	-0.017864	absent
RAD21	-0.006582	0.981843827036004	-0.023437	absent
RRAS2	-0.006767	0.987737749769903	-0.015828	absent
TANC1	-0.006913	0.981758554116944	-0.023547	absent
SCD	-0.006969	0.986086483043846	-0.017959	absent
FASTKD2	-0.007199	0.987584555445419	-0.016026	absent
KRT33B	-0.007281	0.991488687520935	-0.010986	absent
THOC5	-0.007412	0.981014112540565	-0.024508	absent
TAF2	-0.007449	0.986976334612794	-0.016811	absent
BCL10	-0.007564	0.972520087010853	-0.035477	absent
PABPC4L	-0.007581	0.980390389282736	-0.025313	absent
IPO8	-0.007886	0.990571441833917	-0.01217	absent
USP20	-0.008009	0.974468264061502	-0.032961	absent
UQCRFS1	-0.008093	0.982919473982285	-0.022048	absent
NOL4	-0.008133	0.985117385939493	-0.019211	absent
UBN2	-0.008248	0.970656321181154	-0.037884	absent
MTA1	-0.008262	0.984730205905179	-0.01971	absent
RSL1D1	-0.008346	0.986001590414804	-0.018069	absent
MCM7	-0.008394	0.987423844185446	-0.016233	absent
ATP1A3	-0.008408	0.96587607087193	-0.04406	absent
SF3B1	-0.008441	0.970091978628285	-0.038613	absent
EHD1	-0.008471	0.983660650471187	-0.021091	absent
CRACD	-0.008547	0.975584504328848	-0.031519	absent
RAB15	-0.008626	0.988003025148947	-0.015485	absent
JUN	-0.008785	0.977775482549908	-0.02869	absent
MRPS15	-0.0088	0.985962101082479	-0.01812	absent
RPL13A	-0.00894	0.986494013074664	-0.017433	absent
SLC7A1	-0.009147	0.973468597880345	-0.034252	absent
GOSR1	-0.009244	0.947885139030981	-0.067322	absent
UCHL5	-0.009296	0.987208293380248	-0.016511	absent
BRIX1	-0.009381	0.986400398930713	-0.017554	absent
USP16	-0.009486	0.946283036919579	-0.069395	absent
NUP37	-0.009608	0.983156614832504	-0.021742	absent
BECN1	-0.009867	0.98673048621706	-0.017128	absent
SH3BP1	-0.010105	0.973493048008905	-0.03422	absent
SMTN	-0.010157	0.95240052625891	-0.061481	absent
INCENP	-0.010253	0.956178667103833	-0.056595	absent
WDR75	-0.010331	0.978396633002497	-0.027888	absent
MRGBP	-0.010362	0.974933786705493	-0.03236	absent
TUFM	-0.010428	0.974755688183897	-0.03259	absent
PDIA3	-0.010553	0.94045497736556	-0.07694	absent
DNAJB1	-0.01056	0.983491724854397	-0.021309	absent
EEA1	-0.010571	0.966443236556628	-0.043327	absent
CHAC2	-0.010646	0.977834993367578	-0.028613	absent
CCT3	-0.010665	0.980132579559991	-0.025646	absent
ZNF428	-0.01069	0.980772000447823	-0.024821	absent
ADAT2	-0.010715	0.973185096899971	-0.034618	absent
PRUNE1	-0.010753	0.960968112278298	-0.050403	absent
ZBTB33	-0.010801	0.957409878990583	-0.055003	absent
IKBKG	-0.010889	0.949834672855276	-0.0648	absent
H3-4	-0.010933	0.983611404108367	-0.021155	absent
H3C12	-0.010933	0.983611404108367	-0.021155	absent
HAUS1	-0.010975	0.97372484532504	-0.033921	absent
CCDC136	-0.011047	0.977679156511722	-0.028814	absent
ZCCHC17	-0.011176	0.963564555644836	-0.047047	absent
WDR3	-0.011178	0.971974185966135	-0.036182	absent
KRT16	-0.011305	0.988694628815504	-0.014593	absent
CDH2	-0.011438	0.982921897295736	-0.022045	absent
VDAC3	-0.011641	0.980862092245898	-0.024704	absent
CIZ1	-0.011657	0.965652665908084	-0.044349	absent
SKI	-0.011664	0.969362690727605	-0.039556	absent
RIPK2	-0.011969	0.912980684378849	-0.112582	absent
IFT46	-0.012	0.958565891131321	-0.053508	absent
BAG6	-0.012231	0.945884520058754	-0.069911	absent
PPP4R2	-0.012271	0.93254330634354	-0.087191	absent
SLC27A4	-0.012295	0.977636476685929	-0.028869	absent
RRP9	-0.012504	0.964339712595179	-0.046045	absent
STOML2	-0.01258	0.970253300194608	-0.038405	absent
MED27	-0.012606	0.953107511138533	-0.060566	absent
PROSER2	-0.013288	0.976438748714217	-0.030416	absent
RAPGEF6	-0.013338	0.964584212073498	-0.045729	absent
AKAP8	-0.013452	0.971008067549561	-0.03743	absent
TAB2	-0.013462	0.963600736942014	-0.047	absent
BRD7	-0.013512	0.947958385958574	-0.067227	absent
SCYL1	-0.013637	0.983876389896999	-0.020813	absent
CYB5R3	-0.013971	0.974824395922873	-0.032501	absent
SELENOT	-0.01399	0.958591498844384	-0.053475	absent
ACSS1	-0.014183	0.9739915697038	-0.033576	absent
ZBTB37	-0.014436	0.940614455034753	-0.076734	absent
TRAP1	-0.01447	0.969987868058392	-0.038748	absent
NSFL1C	-0.014589	0.976748249647746	-0.030016	absent
HDLBP	-0.014612	0.940378679517736	-0.077039	absent
NDRG1	-0.014704	0.954804235332549	-0.058372	absent
HAUS7	-0.014713	0.962951939858461	-0.047839	absent
LAMTOR2	-0.014774	0.972007560617915	-0.036139	absent
HEATR1	-0.014781	0.967834466126979	-0.04153	absent
SHISA2	-0.014896	0.984157877251282	-0.020449	absent
STXBP1	-0.014969	0.935820557966374	-0.082943	absent
PRPH	-0.01531	0.980207914674257	-0.025549	absent
GTPBP4	-0.015361	0.969845430728661	-0.038932	absent
VPS18	-0.015395	0.976732691903244	-0.030036	absent
IGF2BP2	-0.015661	0.948375752155962	-0.066687	absent
PDLIM1	-0.015712	0.962883048797987	-0.047928	absent
PUS1	-0.015966	0.962963171496516	-0.047824	absent
UTP6	-0.016132	0.963118298440633	-0.047624	absent
TRAF2	-0.016207	0.962417760924382	-0.048529	absent
CENPO	-0.01623	0.949677066068412	-0.065004	absent
EEF1A1P5	-0.016256	0.974041677888923	-0.033512	absent
TRIP13	-0.016276	0.966007635618317	-0.04389	absent
ACTR3	-0.016378	0.970190764837397	-0.038486	absent
ERAL1	-0.016509	0.967693465398648	-0.041712	absent
MARCHF5	-0.016646	0.971801417942993	-0.036405	absent
CECR2	-0.016674	0.937364903641883	-0.080943	absent
PA2G4	-0.01668	0.956914847405643	-0.055643	absent
GEMIN8	-0.016686	0.975851199659292	-0.031175	absent
G3BP1	-0.016693	0.921877248819627	-0.101026	absent
ABHD16A	-0.016764	0.97470491806386	-0.032655	absent
KIF11	-0.016801	0.958741347319034	-0.053281	absent
GNA12	-0.016975	0.962496021427605	-0.048428	absent
GNAL	-0.016975	0.962496021427605	-0.048428	absent
GNAT1	-0.016975	0.962496021427605	-0.048428	absent
GNAT2	-0.016975	0.962496021427605	-0.048428	absent
TIAM1	-0.016986	0.960992409340587	-0.050371	absent
MAGOH	-0.017015	0.97116835764901	-0.037223	absent
MAGOHB	-0.017015	0.97116835764901	-0.037223	absent
SPECC1L	-0.017049	0.944524989712233	-0.071671	absent
XPR1	-0.017233	0.963043870982539	-0.04772	absent
RCOR1	-0.017352	0.952910491850714	-0.060821	absent
SH3GL2	-0.017514	0.962534029388074	-0.048379	absent
NCKAP5L	-0.017533	0.917957032671075	-0.106116	absent
SEPTIN2	-0.017547	0.956480969866018	-0.056204	absent
HSD17B12	-0.017766	0.971412491628755	-0.036908	absent
POLDIP2	-0.017987	0.966199730636883	-0.043642	absent
HSPA4	-0.018016	0.930090279640114	-0.090371	absent
EZH2	-0.018116	0.967942071574352	-0.041391	absent
POM121B	-0.018154	0.920649896075629	-0.102619	absent
GNA13	-0.01819	0.966249554845052	-0.043578	absent
CTPS1	-0.018306	0.964950650676717	-0.045256	absent
ARID1B	-0.018487	0.924164130501447	-0.098058	absent
PHB1	-0.018597	0.963766454870108	-0.046786	absent
MRPS18B	-0.018719	0.940568878210037	-0.076793	absent
CHAF1B	-0.019174	0.962927928215375	-0.04787	absent
KIF1C	-0.019538	0.895351471404155	-0.135533	absent
RANBP2	-0.019569	0.944370965302626	-0.07187	absent
TTC27	-0.019739	0.95104921526953	-0.063229	absent
HIVEP2	-0.020072	0.910943883016528	-0.11523	absent
HNRNPU	-0.020086	0.958242175094975	-0.053927	absent
ZNF24	-0.020124	0.90396519552457	-0.12431	absent
YTHDF2	-0.020153	0.923489789059765	-0.098933	absent
ZFPL1	-0.02032	0.936176278814153	-0.082483	absent
HARS1	-0.020651	0.937983402536454	-0.080141	absent
RREB1	-0.020661	0.896215173162974	-0.134407	absent
LIG3	-0.02069	0.957942283449602	-0.054314	absent
MIEF1	-0.020726	0.950888447482608	-0.063436	absent
MED19	-0.020794	0.949933555079814	-0.064672	absent
CUX2	-0.020893	0.959887927496516	-0.051799	absent
CCT2	-0.020924	0.963132313981587	-0.047606	absent
ODF2	-0.021037	0.950278087785897	-0.064226	absent
THNSL1	-0.021157	0.952847576515134	-0.060902	absent
MGAM	-0.021163	0.966556381980237	-0.043181	absent
CENPB	-0.021211	0.948228797465554	-0.066877	absent
PPIA	-0.021328	0.927341954031998	-0.093935	absent
CSTA	-0.021585	0.977769265802858	-0.028698	absent
USP9X	-0.021605	0.949630112485911	-0.065064	absent
MCRIP2	-0.021643	0.975104791898047	-0.032139	absent
EXOC1	-0.021774	0.968182759573712	-0.04108	absent
RBBP8	-0.021811	0.962572212956471	-0.04833	absent
FBXO5	-0.021832	0.927721938866492	-0.093442	absent
ARID2	-0.021949	0.925032476007785	-0.096931	absent
IQGAP1	-0.021988	0.934182351563781	-0.085066	absent
TPM3	-0.022023	0.959464739656365	-0.052346	absent
MORC4	-0.022155	0.93475319522991	-0.084326	absent
LRRC59	-0.022233	0.88829760029702	-0.144738	absent
RCC1L	-0.022284	0.967702274215279	-0.041701	absent
WRAP53	-0.022409	0.897816114730609	-0.13232	absent
PEX5	-0.022428	0.931563766688263	-0.08846	absent
TRIP4	-0.022457	0.962913328680217	-0.047889	absent
EHBP1	-0.022531	0.913378871507624	-0.112065	absent
RTF2	-0.02265	0.895558081043448	-0.135264	absent
SMC3	-0.022735	0.932651103440765	-0.087051	absent
SMU1	-0.022742	0.951896395122357	-0.062133	absent
NOP56	-0.022774	0.946729205298646	-0.068818	absent
CDC45	-0.022844	0.952478704341091	-0.061379	absent
FOXK2	-0.022979	0.891164108305668	-0.140996	absent
GYG1	-0.022998	0.943506229661023	-0.07299	absent
NBR1	-0.023054	0.956207545646934	-0.056557	absent
EXOC6	-0.023177	0.962718820712275	-0.04814	absent
RARS1	-0.023227	0.948763803771598	-0.066185	absent
PNO1	-0.023283	0.895464048569753	-0.135387	absent
VAC14	-0.023418	0.972272758507077	-0.035796	absent
DGCR8	-0.023504	0.958468327570227	-0.053634	absent
FAM193B	-0.023565	0.857454389981088	-0.18516	absent
RAPGEF2	-0.023655	0.962583324400658	-0.048315	absent
ALG13	-0.023721	0.954088746431691	-0.059297	absent
BTRC	-0.023848	0.970243299501029	-0.038418	absent
LARS1	-0.024011	0.944627078632579	-0.071539	absent
HLA-C	-0.024012	0.9223143606496	-0.100458	absent
KATNA1	-0.024041	0.836687316427651	-0.212563	absent
WDR1	-0.02406	0.922376496987211	-0.100378	absent
NF1	-0.024121	0.921331421046316	-0.101734	absent
RPL8	-0.024319	0.965209954908683	-0.044921	absent
ATIC	-0.024358	0.961567919849179	-0.049628	absent
NAA15	-0.024392	0.955848997321402	-0.057021	absent
ACAT1	-0.024541	0.949435200762828	-0.065317	absent
ZPR1	-0.024552	0.955500306634707	-0.057472	absent
PIN4	-0.024553	0.930093408587387	-0.090367	absent
NCDN	-0.024616	0.954405487800909	-0.058887	absent
PLS1	-0.024679	0.929127987095779	-0.091619	absent
APMAP	-0.024761	0.928350419556983	-0.092627	absent
VANGL2	-0.02498	0.950774487252335	-0.063584	absent
CMSS1	-0.024991	0.943529853427785	-0.072959	absent
SS18L1	-0.025072	0.94449407180406	-0.071711	absent
DVL2	-0.02509	0.892089356909216	-0.139789	absent
UHRF1	-0.025134	0.937716806804306	-0.080487	absent
OCRL	-0.025173	0.912790347368949	-0.11283	absent
NDUFV2	-0.025175	0.937402171515109	-0.080894	absent
MRPS24	-0.025254	0.962058035006968	-0.048994	absent
MTG2	-0.025335	0.883835757035683	-0.150568	absent
NSDHL	-0.025443	0.955799410334522	-0.057085	absent
PCYOX1	-0.025473	0.907335649168515	-0.119924	absent
NDUFC2	-0.025553	0.94815930483995	-0.066967	absent
CIP2A	-0.02575	0.958451054540003	-0.053657	absent
ATP5F1B	-0.026118	0.949132325944779	-0.065708	absent
HSPBP1	-0.026313	0.943691656367313	-0.07275	absent
VNN2	-0.026328	0.962150902593667	-0.048874	absent
HMGA1	-0.026412	0.958677726835408	-0.053364	absent
MYO18A	-0.02649	0.843595666131354	-0.203429	absent
AK4	-0.026521	0.947562433601875	-0.06774	absent
HS2ST1	-0.026598	0.894992442854753	-0.136002	absent
DDB1	-0.026621	0.819730526053439	-0.235069	absent
KIAA0319L	-0.026644	0.956084054884168	-0.056717	absent
GEMIN5	-0.026685	0.909237645339865	-0.117449	absent
APEX1	-0.026828	0.954769764093364	-0.058416	absent
TOLLIP	-0.026897	0.958881389546067	-0.0531	absent
RPLP0P6	-0.02714	0.956194648453425	-0.056574	absent
ARMCX3	-0.027141	0.935629314513629	-0.083191	absent
GPAT4	-0.027418	0.940111868887755	-0.077385	absent
GNG5	-0.02744	0.89852374316431	-0.131398	absent
DHX8	-0.027484	0.935125683792714	-0.083844	absent
NUP88	-0.027541	0.902397603752557	-0.126351	absent
VDAC2	-0.027867	0.957779462791541	-0.054525	absent
TCF25	-0.027972	0.926661617975982	-0.094817	absent
TFRC	-0.028012	0.926599723866656	-0.094898	absent
RPL9P9	-0.028199	0.94829914159724	-0.066786	absent
RAB30	-0.028245	0.957934603174034	-0.054324	absent
RAB33B	-0.028245	0.957934603174034	-0.054324	absent
RAB37	-0.028245	0.957934603174034	-0.054324	absent
RAB39B	-0.028245	0.957934603174034	-0.054324	absent
RAB3A	-0.028245	0.957934603174034	-0.054324	absent
RAB3C	-0.028245	0.957934603174034	-0.054324	absent
RAB43	-0.028245	0.957934603174034	-0.054324	absent
RAB4B	-0.028245	0.957934603174034	-0.054324	absent
RAB6B	-0.028245	0.957934603174034	-0.054324	absent
ZC3H10	-0.028257	0.948217809666992	-0.066892	absent
EXOSC7	-0.02831	0.928332065960347	-0.092651	absent
RSF1	-0.028421	0.925267422757125	-0.096626	absent
TMX4	-0.028427	0.912112573301113	-0.113711	absent
ZFYVE9	-0.028531	0.943831237613172	-0.072569	absent
CCT6A	-0.028549	0.956435420216499	-0.056263	absent
DNAJB14	-0.028879	0.941138584500437	-0.076055	absent
PRDX4	-0.028911	0.937154081099302	-0.081216	absent
ZC3H15	-0.028957	0.876992806062929	-0.159519	absent
MTX3	-0.028969	0.952458685845223	-0.061405	absent
HNRNPLL	-0.029129	0.925098482415966	-0.096845	absent
RNF141	-0.029278	0.947303250460696	-0.068075	absent
KIF23	-0.029349	0.932753540943373	-0.086918	absent
MSI1	-0.029417	0.942183466506036	-0.074702	absent
THOC6	-0.029506	0.948631491992895	-0.066356	absent
LARS2	-0.029594	0.952621729000357	-0.061194	absent
FAM136A	-0.029597	0.908327162952531	-0.118634	absent
MRPL42	-0.029674	0.93526369119869	-0.083665	absent
DNM2	-0.029683	0.961071489274289	-0.050269	absent
DLG1	-0.02977	0.935364127202093	-0.083535	absent
DHCR24	-0.02987	0.959311391248994	-0.052544	absent
MRPS31	-0.030168	0.903446575739488	-0.124985	absent
C1orf198	-0.030205	0.924424257924618	-0.09772	absent
SERINC1	-0.030216	0.874891722939584	-0.162271	absent
BID	-0.030246	0.960766092616206	-0.050664	absent
PRKAA1	-0.030247	0.959385055170295	-0.052449	absent
ETV6	-0.030249	0.939193530885026	-0.078574	absent
MSL1	-0.030555	0.920493090633146	-0.102823	absent
EIF3H	-0.030585	0.95653561432933	-0.056133	absent
SNX16	-0.030675	0.919888172021268	-0.103608	absent
BPTF	-0.030731	0.884983039790545	-0.149068	absent
RPL27A	-0.030846	0.936127860548824	-0.082545	absent
MYO19	-0.030883	0.948637850013183	-0.066348	absent
PML	-0.030962	0.896609663636661	-0.133893	absent
TMPO	-0.031022	0.912899472711083	-0.112688	absent
GFM1	-0.031023	0.930951006620617	-0.089255	absent
ERBIN	-0.031184	0.879244807029199	-0.156572	absent
SHROOM1	-0.031294	0.928365663993982	-0.092607	absent
PFKM	-0.031347	0.937584311607226	-0.080658	absent
RP9	-0.031445	0.952942676113423	-0.060779	absent
FAM174B	-0.031533	0.958953416838027	-0.053007	absent
DDX4	-0.03159	0.951718920617102	-0.062362	absent
ZNF217	-0.031986	0.910325540850524	-0.116034	absent
SEC23A	-0.031993	0.939953715465328	-0.077589	absent
TNPO1	-0.032154	0.927520715017579	-0.093703	absent
ATP2A3	-0.032156	0.939593652121728	-0.078056	absent
MT1G	-0.03226	0.967662319986477	-0.041752	absent
MT2A	-0.03226	0.967662319986477	-0.041752	absent
PRDX5	-0.032361	0.933063562914106	-0.086516	absent
ARF5	-0.032383	0.951401015754777	-0.062773	absent
POP1	-0.032759	0.916440265067022	-0.108086	absent
CTNNAL1	-0.032773	0.831515960867409	-0.219414	absent
SAMD4B	-0.032837	0.931653520499774	-0.088344	absent
HIBADH	-0.033022	0.924493332295994	-0.097631	absent
ZNF746	-0.033039	0.895008010967361	-0.135981	absent
SPAG7	-0.033136	0.897632633426521	-0.132559	absent
MRPS14	-0.033195	0.913422517345716	-0.112008	absent
NAPA	-0.033475	0.892108728527345	-0.139763	absent
NDUFA8	-0.033941	0.912787559545702	-0.112833	absent
BAG2	-0.033943	0.935271211180938	-0.083655	absent
MRPS12	-0.034021	0.944123891024636	-0.07219	absent
KIF14	-0.0341	0.869286804751145	-0.169617	absent
KMT2A	-0.034202	0.852118166064277	-0.192186	absent
KNSTRN	-0.034302	0.906093386381831	-0.12154	absent
ZC4H2	-0.034343	0.932849676438265	-0.086793	absent
TRMT61A	-0.034357	0.93649814132804	-0.082066	absent
SHTN1	-0.034528	0.910491434004535	-0.115819	absent
TUBB2A	-0.034553	0.930608437076023	-0.089699	absent
TUBB2B	-0.034553	0.930608437076023	-0.089699	absent
NDUFS7	-0.034574	0.940951733519048	-0.076297	absent
MLF1	-0.034577	0.880888942584307	-0.154421	absent
EIF3C	-0.034649	0.742793626974054	-0.339077	absent
ANKRD11	-0.034938	0.854492080316329	-0.189059	absent
CDK2	-0.035053	0.942593140764565	-0.074172	absent
EPS8	-0.035063	0.903982728952375	-0.124287	absent
ZYX	-0.035094	0.895818924814059	-0.134924	absent
TBCB	-0.03549	0.917826559379871	-0.106286	absent
GEMIN4	-0.035545	0.954998970245707	-0.05812	absent
RLF	-0.03562	0.891522473460805	-0.140528	absent
INO80E	-0.035658	0.901079211294479	-0.128068	absent
NUDCD2	-0.03567	0.90586643290406	-0.121835	absent
TSC22D1	-0.035743	0.936750953755523	-0.081738	absent
TSC22D4	-0.035743	0.936750953755523	-0.081738	absent
RCC1	-0.035912	0.932868539331599	-0.086769	absent
SLC30A1	-0.035924	0.909045345690139	-0.117699	absent
DCTN4	-0.035981	0.948283926814165	-0.066806	absent
DNTTIP1	-0.036326	0.776076170236875	-0.293658	absent
BAP18	-0.036469	0.90818008581161	-0.118825	absent
URB2	-0.036519	0.939818654812135	-0.077764	absent
NOMO2	-0.036528	0.82324877822957	-0.230389	absent
NOMO3	-0.036528	0.82324877822957	-0.230389	absent
ZW10	-0.036542	0.907639953612761	-0.119528	absent
ACO2	-0.036637	0.935868959750487	-0.082881	absent
NEFL	-0.036689	0.954171165620598	-0.059191	absent
RPS26	-0.036728	0.935219723001783	-0.083722	absent
MRPL24	-0.036767	0.949274795462728	-0.065524	absent
SMARCD1	-0.036772	0.906134879646605	-0.121486	absent
SNRPB	-0.036896	0.941309295439063	-0.075834	absent
SNRPN	-0.036896	0.941309295439063	-0.075834	absent
MTFR2	-0.037092	0.906926106905582	-0.120456	absent
RHOT2	-0.037206	0.833935212770461	-0.216207	absent
GPD2	-0.037257	0.905988997404631	-0.121676	absent
RPS16	-0.037459	0.952303629022312	-0.061606	absent
GIT2	-0.037739	0.804667641008742	-0.255173	absent
PLCD3	-0.037904	0.904301421937701	-0.123872	absent
ACTN1	-0.038046	0.876795665083323	-0.159778	absent
XPA	-0.038193	0.928079713127141	-0.092978	absent
SLC25A29	-0.03822	0.951006261538182	-0.063284	absent
AAAS	-0.038439	0.944652939018857	-0.071505	absent
DDX39A	-0.038608	0.873034033208291	-0.164705	absent
RAB8A	-0.03878	0.937548714238095	-0.080705	absent
RPL7L1	-0.038975	0.946208415484538	-0.069492	absent
SCLT1	-0.039066	0.849825305707118	-0.195208	absent
NUP153	-0.039143	0.909088593599631	-0.117643	absent
ACSL1	-0.039332	0.934471089972058	-0.084692	absent
ACSL6	-0.039332	0.934471089972058	-0.084692	absent
KPNA3	-0.039349	0.801691676550627	-0.259159	absent
ZMYM2	-0.039497	0.807786715024111	-0.251001	absent
CAPRIN1	-0.0395	0.902445229434303	-0.126289	absent
RAB9A	-0.039527	0.923086733248628	-0.099456	absent
UNC5B	-0.039607	0.862836025597924	-0.178085	absent
GBF1	-0.03963	0.887993420387499	-0.145136	absent
HMG20B	-0.039692	0.900237117163558	-0.129165	absent
EFTUD2	-0.039768	0.866080669883132	-0.173824	absent
CERT1	-0.039838	0.892798109098002	-0.138864	absent
NFXL1	-0.039929	0.927821579166145	-0.093313	absent
DHX29	-0.040335	0.828976469216429	-0.222782	absent
ALG2	-0.040373	0.908801688018414	-0.118016	absent
ACADM	-0.040382	0.941622096556832	-0.075429	absent
LCN1	-0.040522	0.952707047256293	-0.061084	absent
RBM28	-0.040655	0.904117886546123	-0.124111	absent
SMCHD1	-0.040697	0.930699700935527	-0.089581	absent
MIS18A	-0.04075	0.886806864591002	-0.146685	absent
KRT80	-0.040755	0.951963042040485	-0.062046	absent
ALDH7A1	-0.040769	0.922421255632897	-0.10032	absent
GNAI2	-0.040773	0.917320324819792	-0.106943	absent
SURF6	-0.04085	0.934684604482714	-0.084415	absent
NCAPD2	-0.040985	0.899014511660805	-0.130758	absent
OCIAD1	-0.04102	0.850929524274931	-0.193752	absent
ARIH1	-0.041248	0.866573933452416	-0.173177	absent
CREBBP	-0.041266	0.901737447552596	-0.127211	absent
RAP1A	-0.041323	0.931657626764237	-0.088339	absent
SMARCA5	-0.04133	0.901132193525925	-0.127999	absent
UBE2E2	-0.04136	0.936852330235046	-0.081607	absent
UBE2E3	-0.04136	0.936852330235046	-0.081607	absent
SH3GL1	-0.041396	0.899474188298319	-0.130159	absent
CDC73	-0.04146	0.795108253345145	-0.267991	absent
SPICE1	-0.042002	0.913966132351314	-0.111301	absent
DDX39B	-0.04204	0.891312346501104	-0.140803	absent
RPS4X	-0.042048	0.933776386616352	-0.085592	absent
RPL18	-0.042153	0.94000729587128	-0.07752	absent
GLS	-0.042423	0.900006501217018	-0.129466	absent
SDE2	-0.042457	0.900392861460811	-0.128963	absent
NELFB	-0.042583	0.893958731055782	-0.13735	absent
DROSHA	-0.042641	0.895135683749959	-0.135815	absent
PPP2CA	-0.042663	0.924510678806757	-0.097608	absent
POLR1A	-0.04289	0.906363720966223	-0.121188	absent
POM121C	-0.042907	0.719274430971533	-0.371638	absent
NUP188	-0.043004	0.913475729886906	-0.111939	absent
TMEM199	-0.043033	0.869497221505578	-0.169341	absent
NUP35	-0.043076	0.852129030634569	-0.192171	absent
RPL5	-0.043089	0.91043414719463	-0.115893	absent
C16orf74	-0.043218	0.918298322350555	-0.105673	absent
GLUD1	-0.043263	0.935599715742566	-0.08323	absent
NRAS	-0.043435	0.891830370374816	-0.140127	absent
GCA	-0.043516	0.899385426271908	-0.130275	absent
RDX	-0.043516	0.86727208890211	-0.17226	absent
CNOT1	-0.043668	0.9208388697521	-0.102374	absent
TMEM165	-0.043717	0.845729223855554	-0.200611	absent
CCDC39	-0.044108	0.908630151930287	-0.118239	absent
ERF	-0.044174	0.776338768021173	-0.293303	absent
CCDC82	-0.044207	0.778552997838217	-0.290306	absent
PSMC1	-0.044233	0.807438867970502	-0.251466	absent
ASNS	-0.044626	0.904614740237088	-0.123465	absent
RPS2	-0.044671	0.920677923372238	-0.102583	absent
CEP162	-0.044842	0.847697380174832	-0.198014	absent
GALNT12	-0.044986	0.909420210498673	-0.117212	absent
EIF3D	-0.045122	0.912363930119588	-0.113384	absent
SSR3	-0.04517	0.917314178086323	-0.106951	absent
MRRF	-0.045606	0.892530165348255	-0.139213	absent
TMLHE	-0.045842	0.918767764574171	-0.105063	absent
JUP	-0.045916	0.944167282512478	-0.072134	absent
ZNF286A	-0.04593	0.884170931745651	-0.15013	absent
FBLL1	-0.045977	0.905581920602317	-0.122206	absent
HSPE1	-0.046065	0.921625895679995	-0.101352	absent
PABIR2	-0.046173	0.931872340601031	-0.08806	absent
MT1E	-0.046477	0.953162065797308	-0.060496	absent
MT1M	-0.046477	0.953162065797308	-0.060496	absent
DDX41	-0.046525	0.861547370049109	-0.179778	absent
ECD	-0.046642	0.93250747967115	-0.087237	absent
GLUD2	-0.046954	0.934210289296938	-0.08503	absent
TCF20	-0.047397	0.84101467583693	-0.206839	absent
UBXN1	-0.047442	0.906008190200287	-0.121651	absent
CLCN7	-0.047451	0.83288151636022	-0.217604	absent
ASPH	-0.047616	0.801514211249069	-0.259396	absent
ZMYND8	-0.047708	0.820256647433137	-0.234369	absent
MAN1B1	-0.047752	0.905905312013901	-0.121785	absent
SPG21	-0.047756	0.926329993334924	-0.095248	absent
YRDC	-0.047914	0.937989423859437	-0.080134	absent
POLE	-0.048109	0.924364521459113	-0.097798	absent
SRRM2	-0.048143	0.863235118811043	-0.177561	absent
PTRH2	-0.048536	0.907549525231946	-0.119645	absent
CENPV	-0.04868	0.932560045900036	-0.087169	absent
KLC1	-0.048727	0.8844187787467	-0.149806	absent
FBXO30	-0.048809	0.888314626977917	-0.144716	absent
DRG2	-0.048921	0.911046436647391	-0.115097	absent
PPP1R2	-0.049001	0.890646536028876	-0.141672	absent
RPS3A	-0.04917	0.729539000810726	-0.357376	absent
FNBP1	-0.049238	0.848383849778965	-0.197109	absent
NFIX	-0.049249	0.797395937467196	-0.264919	absent
AMER1	-0.049358	0.745935353819599	-0.334758	absent
LSM7	-0.049463	0.94760869021658	-0.06768	absent
STK38L	-0.049488	0.916197265753108	-0.108402	absent
MRPL11	-0.049518	0.863082290784687	-0.177761	absent
RABAC1	-0.049539	0.821444673233721	-0.232789	absent
MTRR	-0.049658	0.935869866853025	-0.08288	absent
NETO2	-0.049737	0.806267143374169	-0.253033	absent
TMEM205	-0.049818	0.929942828236776	-0.090562	absent
ZNF638	-0.049994	0.685926499569858	-0.418572	absent
MRPS2	-0.050193	0.928147635257616	-0.09289	absent
BAIAP2	-0.050245	0.772857919809955	-0.298019	absent
NCOA3	-0.050322	0.692204018891465	-0.409663	absent
PARK7	-0.050395	0.872894871759574	-0.164887	absent
SLC12A2	-0.050489	0.768752979237078	-0.303591	absent
CSPP1	-0.050629	0.796053776659837	-0.266721	absent
HRAS	-0.050694	0.860240593994655	-0.181496	absent
TBRG4	-0.05074	0.898208554427201	-0.131809	absent
AP2S1	-0.05075	0.907724630432766	-0.119417	absent
EIF4A2	-0.050892	0.908408031138205	-0.118528	absent
TMEM259	-0.050905	0.896625411652429	-0.133872	absent
RPS4Y2	-0.050957	0.922439148060586	-0.100296	absent
TMF1	-0.05098	0.87734812833264	-0.159054	absent
TSFM	-0.050996	0.912806839605167	-0.112808	absent
UTRN	-0.051007	0.849043802424996	-0.196238	absent
NCAPH	-0.051043	0.91267418177468	-0.112981	absent
MCL1	-0.051055	0.905241317464074	-0.122649	absent
BORCS6	-0.051125	0.882466881867581	-0.152357	absent
NDUFA10	-0.051372	0.923707101891824	-0.098651	absent
KIF20B	-0.051442	0.7406723973049	-0.341997	absent
USP7	-0.051536	0.844934493915819	-0.201661	absent
SYVN1	-0.051549	0.87092785767741	-0.167465	absent
