name	logFC	P.Value	t
TARS	0.861976	1	0.861976
RBM34	0.839112	1	0.839112
GATAD2B	0.834539	1	0.834539
TAF4	0.834539	1	0.834539
RPL31	0.829967	1	0.829967
EIF3M	0.820821	1	0.820821
CCT4	0.80253	1	0.80253
CCS	0.797957	1	0.797957
SF3B1	0.793384	1	0.793384
ASCC3	0.788811	1	0.788811
H2AFY2	0.765947	1	0.765947
ZNF598	0.752229	1	0.752229
SMC2	0.752229	1	0.752229
NEFM	0.743083	1	0.743083
ENO1	0.73851	1	0.73851
SON	0.729365	1	0.729365
SERBP1	0.724792	1	0.724792
POLDIP3	0.720219	1	0.720219
MCM7	0.720219	1	0.720219
SMC3	0.715646	1	0.715646
FLNA	0.715646	1	0.715646
HCFC1	0.711073	1	0.711073
SLC25A11	0.697355	1	0.697355
MYH10	0.697355	1	0.697355
CLINT1	0.692782	1	0.692782
PLOD1	0.683636	1	0.683636
API5	0.679064	1	0.679064
IGF2BP3	0.679064	1	0.679064
HNRNPC	0.674491	1	0.674491
DDX6	0.674491	1	0.674491
NKRF	0.674491	1	0.674491
TTN	0.665345	1	0.665345
PDIA3	0.660772	1	0.660772
MRPS11	0.656199	1	0.656199
UTP18	0.651627	1	0.651627
YEATS2	0.647054	1	0.647054
NNT	0.637908	1	0.637908
ADO	0.628763	1	0.628763
KRT18	0.62419	1	0.62419
KRT4	0.62419	1	0.62419
PDHA1	0.619617	1	0.619617
SRPRB	0.605898	1	0.605898
COL1A1	0.601326	1	0.601326
RPL5	0.587607	1	0.587607
FYTTD1	0.587607	1	0.587607
SCAMP4	0.587607	1	0.587607
MYH9	0.583034	1	0.583034
HSPA5	0.578462	1	0.578462
ZYX	0.573889	1	0.573889
SYNCRIP	0.569316	1	0.569316
FLNB	0.569316	1	0.569316
SSRP1	0.564743	1	0.564743
KHSRP	0.564743	1	0.564743
HUWE1	0.56017	1	0.56017
TMCO1	0.56017	1	0.56017
NPM1	0.555597	1	0.555597
KPNB1	0.551025	1	0.551025
SEC24C	0.541879	1	0.541879
CCAR1	0.541879	1	0.541879
EPB41L2	0.528161	1	0.528161
STRIP1	0.528161	1	0.528161
ERLIN2	0.519015	1	0.519015
GAPDH	0.519015	1	0.519015
RPS3A	0.519015	1	0.519015
HNRNPH1	0.509869	1	0.509869
MCCC1	0.509869	1	0.509869
NSDHL	0.509869	1	0.509869
PICALM	0.505296	1	0.505296
HIST1H2BN	0.500724	1	0.500724
CCT5	0.468714	1	0.468714
H1F0	0.436704	1	0.436704
ADPRHL2	0.432131	1	0.432131
IGF2BP2	0.418413	1	0.418413
NENF	0.41384	1	0.41384
RPS11	0.400122	1	0.400122
EIF4G1	0.400122	1	0.400122
ZFR	0.390976	1	0.390976
NUP153	0.377258	1	0.377258
RPL6	0.377258	1	0.377258
NUMA1	0.377258	1	0.377258
KRT76	0.377258	1	0.377258
DDX17	0.368112	1	0.368112
SCAMP1	0.363539	1	0.363539
FOXP1	0.363539	1	0.363539
DHX8	0.349821	1	0.349821
GMPPA	0.345248	1	0.345248
PABPC4	0.340675	1	0.340675
CCDC71	0.326957	1	0.326957
DDX39B	0.322384	1	0.322384
SRM	0.322384	1	0.322384
RPS23	0.313238	1	0.313238
HP1BP3	0.308665	1	0.308665
RPL15	0.308665	1	0.308665
ARID1A	0.29952	1	0.29952
HSP90B1	0.29952	1	0.29952
UBC	0.294947	1	0.294947
SCAMP3	0.281228	1	0.281228
ADD1	0.281228	1	0.281228
PMVK	0.276656	1	0.276656
AFG3L2	0.26751	1	0.26751
DNAJB1	0.258364	1	0.258364
RPS8	0.258364	1	0.258364
RPL13A	0.249219	1	0.249219
VIM	0.2355	1	0.2355
KPNA2	0.2355	1	0.2355
SNRNP200	0.2355	1	0.2355
GNA13	0.230927	1	0.230927
YLPM1	0.226355	1	0.226355
FUBP1	0.226355	1	0.226355
NCAPH	0.221782	1	0.221782
RPS17L	0.217209	1	0.217209
GATAD2A	0.212636	1	0.212636
MTHFD1	0.212636	1	0.212636
RPL8	0.212636	1	0.212636
CSDE1	0.208063	1	0.208063
HNRNPD	0.208063	1	0.208063
FAM168A	0.185199	1	0.185199
PSMD14	0.180626	1	0.180626
TRIM28	0.176054	1	0.176054
HIST3H3	0.176054	1	0.176054
XRCC6	0.171481	1	0.171481
PHB2	0.153189	1	0.153189
PRKDC	0.148617	1	0.148617
THOC2	0.144044	1	0.144044
NOP56	0.139471	1	0.139471
EIF4A2	0.134898	1	0.134898
PCBP1	0.112034	1	0.112034
EIF3E	0.112034	1	0.112034
KRT5	0.112034	1	0.112034
RPL13	0.107461	1	0.107461
H2AFX	0.107461	1	0.107461
TCP1	0.0937428	1	0.0937428
HSPD1	0.0708787	1	0.0708787
ATP5B	0.0663059	1	0.0663059
PCBP2	0.0571602	1	0.0571602
PDIA4	0.0571602	1	0.0571602
RPS5	0.0480146	1	0.0480146
HNRNPL	0.038869	1	0.038869
NCLN	0.0342961	1	0.0342961
PGK1	0.0297233	1	0.0297233
HIST1H1E	0.0205777	1	0.0205777
EXOSC10	0.0160049	1	0.0160049
DHX9	0.011432	1	0.011432
CCAR2	0.011432	1	0.011432
HIST1H1C	0.00685923	1	0.00685923
RPS14	0.00228641	1	0.00228641
KRT6B	0.00228641	1	0.00228641
LUC7L2	-0.00228641	1	-0.00228641
HIST1H1D	-0.00685923	1	-0.00685923
HSPA1A	-0.011432	1	-0.011432
HNRNPH3	-0.011432	1	-0.011432
RPL3	-0.0205777	1	-0.0205777
MCCC2	-0.0205777	1	-0.0205777
HNRNPM	-0.0297233	1	-0.0297233
TAB1	-0.0342961	1	-0.0342961
XRN2	-0.038869	1	-0.038869
DYNC1H1	-0.038869	1	-0.038869
SUPT16H	-0.0434418	1	-0.0434418
ACTN4	-0.0434418	1	-0.0434418
DDX50	-0.0571602	1	-0.0571602
SEC16A	-0.0663059	1	-0.0663059
CCT3	-0.0708787	1	-0.0708787
IGF2BP1	-0.0754515	1	-0.0754515
MARS	-0.0754515	1	-0.0754515
RCC1	-0.0800243	1	-0.0800243
RCN1	-0.08917	1	-0.08917
NOP2	-0.0983156	1	-0.0983156
CCT8	-0.102888	1	-0.102888
CLNS1A	-0.107461	1	-0.107461
AIFM1	-0.116607	1	-0.116607
SRRM2	-0.125753	1	-0.125753
RANBP2	-0.130325	1	-0.130325
SFXN1	-0.130325	1	-0.130325
WDR46	-0.153189	1	-0.153189
ALDH18A1	-0.153189	1	-0.153189
RPS12	-0.157762	1	-0.157762
TIAL1	-0.157762	1	-0.157762
CAPZA1	-0.157762	1	-0.157762
RTCB	-0.166908	1	-0.166908
RSL1D1	-0.171481	1	-0.171481
SFPQ	-0.176054	1	-0.176054
DNM2	-0.176054	1	-0.176054
NUP98	-0.180626	1	-0.180626
SLC25A5	-0.180626	1	-0.180626
PUF60	-0.185199	1	-0.185199
VARS	-0.194345	1	-0.194345
ATP5O	-0.198918	1	-0.198918
HNRNPAB	-0.198918	1	-0.198918
DDX3X	-0.208063	1	-0.208063
AP2B1	-0.208063	1	-0.208063
HNRNPK	-0.212636	1	-0.212636
RBM39	-0.217209	1	-0.217209
SRSF6	-0.221782	1	-0.221782
SRSF11	-0.244646	1	-0.244646
RPL18	-0.244646	1	-0.244646
FARSB	-0.249219	1	-0.249219
PDHB	-0.253791	1	-0.253791
42989	-0.262937	1	-0.262937
PDCD6IP	-0.262937	1	-0.262937
ATP5L	-0.285801	1	-0.285801
TCOF1	-0.294947	1	-0.294947
HADHB	-0.294947	1	-0.294947
NUP133	-0.294947	1	-0.294947
FAU	-0.308665	1	-0.308665
PC	-0.313238	1	-0.313238
DDX21	-0.317811	1	-0.317811
CCT7	-0.336102	1	-0.336102
NCKAP1	-0.345248	1	-0.345248
SND1	-0.354393	1	-0.354393
ATAD3A	-0.354393	1	-0.354393
FARSA	-0.358966	1	-0.358966
TRAP1	-0.372685	1	-0.372685
HSD17B4	-0.372685	1	-0.372685
ATP5A1	-0.395549	1	-0.395549
TBL3	-0.400122	1	-0.400122
HNRNPF	-0.400122	1	-0.400122
VDAC3	-0.41384	1	-0.41384
RPLP0	-0.432131	1	-0.432131
PTBP1	-0.436704	1	-0.436704
SNX2	-0.44585	1	-0.44585
DHX30	-0.44585	1	-0.44585
U2AF2	-0.450423	1	-0.450423
SMC1A	-0.450423	1	-0.450423
GFM1	-0.464141	1	-0.464141
SHMT2	-0.464141	1	-0.464141
H2AFY	-0.468714	1	-0.468714
HSPA9	-0.468714	1	-0.468714
EFTUD2	-0.473287	1	-0.473287
PRDX1	-0.482432	1	-0.482432
RPL27A	-0.491578	1	-0.491578
ELAVL1	-0.491578	1	-0.491578
RAN	-0.496151	1	-0.496151
LARS	-0.505296	1	-0.505296
RBM15	-0.505296	1	-0.505296
PCCA	-0.509869	1	-0.509869
KRT6C	-0.519015	1	-0.519015
MMTAG2	-0.532733	1	-0.532733
GIGYF2	-0.551025	1	-0.551025
HSPA8	-0.569316	1	-0.569316
HNRNPA1	-0.573889	1	-0.573889
HSP90AB1	-0.587607	1	-0.587607
SLC25A13	-0.596753	1	-0.596753
ACACB	-0.596753	1	-0.596753
APRT	-0.601326	1	-0.601326
RPL7A	-0.605898	1	-0.605898
PMPCB	-0.605898	1	-0.605898
VDAC2	-0.605898	1	-0.605898
HEATR1	-0.62419	1	-0.62419
RPL34	-0.628763	1	-0.628763
LARP1	-0.628763	1	-0.628763
SNRPD3	-0.637908	1	-0.637908
RPL35A	-0.637908	1	-0.637908
PKLR	-0.651627	1	-0.651627
KARS	-0.651627	1	-0.651627
IQGAP1	-0.660772	1	-0.660772
ACTG1	-0.665345	1	-0.665345
LMNA	-0.679064	1	-0.679064
ACTB	-0.679064	1	-0.679064
HIST1H4A	-0.679064	1	-0.679064
DDX27	-0.683636	1	-0.683636
SLC25A6	-0.692782	1	-0.692782
ACACA	-0.701928	1	-0.701928
LARS2	-0.711073	1	-0.711073
PHGDH	-0.720219	1	-0.720219
EEF1G	-0.720219	1	-0.720219
LYPLA1	-0.720219	1	-0.720219
PFKL	-0.720219	1	-0.720219
IARS	-0.724792	1	-0.724792
CAD	-0.729365	1	-0.729365
DARS	-0.743083	1	-0.743083
PCK2	-0.752229	1	-0.752229
KRT17	-0.752229	1	-0.752229
TUBGCP2	-0.756801	1	-0.756801
PARP1	-0.779666	1	-0.779666
RDH11	-0.797957	1	-0.797957
RPL22	-0.797957	1	-0.797957
GNB2L1	-0.816248	1	-0.816248
ILF3	-0.825394	1	-0.825394
PPAN	-0.834539	1	-0.834539
ACOT7	-0.843685	1	-0.843685
SLC25A3	-0.848258	1	-0.848258
PDCD11	-0.857404	1	-0.857404
RPS3	-0.866549	1	-0.866549
HNRNPU	-0.866549	1	-0.866549
AARS2	-0.875695	1	-0.875695
RPLP1	-0.88484	1	-0.88484
TUBA1C	-0.898559	1	-0.898559
ACAT1	-0.903132	1	-0.903132
NUP93	-0.903132	1	-0.903132
RPS13	-0.903132	1	-0.903132
CHD4	-0.907705	1	-0.907705
EEF1A1P5	-0.912277	1	-0.912277
TUBB4A	-0.912277	1	-0.912277
ASNS	-0.94886	1	-0.94886
PYCR2	-0.953433	1	-0.953433
DDOST	-0.958006	1	-0.958006
RPL12	-0.958006	1	-0.958006
DDX19A	-0.962578	1	-0.962578
MSH2	-0.967151	1	-0.967151
RUVBL2	-0.967151	1	-0.967151
TUBB	-0.967151	1	-0.967151
GNL3	-0.967151	1	-0.967151
PHB	-0.976297	1	-0.976297
EPRS	-1.00373	1	-1.00373
ABCF2	-1.00373	1	-1.00373
QARS	-1.01745	1	-1.01745
GANAB	-1.02202	1	-1.02202
VDAC1	-1.0266	1	-1.0266
RAB14	-1.0266	1	-1.0266
DHX15	-1.03117	1	-1.03117
ZCCHC17	-1.04032	1	-1.04032
MCM2	-1.04032	1	-1.04032
CSNK1A1	-1.04032	1	-1.04032
RPL7	-1.06775	1	-1.06775
HIST1H2AB	-1.06775	1	-1.06775
ALDH1L2	-1.06775	1	-1.06775
RPL38	-1.07233	1	-1.07233
UQCRC2	-1.09519	1	-1.09519
TUBB2B	-1.10891	1	-1.10891
PKM	-1.10891	1	-1.10891
DDX5	-1.11805	1	-1.11805
FASN	-1.11805	1	-1.11805
TUBB4B	-1.11805	1	-1.11805
ATP1A1	-1.12263	1	-1.12263
SUCLA2	-1.12263	1	-1.12263
HSP90AA1	-1.13177	1	-1.13177
RRP1B	-1.13177	1	-1.13177
PSMC1	-1.13635	1	-1.13635
RPS2	-1.14092	1	-1.14092
PYGL	-1.14092	1	-1.14092
RPL28	-1.15006	1	-1.15006
SNRPE	-1.16378	1	-1.16378
PATL1	-1.16836	1	-1.16836
RPS9	-1.19122	1	-1.19122
RRP12	-1.24152	1	-1.24152
RAB5A	-1.25067	1	-1.25067
ALDH1B1	-1.25067	1	-1.25067
TUFM	-1.31926	1	-1.31926
PCNA	-1.33755	1	-1.33755
TRMT10C	-1.34212	1	-1.34212
RPS16	-1.36041	1	-1.36041
PRPF38B	-1.38328	1	-1.38328
CTPS1	-1.41529	1	-1.41529
TOP1	-1.41529	1	-1.41529
AK2	-1.42443	1	-1.42443
RPS4X	-1.43358	1	-1.43358
DRG1	-1.47931	1	-1.47931
GART	-1.53875	1	-1.53875
PRDX2	-1.56162	1	-1.56162
RPL23	-1.57076	1	-1.57076
SERPINH1	-1.58448	1	-1.58448
SRSF7	-1.66679	1	-1.66679
KRT14	-1.72624	1	-1.72624
RPN1	-1.73081	1	-1.73081
KRT16	-1.75825	1	-1.75825
RPS6	-1.79026	1	-1.79026
PLS3	-1.83141	1	-1.83141
WDR75	-1.83599	1	-1.83599
RPL18A	-1.85885	1	-1.85885
DIEXF	-1.868	1	-1.868
LDHB	-2.01433	1	-2.01433
HSD17B10	-2.05548	1	-2.05548
RPS15A	-2.1195	1	-2.1195
CCT6A	-2.1195	1	-2.1195
PGAM5	-2.25669	1	-2.25669
EEF2	-2.30699	1	-2.30699
KRT78	-2.41216	1	-2.41216
GTPBP4	-2.47618	1	-2.47618
LDHA	-2.5402	1	-2.5402
KRT3	-2.5905	1	-2.5905
PRPF4B	-2.88774	1	-2.88774
RPL14	-3.17582	1	-3.17582
HSPG2	-3.78401	1	-3.78401
