name	logFC	P.Value	t
XRN2	0.878882	1	0.878882
TCP1	0.870706	1	0.870706
ADNP	0.862531	1	0.862531
TMEM209	0.854355	1	0.854355
MAGED2	0.838004	1	0.838004
TTN	0.838004	1	0.838004
SEC16A	0.838004	1	0.838004
RBM34	0.829828	1	0.829828
CTPS1	0.813477	1	0.813477
CCT5	0.805301	1	0.805301
RPL9	0.805301	1	0.805301
ENO1	0.78895	1	0.78895
CUL5	0.780774	1	0.780774
ADPRHL2	0.780774	1	0.780774
SMC2	0.764423	1	0.764423
EIF3E	0.764423	1	0.764423
RPL4	0.756247	1	0.756247
SCAMP3	0.756247	1	0.756247
CDK2	0.739896	1	0.739896
RPL31	0.739896	1	0.739896
HNRNPC	0.739896	1	0.739896
TRIM28	0.73172	1	0.73172
NOP56	0.715369	1	0.715369
IGF2BP3	0.707193	1	0.707193
HSP90AB1	0.707193	1	0.707193
POM121C	0.699018	1	0.699018
CCAR1	0.699018	1	0.699018
DAZAP1	0.690842	1	0.690842
GATAD2B	0.690842	1	0.690842
CCT7	0.690842	1	0.690842
RPS7	0.682666	1	0.682666
KARS	0.674491	1	0.674491
POLDIP3	0.666315	1	0.666315
KRT2	0.666315	1	0.666315
COPA	0.658139	1	0.658139
NUP153	0.649964	1	0.649964
KRT10	0.649964	1	0.649964
PSMC1	0.641788	1	0.641788
RDH11	0.641788	1	0.641788
UBAP2L	0.633613	1	0.633613
PCBP1	0.633613	1	0.633613
SF3B1	0.633613	1	0.633613
CCT4	0.625437	1	0.625437
ASNS	0.625437	1	0.625437
NONO	0.617261	1	0.617261
RPS12	0.617261	1	0.617261
SYNCRIP	0.609086	1	0.609086
RBM14	0.60091	1	0.60091
ARGLU1	0.592734	1	0.592734
DDX6	0.592734	1	0.592734
SEC24C	0.592734	1	0.592734
RANBP2	0.592734	1	0.592734
DDX50	0.576383	1	0.576383
H2AFY	0.560032	1	0.560032
CLNS1A	0.551856	1	0.551856
KRT13	0.551856	1	0.551856
PCBP2	0.54368	1	0.54368
CCT3	0.519153	1	0.519153
TBL3	0.519153	1	0.519153
AFG3L2	0.510978	1	0.510978
YEATS2	0.502802	1	0.502802
VARS	0.486451	1	0.486451
DNAJB1	0.4701	1	0.4701
SLC25A5	0.461924	1	0.461924
IGF2BP1	0.461924	1	0.461924
HNRNPL	0.453748	1	0.453748
FLNA	0.453748	1	0.453748
FUBP3	0.437397	1	0.437397
CYFIP2	0.429221	1	0.429221
SNX2	0.429221	1	0.429221
MRPS11	0.41287	1	0.41287
RAN	0.41287	1	0.41287
NUP214	0.404694	1	0.404694
KHDRBS1	0.404694	1	0.404694
ACOT7	0.404694	1	0.404694
HSPD1	0.396519	1	0.396519
LUC7L2	0.388343	1	0.388343
PDHA1	0.388343	1	0.388343
POGZ	0.380168	1	0.380168
RCC1	0.380168	1	0.380168
ACAT1	0.380168	1	0.380168
MARS	0.380168	1	0.380168
GFM1	0.371992	1	0.371992
RPL5	0.355641	1	0.355641
GNA13	0.355641	1	0.355641
DHX8	0.347465	1	0.347465
LARS	0.347465	1	0.347465
PCNA	0.347465	1	0.347465
MTHFD1	0.331114	1	0.331114
RPL3	0.331114	1	0.331114
MCM2	0.322938	1	0.322938
RPL28	0.322938	1	0.322938
CPSF7	0.314762	1	0.314762
CCT8	0.314762	1	0.314762
NCLN	0.298411	1	0.298411
NCKAP1	0.298411	1	0.298411
WDR46	0.298411	1	0.298411
PCCA	0.298411	1	0.298411
SND1	0.290235	1	0.290235
HSPA5	0.28206	1	0.28206
SUPT16H	0.265708	1	0.265708
IGF2BP2	0.265708	1	0.265708
SRM	0.257533	1	0.257533
SFXN1	0.257533	1	0.257533
HIST3H3	0.249357	1	0.249357
AIFM1	0.241182	1	0.241182
RPL38	0.241182	1	0.241182
RPL29	0.233006	1	0.233006
CFL1	0.233006	1	0.233006
DNM2	0.233006	1	0.233006
KHSRP	0.22483	1	0.22483
NCAPH	0.22483	1	0.22483
PTBP1	0.216655	1	0.216655
HSPA8	0.216655	1	0.216655
RPL13	0.208479	1	0.208479
NNT	0.200303	1	0.200303
PPAN	0.192128	1	0.192128
RPL23	0.192128	1	0.192128
SFPQ	0.183952	1	0.183952
DDX39B	0.175776	1	0.175776
DDX21	0.175776	1	0.175776
CLINT1	0.159425	1	0.159425
FARSB	0.143074	1	0.143074
GART	0.134898	1	0.134898
VIM	0.126723	1	0.126723
DDOST	0.126723	1	0.126723
ATP5A1	0.118547	1	0.118547
VDAC2	0.118547	1	0.118547
SCAMP1	0.102196	1	0.102196
KRT18	0.102196	1	0.102196
EPRS	0.102196	1	0.102196
VDAC1	0.0940199	1	0.0940199
HUWE1	0.0613173	1	0.0613173
GCN1L1	0.0531417	1	0.0531417
ELAVL1	0.0531417	1	0.0531417
SNRPD3	0.0531417	1	0.0531417
XRCC6	0.0449661	1	0.0449661
GMPPA	0.0286148	1	0.0286148
TUBB	0.0204391	1	0.0204391
JUP	0.0122635	1	0.0122635
DYNC1H1	0.0122635	1	0.0122635
SMC1A	-0.0122635	1	-0.0122635
MATR3	-0.0204391	1	-0.0204391
GAPDH	-0.0204391	1	-0.0204391
ZFR	-0.0286148	1	-0.0286148
PGK1	-0.0367904	1	-0.0367904
SMARCB1	-0.0449661	1	-0.0449661
SMC3	-0.0449661	1	-0.0449661
RPS3A	-0.0531417	1	-0.0531417
FLNB	-0.0531417	1	-0.0531417
PHB2	-0.0531417	1	-0.0531417
POLR2A	-0.0531417	1	-0.0531417
RPL18	-0.0531417	1	-0.0531417
HSP90B1	-0.0613173	1	-0.0613173
HNRNPAB	-0.0613173	1	-0.0613173
HADHB	-0.069493	1	-0.069493
HNRNPH1	-0.0776686	1	-0.0776686
ATP5L	-0.0776686	1	-0.0776686
ATP1A1	-0.0776686	1	-0.0776686
RPL22	-0.0858443	1	-0.0858443
NUMA1	-0.102196	1	-0.102196
PRPF8	-0.102196	1	-0.102196
HEATR1	-0.102196	1	-0.102196
TRMT10C	-0.102196	1	-0.102196
DHX30	-0.126723	1	-0.126723
IARS	-0.126723	1	-0.126723
GANAB	-0.126723	1	-0.126723
TUBB2B	-0.143074	1	-0.143074
H2AFX	-0.143074	1	-0.143074
DHCR7	-0.151249	1	-0.151249
RPS5	-0.159425	1	-0.159425
RAB14	-0.175776	1	-0.175776
RPS6	-0.183952	1	-0.183952
FYTTD1	-0.192128	1	-0.192128
RPS3	-0.208479	1	-0.208479
MYH9	-0.216655	1	-0.216655
PMVK	-0.216655	1	-0.216655
RPL27A	-0.216655	1	-0.216655
EEF1A1P5	-0.22483	1	-0.22483
PICALM	-0.241182	1	-0.241182
HNRNPA3	-0.241182	1	-0.241182
HSP90AA1	-0.249357	1	-0.249357
AP2B1	-0.265708	1	-0.265708
ATP5O	-0.273884	1	-0.273884
RPS2	-0.28206	1	-0.28206
RPS15A	-0.28206	1	-0.28206
MSH2	-0.290235	1	-0.290235
RPL34	-0.290235	1	-0.290235
ALDH18A1	-0.298411	1	-0.298411
ZCCHC17	-0.306587	1	-0.306587
CHD4	-0.314762	1	-0.314762
IQGAP1	-0.314762	1	-0.314762
YBX3	-0.331114	1	-0.331114
GNB2L1	-0.331114	1	-0.331114
TUBB4B	-0.331114	1	-0.331114
TAF4	-0.339289	1	-0.339289
DDX3X	-0.339289	1	-0.339289
EXOSC10	-0.339289	1	-0.339289
DHX9	-0.347465	1	-0.347465
RPL35A	-0.347465	1	-0.347465
TRAP1	-0.355641	1	-0.355641
CCAR2	-0.363816	1	-0.363816
RTCB	-0.363816	1	-0.363816
ATP5B	-0.363816	1	-0.363816
UBC	-0.371992	1	-0.371992
RPL13A	-0.371992	1	-0.371992
SLC25A6	-0.371992	1	-0.371992
HNRNPF	-0.380168	1	-0.380168
HP1BP3	-0.388343	1	-0.388343
KPNA2	-0.396519	1	-0.396519
DIEXF	-0.396519	1	-0.396519
NOP2	-0.41287	1	-0.41287
NSDHL	-0.41287	1	-0.41287
RPS16	-0.41287	1	-0.41287
FASN	-0.421046	1	-0.421046
HNRNPH3	-0.429221	1	-0.429221
TUBB4A	-0.429221	1	-0.429221
ACTG1	-0.437397	1	-0.437397
VDAC3	-0.445573	1	-0.445573
PHGDH	-0.453748	1	-0.453748
RPN1	-0.453748	1	-0.453748
PKM	-0.461924	1	-0.461924
RPL7A	-0.478275	1	-0.478275
SNRNP200	-0.478275	1	-0.478275
KRT9	-0.478275	1	-0.478275
PHB	-0.478275	1	-0.478275
RPL15	-0.486451	1	-0.486451
PRDX1	-0.486451	1	-0.486451
PKLR	-0.486451	1	-0.486451
RPS4X	-0.486451	1	-0.486451
LARP1	-0.486451	1	-0.486451
ADD1	-0.494627	1	-0.494627
CAPZA1	-0.494627	1	-0.494627
THOC2	-0.510978	1	-0.510978
CAD	-0.510978	1	-0.510978
PRKDC	-0.519153	1	-0.519153
PCK2	-0.519153	1	-0.519153
HSPA9	-0.535505	1	-0.535505
TUFM	-0.535505	1	-0.535505
DDX17	-0.54368	1	-0.54368
ACTB	-0.54368	1	-0.54368
MMTAG2	-0.551856	1	-0.551856
PLS3	-0.551856	1	-0.551856
FARSA	-0.551856	1	-0.551856
RPS13	-0.560032	1	-0.560032
HIST1H2BN	-0.568207	1	-0.568207
PDHB	-0.568207	1	-0.568207
DDX5	-0.568207	1	-0.568207
DHX15	-0.576383	1	-0.576383
TUBA1C	-0.584559	1	-0.584559
SLTM	-0.592734	1	-0.592734
RPS9	-0.609086	1	-0.609086
PDIA4	-0.625437	1	-0.625437
NPM1	-0.649964	1	-0.649964
KPNB1	-0.658139	1	-0.658139
RAB5A	-0.666315	1	-0.666315
SRRM2	-0.674491	1	-0.674491
42989	-0.674491	1	-0.674491
HNRNPD	-0.674491	1	-0.674491
ARID1A	-0.682666	1	-0.682666
PARP1	-0.682666	1	-0.682666
EEF2	-0.682666	1	-0.682666
SRSF11	-0.690842	1	-0.690842
RBM15	-0.690842	1	-0.690842
PSMD14	-0.699018	1	-0.699018
TOP1	-0.707193	1	-0.707193
ABCF2	-0.715369	1	-0.715369
EEF1G	-0.715369	1	-0.715369
EFTUD2	-0.73172	1	-0.73172
PDCD11	-0.73172	1	-0.73172
MARK2	-0.748072	1	-0.748072
YLPM1	-0.748072	1	-0.748072
KRT1	-0.748072	1	-0.748072
RPL7	-0.748072	1	-0.748072
RPLP0	-0.756247	1	-0.756247
RPS8	-0.764423	1	-0.764423
HNRNPK	-0.764423	1	-0.764423
UQCRC2	-0.78895	1	-0.78895
HNRNPA1	-0.846179	1	-0.846179
HIST1H2AB	-0.854355	1	-0.854355
RPLP1	-0.878882	1	-0.878882
SERPINH1	-0.878882	1	-0.878882
HNRNPM	-0.887058	1	-0.887058
CCS	-0.895233	1	-0.895233
ZNF326	-0.895233	1	-0.895233
NUP133	-0.911584	1	-0.911584
RPS23	-0.91976	1	-0.91976
HNRNPA2B1	-0.91976	1	-0.91976
SRSF6	-0.927936	1	-0.927936
PDCD6IP	-0.944287	1	-0.944287
PYCR2	-0.944287	1	-0.944287
SRPRB	-0.952463	1	-0.952463
CSNK1A1	-0.952463	1	-0.952463
RBM39	-0.968814	1	-0.968814
ACTN4	-0.968814	1	-0.968814
SLC25A13	-0.985165	1	-0.985165
DARS	-0.993341	1	-0.993341
CDSN	-1.00152	1	-1.00152
TMCO1	-1.01787	1	-1.01787
WDR75	-1.01787	1	-1.01787
U2AF2	-1.04239	1	-1.04239
PYGL	-1.05057	1	-1.05057
MYH10	-1.0751	1	-1.0751
NUP93	-1.08327	1	-1.08327
RPL18A	-1.14868	1	-1.14868
HIST1H1C	-1.15685	1	-1.15685
HNRNPU	-1.18138	1	-1.18138
SUCLA2	-1.18956	1	-1.18956
PMPCB	-1.19773	1	-1.19773
ALDH1B1	-1.20591	1	-1.20591
TUBGCP2	-1.22226	1	-1.22226
RSL1D1	-1.25496	1	-1.25496
NUP98	-1.26314	1	-1.26314
DRG1	-1.26314	1	-1.26314
AARS2	-1.30402	1	-1.30402
CCT6A	-1.36942	1	-1.36942
HIST1H1E	-1.3776	1	-1.3776
RPL14	-1.40212	1	-1.40212
PRPF38B	-1.4103	1	-1.4103
HIST1H1D	-1.45118	1	-1.45118
QARS	-1.45935	1	-1.45935
RRP1B	-1.45935	1	-1.45935
SRSF7	-1.46753	1	-1.46753
SNRPE	-1.49206	1	-1.49206
PRDX2	-1.49206	1	-1.49206
SHMT2	-1.50023	1	-1.50023
GNL3	-1.50841	1	-1.50841
KRT14	-1.63104	1	-1.63104
FOXP1	-1.64739	1	-1.64739
AK2	-1.66374	1	-1.66374
DDX27	-1.67192	1	-1.67192
INTS3	-1.7455	1	-1.7455
KRT4	-1.75368	1	-1.75368
FAU	-1.7782	1	-1.7782
GIGYF2	-1.80273	1	-1.80273
KRT76	-1.81091	1	-1.81091
KRT6B	-1.81091	1	-1.81091
HSD17B4	-1.81908	1	-1.81908
HSD17B10	-1.85178	1	-1.85178
PGAM5	-1.87631	1	-1.87631
ALDH1L2	-1.90084	1	-1.90084
KRT5	-1.93354	1	-1.93354
SAFB2	-2.03165	1	-2.03165
LARS2	-2.05617	1	-2.05617
ATAD3A	-2.0807	1	-2.0807
DSP	-2.12976	1	-2.12976
HIST1H4A	-2.14611	1	-2.14611
LDHB	-2.17881	1	-2.17881
SAFB	-2.27692	1	-2.27692
PRPF4B	-2.29327	1	-2.29327
H1F0	-2.30962	1	-2.30962
APRT	-2.32597	1	-2.32597
KRT16	-2.44861	1	-2.44861
LDHA	-2.51401	1	-2.51401
LYPLA1	-2.57942	1	-2.57942
PUF60	-2.61212	1	-2.61212
KRT17	-2.76746	1	-2.76746
GTPBP4	-2.96367	1	-2.96367
RRP12	-3.04543	1	-3.04543
PFKL	-3.51144	1	-3.51144
RPL8	-3.58502	1	-3.58502
CENPV	-4.05921	1	-4.05921
KRT6C	-4.77866	1	-4.77866
KRT78	-4.83589	1	-4.83589
HSPG2	-5.67799	1	-5.67799
KRT3	-6.09494	1	-6.09494
RBMX	-6.83893	1	-6.83893
ILF3	-7.42757	1	-7.42757
