name	logFC	P.Value	t
GART	-0.511963	1	-0.511963
PGAM5	-0.511963	1	-0.511963
KHSRP	-0.520089	1	-0.520089
CPSF7	-0.520089	1	-0.520089
RPL13A	-0.520089	1	-0.520089
DHX30	-0.520089	1	-0.520089
RPS3	-0.520089	1	-0.520089
PRKAR2A	-0.528216	1	-0.528216
XRCC6	-0.528216	1	-0.528216
TUBA1C	-0.536342	1	-0.536342
FLNA	-0.552595	1	-0.552595
PRKDC	-0.552595	1	-0.552595
GNB2L1	-0.552595	1	-0.552595
JUP	-0.568848	1	-0.568848
RPL22	-0.568848	1	-0.568848
PDCD6IP	-0.593227	1	-0.593227
PUF60	-0.601353	1	-0.601353
SNRPE	-0.60948	1	-0.60948
KRT13	-0.617606	1	-0.617606
DARS	-0.625732	1	-0.625732
RPS12	-0.633859	1	-0.633859
TRAP1	-0.633859	1	-0.633859
RPS23	-0.658238	1	-0.658238
ATAD3A	-0.658238	1	-0.658238
ZYX	-0.674491	1	-0.674491
EXOSC10	-0.674491	1	-0.674491
CCT8	-0.682617	1	-0.682617
HNRNPK	-0.682617	1	-0.682617
HNRNPD	-0.682617	1	-0.682617
VDAC3	-0.682617	1	-0.682617
HSP90B1	-0.69887	1	-0.69887
ATP5B	-0.69887	1	-0.69887
PCK2	-0.69887	1	-0.69887
RRP12	-0.69887	1	-0.69887
CCDC71	-0.715123	1	-0.715123
HSP90AA1	-0.715123	1	-0.715123
QARS	-0.723249	1	-0.723249
PCNA	-0.739502	1	-0.739502
ZNF503	-0.747628	1	-0.747628
DIEXF	-0.747628	1	-0.747628
TIAL1	-0.763881	1	-0.763881
NCAPH	-0.763881	1	-0.763881
IARS	-0.763881	1	-0.763881
THOC2	-0.78826	1	-0.78826
HNRNPH3	-0.78826	1	-0.78826
PABPC4	-0.796387	1	-0.796387
CCT6A	-0.804513	1	-0.804513
SCAMP1	-0.812639	1	-0.812639
TAF4	-0.820766	1	-0.820766
PRPF4B	-0.837019	1	-0.837019
42989	-0.845145	1	-0.845145
EEF1G	-0.853271	1	-0.853271
SHMT2	-0.869524	1	-0.869524
SNRPD3	-0.877651	1	-0.877651
PHB	-0.877651	1	-0.877651
AK2	-0.877651	1	-0.877651
EFTUD2	-0.910156	1	-0.910156
DDX27	-0.934535	1	-0.934535
NSDHL	-0.950788	1	-0.950788
YBX3	-0.958915	1	-0.958915
TUBB4B	-0.958915	1	-0.958915
PMPCB	-0.967041	1	-0.967041
SMC1A	-0.983294	1	-0.983294
RPS15A	-0.983294	1	-0.983294
ACACA	-1.00767	1	-1.00767
WDR75	-1.0158	1	-1.0158
RPLP0	-1.02393	1	-1.02393
MAP4	-1.03205	1	-1.03205
YLPM1	-1.03205	1	-1.03205
TRMT10C	-1.03205	1	-1.03205
NENF	-1.06456	1	-1.06456
EEF2	-1.08081	1	-1.08081
ALDH1L2	-1.09706	1	-1.09706
PCCA	-1.10519	1	-1.10519
HNRNPF	-1.11332	1	-1.11332
RPL28	-1.12144	1	-1.12144
LARP1	-1.12144	1	-1.12144
PDIA4	-1.14582	1	-1.14582
APRT	-1.15395	1	-1.15395
CLINT1	-1.1702	1	-1.1702
LDHB	-1.17833	1	-1.17833
RPS13	-1.22709	1	-1.22709
SLC25A11	-1.23521	1	-1.23521
ACACB	-1.24334	1	-1.24334
RRP1B	-1.25146	1	-1.25146
TMEM209	-1.26772	1	-1.26772
YEATS2	-1.28397	1	-1.28397
PRDX2	-1.31648	1	-1.31648
HNRNPU	-1.34898	1	-1.34898
TUFM	-1.34898	1	-1.34898
HSD17B10	-1.34898	1	-1.34898
KRT10	-1.35711	1	-1.35711
RPL18A	-1.35711	1	-1.35711
CAD	-1.38961	1	-1.38961
PDCD11	-1.39774	1	-1.39774
RPS6	-1.45462	1	-1.45462
HNRNPA3	-1.46275	1	-1.46275
HNRNPA1	-1.46275	1	-1.46275
HSPA9	-1.51151	1	-1.51151
HNRNPAB	-1.51964	1	-1.51964
RPL12	-1.51964	1	-1.51964
KARS	-1.55214	1	-1.55214
NPM1	-1.61715	1	-1.61715
SLTM	-1.63341	1	-1.63341
LDHA	-1.69842	1	-1.69842
KRT2	-1.73905	1	-1.73905
SUCLA2	-1.81219	1	-1.81219
MCCC1	-1.89345	1	-1.89345
COL1A2	-2.01535	1	-2.01535
PABPC1	-2.02347	1	-2.02347
RPS9	-2.10474	1	-2.10474
SAFB	-2.15349	1	-2.15349
SAFB2	-2.16162	1	-2.16162
RPLP1	-2.29977	1	-2.29977
MCCC2	-2.31602	1	-2.31602
XRN2	-2.38103	1	-2.38103
GTPBP4	-2.4623	1	-2.4623
RAB14	-2.4948	1	-2.4948
HNRNPA2B1	-2.56794	1	-2.56794
HRNR	-2.6167	1	-2.6167
FOXP1	-2.62483	1	-2.62483
CDSN	-2.65733	1	-2.65733
LYPLA1	-2.893	1	-2.893
HIST1H4A	-2.9255	1	-2.9255
PFKL	-2.9255	1	-2.9255
KRT9	-3.13679	1	-3.13679
H2AFX	-3.16117	1	-3.16117
DSP	-3.18555	1	-3.18555
RPL8	-3.60812	1	-3.60812
PCCB	-3.665	1	-3.665
KRT1	-3.90067	1	-3.90067
HIST1H2AB	-4.03069	1	-4.03069
KRT5	-4.22573	1	-4.22573
KRT4	-4.35575	1	-4.35575
CENPV	-4.43701	1	-4.43701
KRT76	-4.43701	1	-4.43701
KRT6B	-4.57516	1	-4.57516
KRT14	-4.81895	1	-4.81895
KRT17	-5.12776	1	-5.12776
KRT16	-5.15213	1	-5.15213
HSPG2	-5.21715	1	-5.21715
KRT78	-5.63159	1	-5.63159
KRT6C	-5.82662	1	-5.82662
KRT3	-6.46048	1	-6.46048
FLG2	-8.22391	1	-8.22391
INTS3	-8.97967	1	-8.97967
ILF3	-10.4099	1	-10.4099
RBMX	-12.3277	1	-12.3277
