name	logFC	P.Value	t
MYH10	0.357714	1	0.357714
SMC3	0.320676	1	0.320676
RANBP2	0.308979	1	0.308979
NOP56	0.30703	1	0.30703
EXOSC10	0.303131	1	0.303131
SLC25A5	0.299232	1	0.299232
ILF3	0.295333	1	0.295333
CCT7	0.277789	1	0.277789
SAFB	0.27389	1	0.27389
DYNC1H1	0.269991	1	0.269991
RPL18A	0.262194	1	0.262194
SNRNP200	0.254396	1	0.254396
SFPQ	0.250497	1	0.250497
RPS14	0.246599	1	0.246599
PMPCB	0.2427	1	0.2427
SND1	0.238801	1	0.238801
SEC24C	0.236852	1	0.236852
ACAT1	0.236852	1	0.236852
SNX2	0.227105	1	0.227105
ADD1	0.227105	1	0.227105
YBX3	0.227105	1	0.227105
LARP1	0.227105	1	0.227105
LARS	0.213459	1	0.213459
HEATR1	0.211509	1	0.211509
FUBP1	0.20956	1	0.20956
RCN1	0.20956	1	0.20956
CSDE1	0.207611	1	0.207611
PRKDC	0.199813	1	0.199813
HSPD1	0.195914	1	0.195914
VARS	0.184218	1	0.184218
SRRM2	0.184218	1	0.184218
HSP90B1	0.184218	1	0.184218
RPL28	0.17642	1	0.17642
MRPS11	0.174471	1	0.174471
TIAL1	0.164724	1	0.164724
DHX9	0.164724	1	0.164724
PABPC1	0.158876	1	0.158876
HIST1H2BN	0.156926	1	0.156926
POLR2A	0.143281	1	0.143281
RPL13A	0.125736	1	0.125736
RPL34	0.123787	1	0.123787
SLC25A6	0.123787	1	0.123787
FLG2	0.121837	1	0.121837
NPM1	0.106242	1	0.106242
TMCO1	0.104293	1	0.104293
RPL23	0.104293	1	0.104293
PDIA4	0.0984445	1	0.0984445
DNM2	0.0945457	1	0.0945457
SMC2	0.0925963	1	0.0925963
HNRNPL	0.0886975	1	0.0886975
RDH11	0.0886975	1	0.0886975
HIST3H3	0.0828493	1	0.0828493
PHB2	0.0789505	1	0.0789505
IARS	0.0692035	1	0.0692035
UTP18	0.0497096	1	0.0497096
DHX30	0.0497096	1	0.0497096
CCT5	0.0477602	1	0.0477602
ATP5L	0.0477602	1	0.0477602
42989	0.0438614	1	0.0438614
RCC1	0.032165	1	0.032165
AIFM1	0.0204687	1	0.0204687
RPS3	0.0126711	1	0.0126711
LARS2	0.00292409	1	0.00292409
AARS2	-0.00292409	1	-0.00292409
SUPT16H	-0.00877228	1	-0.00877228
ELAVL1	-0.0126711	1	-0.0126711
ACACA	-0.022418	1	-0.022418
PABPC4	-0.0263168	1	-0.0263168
ADRM1	-0.0380132	1	-0.0380132
HADHB	-0.0497096	1	-0.0497096
TBL3	-0.0497096	1	-0.0497096
PATL1	-0.0536084	1	-0.0536084
PCCA	-0.0575072	1	-0.0575072
LUC7L2	-0.0653047	1	-0.0653047
TCP1	-0.0711529	1	-0.0711529
RPL13	-0.0750517	1	-0.0750517
RBM34	-0.0789505	1	-0.0789505
DDX21	-0.0808999	1	-0.0808999
SLTM	-0.0808999	1	-0.0808999
VDAC1	-0.0847987	1	-0.0847987
NUP133	-0.0984445	1	-0.0984445
CTPS1	-0.0984445	1	-0.0984445
MCCC2	-0.106242	1	-0.106242
MSH2	-0.110141	1	-0.110141
AP2B1	-0.11209	1	-0.11209
RPL4	-0.115989	1	-0.115989
CCDC71	-0.117938	1	-0.117938
PMVK	-0.121837	1	-0.121837
DDX50	-0.125736	1	-0.125736
WDR46	-0.131584	1	-0.131584
EPRS	-0.137432	1	-0.137432
RPL3	-0.141331	1	-0.141331
CDK4	-0.143281	1	-0.143281
PRDX1	-0.14523	1	-0.14523
DHX8	-0.154977	1	-0.154977
HNRNPM	-0.156926	1	-0.156926
RPL35A	-0.162775	1	-0.162775
SMC1A	-0.17642	1	-0.17642
EFTUD2	-0.190066	1	-0.190066
FLNB	-0.192015	1	-0.192015
ADPRHL2	-0.199813	1	-0.199813
IGF2BP1	-0.211509	1	-0.211509
NENF	-0.213459	1	-0.213459
UQCRC2	-0.225155	1	-0.225155
ACTG1	-0.24075	1	-0.24075
PCK2	-0.2427	1	-0.2427
H1F0	-0.244649	1	-0.244649
SFXN1	-0.246599	1	-0.246599
COPA	-0.248548	1	-0.248548
CAD	-0.250497	1	-0.250497
ACTB	-0.252447	1	-0.252447
IQGAP1	-0.260244	1	-0.260244
PDHB	-0.268042	1	-0.268042
RPL15	-0.271941	1	-0.271941
CCAR2	-0.277789	1	-0.277789
CCT8	-0.287536	1	-0.287536
FLNA	-0.289485	1	-0.289485
RPL7A	-0.299232	1	-0.299232
CCT3	-0.303131	1	-0.303131
MCM7	-0.30703	1	-0.30703
HSPA1A	-0.308979	1	-0.308979
ATP1A1	-0.308979	1	-0.308979
DDX39B	-0.310929	1	-0.310929
PHB	-0.312878	1	-0.312878
TRMT10C	-0.312878	1	-0.312878
HNRNPK	-0.314827	1	-0.314827
RBM15	-0.314827	1	-0.314827
SUCLA2	-0.314827	1	-0.314827
ABCF2	-0.318726	1	-0.318726
DDX3X	-0.320676	1	-0.320676
GNA13	-0.324574	1	-0.324574
FASN	-0.324574	1	-0.324574
HSP90AB1	-0.330422	1	-0.330422
DDX27	-0.332372	1	-0.332372
CCAR1	-0.347967	1	-0.347967
DHX15	-0.355765	1	-0.355765
QARS	-0.359663	1	-0.359663
SRSF11	-0.375259	1	-0.375259
PARP1	-0.377208	1	-0.377208
TRAP1	-0.383056	1	-0.383056
THOC2	-0.388904	1	-0.388904
ARGLU1	-0.40255	1	-0.40255
MARS	-0.40255	1	-0.40255
RPL22	-0.408398	1	-0.408398
PDCD11	-0.410348	1	-0.410348
SLC25A3	-0.412297	1	-0.412297
RTCB	-0.412297	1	-0.412297
RAN	-0.414246	1	-0.414246
PLS3	-0.422044	1	-0.422044
NUP93	-0.431791	1	-0.431791
U2AF2	-0.437639	1	-0.437639
TUBGCP2	-0.441538	1	-0.441538
RPL18	-0.457133	1	-0.457133
SHMT2	-0.457133	1	-0.457133
ZCCHC17	-0.461032	1	-0.461032
TOP1	-0.46883	1	-0.46883
PYCR2	-0.46883	1	-0.46883
ATP5B	-0.474678	1	-0.474678
ACACB	-0.476627	1	-0.476627
SNRPE	-0.484425	1	-0.484425
H2AFY2	-0.486374	1	-0.486374
ATAD3A	-0.496121	1	-0.496121
HSPA8	-0.505868	1	-0.505868
VDAC3	-0.507817	1	-0.507817
GFM1	-0.515615	1	-0.515615
TUFM	-0.515615	1	-0.515615
SCAMP4	-0.523413	1	-0.523413
JUP	-0.523413	1	-0.523413
PC	-0.525362	1	-0.525362
PKLR	-0.550704	1	-0.550704
DSP	-0.560451	1	-0.560451
RPL27A	-0.566299	1	-0.566299
ALDH1B1	-0.566299	1	-0.566299
ACTN4	-0.577996	1	-0.577996
HSP90AA1	-0.589692	1	-0.589692
DDOST	-0.59749	1	-0.59749
PSMC1	-0.615034	1	-0.615034
ATP5A1	-0.620882	1	-0.620882
SERPINH1	-0.620882	1	-0.620882
H2AFY	-0.622832	1	-0.622832
EEF1A1P5	-0.62868	1	-0.62868
PRKAR2A	-0.652073	1	-0.652073
TUBA1C	-0.652073	1	-0.652073
HNRNPU	-0.657921	1	-0.657921
TUBB	-0.669617	1	-0.669617
SRSF7	-0.675465	1	-0.675465
IGF2BP2	-0.683263	1	-0.683263
MCM2	-0.683263	1	-0.683263
UBC	-0.691061	1	-0.691061
HSD17B4	-0.696909	1	-0.696909
GNB2L1	-0.700808	1	-0.700808
HIST1H1C	-0.706656	1	-0.706656
RUVBL2	-0.743694	1	-0.743694
ATP5O	-0.763188	1	-0.763188
EEF1G	-0.765138	1	-0.765138
TUBB4A	-0.774885	1	-0.774885
RPLP1	-0.778783	1	-0.778783
HSPG2	-0.78853	1	-0.78853
HNRNPD	-0.79048	1	-0.79048
DDX17	-0.792429	1	-0.792429
ALDH18A1	-0.792429	1	-0.792429
HIST1H1E	-0.811923	1	-0.811923
HIST1H1D	-0.811923	1	-0.811923
ACOT7	-0.813873	1	-0.813873
CDSN	-0.817771	1	-0.817771
FOXP1	-0.82167	1	-0.82167
PYGL	-0.823619	1	-0.823619
PKM	-0.841164	1	-0.841164
GTPBP4	-0.848962	1	-0.848962
RAB5A	-0.850911	1	-0.850911
DDX5	-0.862607	1	-0.862607
TUBB4B	-0.866506	1	-0.866506
RPS2	-0.870405	1	-0.870405
RPL8	-0.876253	1	-0.876253
ZNF326	-0.884051	1	-0.884051
LYPLA1	-0.893798	1	-0.893798
TUBB2B	-0.911342	1	-0.911342
RPLP0	-0.932786	1	-0.932786
HSD17B10	-0.932786	1	-0.932786
MMTAG2	-0.934735	1	-0.934735
FAU	-0.969824	1	-0.969824
HSPA9	-0.973723	1	-0.973723
RPS13	-0.985419	1	-0.985419
WDR75	-0.993217	1	-0.993217
EIF4A2	-0.999065	1	-0.999065
RPS8	-1.03026	1	-1.03026
RPS6	-1.0361	1	-1.0361
RPL12	-1.04	1	-1.04
EEF2	-1.07899	1	-1.07899
PGAM5	-1.08484	1	-1.08484
VDAC2	-1.09459	1	-1.09459
HNRNPAB	-1.10238	1	-1.10238
DARS	-1.13357	1	-1.13357
APRT	-1.13357	1	-1.13357
DRG1	-1.13357	1	-1.13357
ALDH1L2	-1.14527	1	-1.14527
RPS4X	-1.15307	1	-1.15307
FARSA	-1.16476	1	-1.16476
HIST1H4A	-1.17451	1	-1.17451
IGF2BP3	-1.2096	1	-1.2096
AK2	-1.21545	1	-1.21545
RPS16	-1.23299	1	-1.23299
GART	-1.25444	1	-1.25444
KRT2	-1.28758	1	-1.28758
RRP12	-1.29732	1	-1.29732
RPS9	-1.31097	1	-1.31097
GANAB	-1.31292	1	-1.31292
PCNA	-1.31292	1	-1.31292
SLC25A13	-1.32072	1	-1.32072
PFKL	-1.33241	1	-1.33241
CSNK1A1	-1.33436	1	-1.33436
PUF60	-1.39674	1	-1.39674
DIEXF	-1.40649	1	-1.40649
RPS15A	-1.43573	1	-1.43573
CAPZA1	-1.48641	1	-1.48641
PRDX2	-1.49031	1	-1.49031
PRPF38B	-1.50981	1	-1.50981
GNL3	-1.51565	1	-1.51565
RPL7	-1.5215	1	-1.5215
RPL14	-1.5254	1	-1.5254
HIST1H2AB	-1.5332	1	-1.5332
KRT18	-1.56439	1	-1.56439
HNRNPH3	-1.57414	1	-1.57414
KRT13	-1.57998	1	-1.57998
CCT6A	-1.60923	1	-1.60923
TMEM209	-1.63067	1	-1.63067
LDHA	-1.66381	1	-1.66381
KRT9	-1.72229	1	-1.72229
ASNS	-1.81976	1	-1.81976
LDHB	-1.88214	1	-1.88214
PRPF4B	-1.91918	1	-1.91918
KRT1	-1.92308	1	-1.92308
RPN1	-2.0069	1	-2.0069
KRT10	-2.04004	1	-2.04004
KRT5	-2.08878	1	-2.08878
PSMD14	-2.14141	1	-2.14141
H2AFX	-2.22523	1	-2.22523
GIGYF2	-2.23303	1	-2.23303
RBMX	-2.23498	1	-2.23498
RPS17L	-2.37534	1	-2.37534
KRT78	-2.37924	1	-2.37924
KRT3	-2.57418	1	-2.57418
RAB14	-2.57808	1	-2.57808
KRT6C	-2.75547	1	-2.75547
KRT14	-2.8315	1	-2.8315
KRT16	-2.8315	1	-2.8315
KRT4	-2.86464	1	-2.86464
KRT17	-3.04593	1	-3.04593
KRT6B	-3.08492	1	-3.08492
KRT76	-3.34419	1	-3.34419
